PeakID (cmd=annotatePeaks.pl enhancers_only_100um_k99a.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
18465	chr10	22271702	22272202	+	0	NA	intron (NM_009018, intron 5 of 5)	IMPB_01|Satellite|Satellite	-1522	NM_001177775	667281	Mm.484254	NM_001177775	ENSMUSG00000075297	H60b	EG667281	histocompatibility 60b	protein-coding
19732	chr17	27318132	27318632	+	0	NA	Intergenic	Intergenic	-1287	NR_106073	102465700		NR_106073		Mir7214	mmu-mir-7214	microRNA mir-7214	ncRNA
17809	chr18	44607845	44608521	+	0	NA	intron (NM_001085373, intron 3 of 18)	intron (NM_001085373, intron 3 of 18)	-53482	NR_026853	626275	Mm.427116	NR_026853	ENSMUSG00000097610	A930012L18Rik	-	RIKEN cDNA A930012L18 gene	ncRNA
20177	chr17	52554063	52554563	+	0	NA	Intergenic	L1VL2|LINE|L1	-48396	NM_001031811	211468	Mm.399068	NM_001031811	ENSMUSG00000035580	Kcnh8	C130090D05Rik|ELK|ELK1|ELK3|Kv12.1	potassium voltage-gated channel, subfamily H (eag-related), member 8	protein-coding
19271	chr18	4337666	4338166	+	0	NA	intron (NM_007746, intron 5 of 7)	intron (NM_007746, intron 5 of 7)	15037	NM_007746	26410	Mm.3275	NM_007746	ENSMUSG00000024235	Map3k8	Cot|Cot/Tpl2|Est|Estf|Tpl-2|Tpl2|c-COT	mitogen-activated protein kinase kinase kinase 8	protein-coding
18429	chr8	81618023	81618523	+	0	NA	intron (NM_001297596, intron 2 of 24)	intron (NM_001297596, intron 2 of 24)	275711	NM_001024617	234515	Mm.324468	NM_001024617	ENSMUSG00000037940	Inpp4b	E130107I17Rik	inositol polyphosphate-4-phosphatase, type II	protein-coding
16907	chr11	45873592	45874274	+	0	NA	intron (NM_001045520, intron 1 of 11)	L1MA4|LINE|L1	21969	NM_001045520	216705	Mm.169673	NM_001045520	ENSMUSG00000006169	Clint1	AI642036|AW537616|C530049I24Rik|Enth|Epn4|F630206G17Rik|mKIAA0171	clathrin interactor 1	protein-coding
19065	chr4	155083172	155083672	+	0	NA	intron (NM_026395, intron 1 of 6)	intron (NM_026395, intron 1 of 6)	2875	NM_026395	67830	Mm.241604	NM_026395	ENSMUSG00000029048	Rer1	1110060F11Rik|5830454N22Rik|AU043380	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)	protein-coding
19608	chr12	33202019	33202519	+	0	NA	intron (NM_028139, intron 2 of 3)	intron (NM_028139, intron 2 of 3)	54583	NM_028139	380753	Mm.41540	NM_028139	ENSMUSG00000020564	Atxn7l1	2810423G08Rik|Atxn7l4	ataxin 7-like 1	protein-coding
19755	chr18	39094851	39095351	+	0	NA	intron (NM_175164, intron 1 of 22)	intron (NM_175164, intron 1 of 22)	101956	NM_175164	71302	Mm.329396	NM_175164	ENSMUSG00000036452	Arhgap26	1810044B20Rik|2610010G17Rik|4933432P15Rik|AI853435|mKIAA0621	Rho GTPase activating protein 26	protein-coding
19942	chr10	111034138	111034638	+	0	NA	Intergenic	B4A|SINE|B4	-24322	NM_172554	320150	Mm.339281	NM_172554	ENSMUSG00000035798	Zdhhc17	A230053P19Rik|BB187739|D130071N24Rik|Hip14	zinc finger, DHHC domain containing 17	protein-coding
19523	chr8	88567473	88567973	+	0	NA	intron (NM_001163660, intron 1 of 7)	intron (NM_001163660, intron 1 of 7)	40090	NM_001163660	93960	Mm.30219	NM_027280	ENSMUSG00000031661	Nkd1	2810434J10Rik|9030215G15Rik|Nkd	naked cuticle 1 homolog (Drosophila)	protein-coding
17296	chr12	118293821	118294321	+	0	NA	intron (NM_009239, intron 3 of 5)	intron (NM_009239, intron 3 of 5)	7369	NM_009239	20688	Mm.34699	NM_009239	ENSMUSG00000025323	Sp4	5730497N03Rik|HF-1b|HF1-b	trans-acting transcription factor 4	protein-coding
18837	chr6	90684213	90684883	+	0	NA	intron (NM_001134383, intron 3 of 13)	intron (NM_001134383, intron 3 of 13)	31981	NM_001134383	232227	Mm.196943	NM_182784	ENSMUSG00000034312	Iqsec1	AW561907|BC026481|BRAG2|D6Ertd349e|cI-43	IQ motif and Sec7 domain 1	protein-coding
19934	chr10	19811731	19812231	+	0	NA	Intergenic	Intergenic	39478	NM_029529	76157	Mm.74324	NM_029529	ENSMUSG00000050473	Slc35d3	6230421J19Rik|Frcl1	solute carrier family 35, member D3	protein-coding
18997	chr1	64193952	64194452	+	0	NA	Intergenic	Intergenic	-72813	NM_033563	93691	Mm.29466	NM_033563	ENSMUSG00000025959	Klf7	9830124P08Rik	Kruppel-like factor 7 (ubiquitous)	protein-coding
18147	chr3	126600255	126600899	+	0	NA	intron (NM_023813, intron 2 of 17)	intron (NM_023813, intron 2 of 17)	3626	NM_023813	108058	Mm.255822	NM_023813	ENSMUSG00000053819	Camk2d	2810011D23Rik|8030469K03Rik|CaMK II|[d]-CaMKII	calcium/calmodulin-dependent protein kinase II, delta	protein-coding
20195	chrX	113180766	113181266	+	0	NA	intron (NM_018818, intron 1 of 14)	ORR1A2|LTR|ERVL-MaLR	4499	NM_018818	12662	Mm.257316	NM_018818	ENSMUSG00000025531	Chm	Rep-1	choroidermia	protein-coding
19153	chr9	63167159	63167659	+	0	NA	intron (NM_011840, intron 21 of 21)	intron (NM_011840, intron 21 of 21)	-18448	NM_001163758	207667	Mm.36349	NM_172446	ENSMUSG00000022245	Skor1	AV273001|C230094B15Rik|Corl1|Lbxcor1	SKI family transcriptional corepressor 1	protein-coding
18702	chr13	52106432	52107074	+	0	NA	intron (NR_045061, intron 3 of 7)	intron (NR_045061, intron 3 of 7)	10012	NR_045061	74050	Mm.84860	NR_045061		4921525O09Rik	-	RIKEN cDNA 4921525O09 gene	ncRNA
19283	chr19	11376465	11376965	+	0	NA	Intergenic	Intergenic	-30946	NM_029499	64380	Mm.440715	NM_029499	ENSMUSG00000024675	Ms4a4c	5830413L19Rik|AI449185|Ms4a9	membrane-spanning 4-domains, subfamily A, member 4C	protein-coding
19448	chr6	31208278	31208778	+	0	NA	intron (NR_110469, intron 1 of 3)	intron (NR_110469, intron 1 of 3)	9946	NR_110471	232685	Mm.443019	NM_144555		Lincpint	MNCb-1768|Pint|linc-Pint	long intergenic non-protein coding RNA, Trp53 induced transcript	ncRNA
18651	chr9	64703518	64704018	+	0	NA	intron (NM_001134399, intron 23 of 24)	intron (NM_001134399, intron 23 of 24)	33988	NM_017382	53869	Mm.1387	NM_017382	ENSMUSG00000004771	Rab11a	-	RAB11A, member RAS oncogene family	protein-coding
17981	chr2	79546092	79546592	+	0	NA	Intergenic	Lx5c|LINE|L1	-89083	NM_080558	70599	Mm.272881	NM_080558	ENSMUSG00000027007	Ssfa2	5730488C15Rik|CS-1|CS1|KRAP|SPAG13|mKIAA1927	sperm specific antigen 2	protein-coding
19991	chr15	58656315	58656815	+	0	NA	Intergenic	Intergenic	166862	NM_175212	74868	Mm.293754	NM_175212	ENSMUSG00000062373	Tmem65	2610029O13Rik|4930438D12Rik	transmembrane protein 65	protein-coding
16901	chr9	110542355	110542855	+	0	NA	intron (NM_001081340, intron 1 of 20)	intron (NM_001081340, intron 1 of 20)	10008	NM_001081340	235626	Mm.288949	NM_001081340	ENSMUSG00000044791	Setd2	4921524K10Rik|BC031601|KMT3A	SET domain containing 2	protein-coding
18828	chr5	118582123	118582623	+	0	NA	intron (NM_172424, intron 1 of 30)	intron (NM_172424, intron 1 of 30)	21654	NM_172424	76199	Mm.206238	NM_172424	ENSMUSG00000018076	Med13l	2210413I17Rik|6330591G05Rik|9030618F05Rik|Thrap2|Trap240L|mKIAA1025	mediator complex subunit 13-like	protein-coding
20176	chr17	3220493	3220993	+	0	NA	Intergenic	Lx6|LINE|L1	105771	NM_134123	106583	Mm.124373	NM_134123	ENSMUSG00000046201	Scaf8	A630086M08Rik|A930036P18Rik|AA408306|AI447644|AI448652|AU015035|Rbm16|mKIAA1116	SR-related CTD-associated factor 8	protein-coding
18048	chr11	20914807	20915307	+	0	NA	Intergenic	(CA)n|Simple_repeat|Simple_repeat	-83949	NM_173752	216551	Mm.76694	NM_173752	ENSMUSG00000042363	Lgalsl	1110067D22Rik|A530071M23|Grpa|Hspc159|Lgalsla	lectin, galactoside binding-like	protein-coding
18345	chr2	150308627	150309127	+	0	NA	Intergenic	Intergenic	51360	NM_001142410	100216455	Mm.484816	NM_001142410	ENSMUSG00000079008	Gm14124	EG640962|ENSMUSG00000074735|Gm10749|OTTMUSG00000015734	predicted gene 14124	protein-coding
17661	chr2	26487241	26487741	+	0	NA	intron (NM_008714, intron 2 of 33)	intron (NM_008714, intron 2 of 33)	16331	NM_008714	18128	Mm.290610	NM_008714	ENSMUSG00000026923	Notch1	9930111A19Rik|Mis6|N1|Tan1|lin-12	notch 1	protein-coding
18516	chr14	30429270	30429770	+	0	NA	intron (NM_028981, intron 1 of 46)	HERV16-int|LTR|ERVL	-50045	NM_133761	75901	Mm.28733	NM_133761	ENSMUSG00000021962	Dcp1a	1110066A22Rik|4930568L04Rik|AU019772|D14Ertd817e|Mitc1|SMIF	DCP1 decapping enzyme homolog A (S. cerevisiae)	protein-coding
18766	chr2	29246482	29246982	+	0	NA	non-coding (NR_029460, exon 2 of 2)	non-coding (NR_029460, exon 2 of 2)	1308	NM_133501	171171	Mm.442448	NM_133500	ENSMUSG00000035513	Ntng2	2610016D08Rik|Lmnt2	netrin G2	protein-coding
19549	chr9	72545844	72546344	+	0	NA	intron (NM_001033536, intron 1 of 8)	B3A|SINE|B2	13854	NM_001033536	319758	Mm.32081	NM_001033536	ENSMUSG00000037674	Rfx7	2510005N23Rik|9930116O05Rik|D130086K05Rik|Rfxdc2	regulatory factor X, 7	protein-coding
18272	chr14	30394862	30395362	+	0	NA	intron (NM_028981, intron 1 of 46)	intron (NM_028981, intron 1 of 46)	-41626	NM_001083616	12289	Mm.9772	NM_028981	ENSMUSG00000015968	Cacna1d	8430418G19Rik|C79217|Cacnl1a2|Cchl1a|Cchl1a2|D-LTCC	calcium channel, voltage-dependent, L type, alpha 1D subunit	protein-coding
18765	chr2	28145667	28146167	+	0	NA	Intergenic	Intergenic	-47176	NM_001038614	56177	Mm.43278	NM_019498	ENSMUSG00000026833	Olfm1	AMY|AW742568|Noe1|OlfA|Pancortin|Pancortin3	olfactomedin 1	protein-coding
18915	chr11	110458397	110458897	+	0	NA	intron (NM_011943, intron 1 of 11)	intron (NM_011943, intron 1 of 11)	59525	NM_011943	26399	Mm.14487	NM_011943	ENSMUSG00000020623	Map2k6	MEK6|MKK6|Prkmk6|SAPKK3	mitogen-activated protein kinase kinase 6	protein-coding
17654	chr1	92003967	92004467	+	0	NA	intron (NM_207225, intron 4 of 25)	intron (NM_207225, intron 4 of 25)	144176	NM_207225	208727	Mm.318567	NM_207225	ENSMUSG00000026313	Hdac4	4932408F19Rik|AI047285	histone deacetylase 4	protein-coding
19674	chr14	102943216	102943716	+	0	NA	Intergenic	Intergenic	39166	NR_039592	100628599		NR_039592	miRBase:MI0018042	Mir5130	mmu-mir-5130|mu-mir-5130	microRNA 5130	ncRNA
19577	chr11	26128556	26129056	+	0	NA	intron (NR_027973, intron 1 of 5)	intron (NR_027973, intron 1 of 5)	-73434	NR_105791	102466154		NR_105791	miRBase:MI0021901	Mir6372	mmu-mir-6372	microRNA mir-6372	ncRNA
19891	chr7	30241875	30242375	+	0	NA	intron (NM_146186, intron 29 of 32)	intron (NM_146186, intron 29 of 32)	-5360	NM_001289817	381867	Mm.483986	NM_001289817		Ovol3	Gm1903|movo3	OVO homolog-like 3 (Drosophila)	protein-coding
17971	chr1	82995790	82996290	+	0	NA	Intergenic	B3A|SINE|B2	42408	NM_030556	80721	Mm.261542	NM_030556	ENSMUSG00000038496	Slc19a3	A230084E24Rik|AI788884|ThTr2	solute carrier family 19, member 3	protein-coding
18882	chr9	71975314	71975940	+	0	NA	intron (NM_001253862, intron 5 of 19)	intron (NM_001253862, intron 5 of 19)	12186	NR_029879	723889		NR_029879		Mir378a	Mir378|Mirn378|mmu-mir-378|mmu-mir-378a	microRNA 378a	ncRNA
19162	chr10	13057001	13057501	+	0	NA	Intergenic	Intergenic	-33537	NM_009538	22634	Mm.287857	NM_009538	ENSMUSG00000019817	Plagl1	Lot1|Zac1	pleiomorphic adenoma gene-like 1	protein-coding
18653	chr9	77970075	77970575	+	0	NA	intron (NM_134255, intron 3 of 7)	B1_Mur1|SINE|Alu	52960	NM_134255	68801	Mm.430736	NM_134255	ENSMUSG00000032349	Elovl5	1110059L23Rik|AI747313|AU043003|HELO1	ELOVL family member 5, elongation of long chain fatty acids (yeast)	protein-coding
19451	chr6	38557629	38558129	+	0	NA	intron (NM_138680, intron 1 of 9)	B1F|SINE|Alu	6435	NM_138680	192196	Mm.276133	NM_138680	ENSMUSG00000029823	Luc7l2	4930471C18Rik|AA522013|AU015269|CGI59|Cgi74	LUC7-like 2 (S. cerevisiae)	protein-coding
18283	chr15	74909057	74909557	+	0	NA	Intergenic	CT-rich|Low_complexity|Low_complexity	-27603	NM_025929	67038	Mm.154566	NM_025929	ENSMUSG00000063522	2010109I03Rik	-	RIKEN cDNA 2010109I03 gene	protein-coding
17097	chr13	44359706	44360206	+	0	NA	Intergenic	Intergenic	-79771	NR_045489	69491	Mm.392410	NR_045489	ENSMUSG00000098144	1700029N11Rik	-	RIKEN cDNA 1700029N11 gene	ncRNA
18319	chr1	39867733	39868233	+	0	NA	Intergenic	Intergenic	-20653	NR_040465	73426	Mm.396239	NR_040465		1700066B17Rik	-	RIKEN cDNA 1700066B17 gene	ncRNA
16659	chr9	40390181	40390963	+	0	NA	intron (NM_172768, intron 2 of 19)	MIRb|SINE|MIR	57100	NR_040728	73558	Mm.398307	NR_040728		1700110K17Rik	-	RIKEN cDNA 1700110K17 gene	ncRNA
19141	chr8	126864832	126865332	+	0	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	80839	NM_024214	67952	Mm.6932	NM_024214	ENSMUSG00000093904	Tomm20	1810060K07Rik|BB284719|Gm19268|MAS20|MOM19|TOM20|mKIAA0016	translocase of outer mitochondrial membrane 20 homolog (yeast)	protein-coding
16553	chr16	23307675	23308413	+	0	NA	intron (NM_001252506, intron 1 of 6)	intron (NM_001252506, intron 1 of 6)	17574	NM_001252506	20440	Mm.149029	NM_145933	ENSMUSG00000022885	St6gal1	AW742324|Siat1|St6Gal-I|St6gal|St6galI	beta galactoside alpha 2,6 sialyltransferase 1	protein-coding
17075	chr7	139781279	139782103	+	0	NA	Intergenic	Intergenic	2673	NR_105827	102465215		NR_105827	miRBase:MI0021937	Mir6401	mmu-mir-6401	microRNA mir-6401	ncRNA
18839	chr6	108313003	108313503	+	0	NA	intron (NM_010585, intron 4 of 61)	intron (NM_010585, intron 4 of 61)	100157	NM_010585	16438	Mm.227912	NM_010585	ENSMUSG00000030102	Itpr1	D6Pas2|ENSMUSG00000072853|Gm10429|IP3R1|InsP3R|Ip3r|Itpr-1|P400|Pcp-1|Pcp1|opt	inositol 1,4,5-trisphosphate receptor 1	protein-coding
19066	chr5	29740855	29741355	+	0	NA	intron (NM_001127367, intron 1 of 7)	intron (NM_001127367, intron 1 of 7)	-5169	NR_028426	332993	Mm.473746	NR_028426		Gm5129	EG332993|ENSMUSG00000053121	predicted gene 5129	ncRNA
16626	chr15	9714063	9714563	+	0	NA	intron (NM_177123, intron 7 of 17)	intron (NM_177123, intron 7 of 17)	34493	NM_177123	320277	Mm.127822	NM_177123	ENSMUSG00000072663	Spef2	C230086A09Rik	sperm flagellar 2	protein-coding
19835	chr3	89881205	89881705	+	0	NA	intron (NM_010559, intron 6 of 9)	B1F|SINE|Alu	31707	NM_010559	16194	Mm.2856	NM_010559	ENSMUSG00000027947	Il6ra	CD126|IL-6R|Il6r	interleukin 6 receptor, alpha	protein-coding
18867	chr8	4496966	4497466	+	0	NA	intron (NM_026058, intron 1 of 10)	B3A|SINE|B2	3811	NM_026058	67260	Mm.35511	NM_026058	ENSMUSG00000008206	Cers4	2900019C14Rik|Lass4|Trh1	ceramide synthase 4	protein-coding
17556	chr5	107092372	107093008	+	0	NA	Intergenic	(TC)n|Simple_repeat|Simple_repeat	128129	NM_001271566	12545	Mm.20842	NM_009863	ENSMUSG00000029283	Cdc7	AI597260|Cdc7l1|muCdc7	cell division cycle 7 (S. cerevisiae)	protein-coding
18318	chr1	38770178	38770678	+	0	NA	Intergenic	Intergenic	50787	NM_001029878	381338	Mm.487137	NM_028403	ENSMUSG00000048814	Lonrf2	2900060P06Rik|AI851349	LON peptidase N-terminal domain and ring finger 2	protein-coding
19867	chr5	90353697	90354197	+	0	NA	intron (NM_198010, intron 1 of 32)	intron (NM_198010, intron 1 of 32)	12238	NM_030886	81702	Mm.245522	NM_030886	ENSMUSG00000055204	Ankrd17	4933425K22Rik|A130069E23Rik|A930008M01|AA407558|AA516750|AU040470|Foe|Gtar|Mask|mKIAA0697	ankyrin repeat domain 17	protein-coding
19470	chr6	120052419	120052919	+	0	NA	Intergenic	Intergenic	-14014	NM_001185021	232341	Mm.333349	NM_198703	ENSMUSG00000045962	Wnk1	6430573H23Rik|EG406236|Hsn2|Prkwnk1|mKIAA0344	WNK lysine deficient protein kinase 1	protein-coding
17287	chr11	95827443	95827943	+	0	NA	intron (NM_153104, intron 1 of 2)	intron (NM_153104, intron 1 of 2)	3193	NM_153104	237928	Mm.133075	NM_153104	ENSMUSG00000050860	Phospho1	D11Moh36|Phospo1	phosphatase, orphan 1	protein-coding
19717	chr16	38760357	38760857	+	0	NA	intron (NM_019804, intron 4 of 6)	intron (NM_019804, intron 4 of 6)	18348	NM_019804	56375	Mm.182377	NM_019804	ENSMUSG00000022793	B4galt4	9130402O08Rik|B4galt-IV|b4Gal-T4|beta4Gal-T4|beta4GalT-IV	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4	protein-coding
18727	chr17	7238970	7239470	+	0	NA	intron (NM_011299, intron 3 of 20)	intron (NM_011299, intron 3 of 20)	69105	NM_011299	20112	Mm.268383	NM_011299	ENSMUSG00000023809	Rps6ka2	90kDa|D17Wsu134e|Rps6ka-rs1|Rsk3|p90rsk|pp90rsk	ribosomal protein S6 kinase, polypeptide 2	protein-coding
19307	chr1	23896268	23896768	+	0	NA	intron (NM_028534, intron 1 of 9)	Lx7|LINE|L1	13218	NR_110972	98366	Mm.329963	NM_028534	ENSMUSG00000026155	Smap1	1700056O10Rik|4921514B13Rik|4921525H11Rik|AI462175	small ArfGAP 1	protein-coding
16329	chr12	25306011	25306919	+	0	NA	Intergenic	Intergenic	177291	NR_045844	432641	Mm.112955	NR_045844		Gm17746	-	predicted gene, 17746	ncRNA
19088	chr6	53958375	53958875	+	0	NA	intron (NM_027749, intron 3 of 12)	intron (NM_027749, intron 3 of 12)	20048	NM_001289713	71287	Mm.158654	NM_027749	ENSMUSG00000052955	Cpvl	4933436L16Rik|HVLP	carboxypeptidase, vitellogenic-like	protein-coding
19933	chr10	13470434	13470934	+	0	NA	intron (NM_001195065, intron 1 of 12)	intron (NM_001195065, intron 1 of 12)	3712	NM_001195065	215789	Mm.283359	NM_001033257	ENSMUSG00000062866	Phactr2	AV158170|BC012871	phosphatase and actin regulator 2	protein-coding
19297	chrX	77515120	77515620	+	0	NA	intron (NM_020601, intron 1 of 15)	intron (NM_020601, intron 1 of 15)	4143	NM_020601	21372	Mm.258476	NM_020601	ENSMUSG00000025246	Tbl1x	5330429M20|Tbl1	transducin (beta)-like 1 X-linked	protein-coding
17517	chr1	13368277	13368913	+	0	NA	intron (NM_001077695, intron 1 of 21)	intron (NM_001077695, intron 1 of 21)	5488	NM_001077695	17978	Mm.2537	NM_008678	ENSMUSG00000005886	Ncoa2	9530095N19|D1Ertd433e|GRIP-1|Grip1|KAT13C|SRC-2|TIF-2|TIF2|bHLHe75	nuclear receptor coactivator 2	protein-coding
16639	chr1	69691795	69692295	+	0	NA	Intergenic	Intergenic	-6085	NM_011770	22779	Mm.106343	NM_011770	ENSMUSG00000025997	Ikzf2	A730095J18Rik|Helios|Zfpn1a2|Znfn1a2	IKAROS family zinc finger 2	protein-coding
19731	chr17	26132886	26133386	+	0	NA	Intergenic	Intergenic	-5550	NM_009733	12005	Mm.23684	NM_009733	ENSMUSG00000024182	Axin1	AI316800|Axin|Fu|Kb|Ki|fused|kinky|knobbly	axin 1	protein-coding
19465	chr6	108468852	108469352	+	0	NA	intron (NM_010585, intron 44 of 61)	intron (NM_010585, intron 44 of 61)	-20641	NR_106121	102465766		NR_106121		Mir7661	mmu-mir-7661	microRNA mir-7661	ncRNA
16491	chr4	136071277	136071777	+	0	NA	Intergenic	Intergenic	-18156	NM_025919	67025	Mm.276856	NM_025919	ENSMUSG00000059291	Rpl11	2010203J19Rik	ribosomal protein L11	protein-coding
19903	chr8	46839166	46839666	+	0	NA	intron (NM_008391, intron 7 of 8)	L1MB3|LINE|L1	99671	NM_008391	16363	Mm.1149	NM_008391	ENSMUSG00000031627	Irf2	9830146E22Rik|AI646973|Irf-2	interferon regulatory factor 2	protein-coding
19586	chr11	71015815	71016315	+	0	NA	intron (NM_001291146, intron 2 of 6)	intron (NM_001291146, intron 2 of 6)	3238	NM_033562	116891	Mm.28131	NM_033562	ENSMUSG00000018442	Derl2	CGI-101|Derlin-2|F-lana|Flana	Der1-like domain family, member 2	protein-coding
19866	chr5	74528605	74529105	+	0	NA	intron (NM_001286437, intron 1 of 7)	L1_Mus3|LINE|L1	2887	NM_001114660	212986	Mm.134147	NM_178672	ENSMUSG00000062110	Scfd2	E430013M20Rik|STXBP1L1	Sec1 family domain containing 2	protein-coding
19566	chr10	42207563	42208063	+	0	NA	intron (NM_019740, intron 2 of 3)	intron (NM_019740, intron 2 of 3)	68929	NM_019740	56484	Mm.338613	NM_019740	ENSMUSG00000048756	Foxo3	1110048B16Rik|2010203A17Rik|C76856|FKHRL1|Fkhr2|Foxo3a	forkhead box O3	protein-coding
18405	chr6	125510719	125511219	+	0	NA	Intergenic	Intergenic	-16214	NM_007657	12527	Mm.210676	NM_007657	ENSMUSG00000030342	Cd9	Tspan29	CD9 antigen	protein-coding
19533	chr9	20793888	20794388	+	0	NA	intron (NM_016919, intron 27 of 66)	intron (NM_016919, intron 27 of 66)	20896	NM_016919	53867	Mm.334994	NM_016919	ENSMUSG00000004098	Col5a3	-	collagen, type V, alpha 3	protein-coding
17468	chr10	96629018	96629518	+	0	NA	Intergenic	Intergenic	12267	NM_007569	12226	Mm.23811	NM_007569	ENSMUSG00000036478	Btg1	AI426953|AW546738	B cell translocation gene 1, anti-proliferative	protein-coding
17624	chr15	83027688	83028322	+	0	NA	intron (NM_001271411, intron 1 of 5)	intron (NM_001271411, intron 1 of 5)	1945	NM_001271413	74039	Mm.32584	NM_028728		Nfam1	4921501M20Rik|Cnaip	Nfat activating molecule with ITAM motif 1	protein-coding
17781	chr14	67045084	67045584	+	0	NA	intron (NM_028032, intron 2 of 9)	L1MC3|LINE|L1	27137	NM_001205188	71978	Mm.273997	NM_028032	ENSMUSG00000022052	Ppp2r2a	2410004D02Rik|mKIAA1541	protein phosphatase 2, regulatory subunit B, alpha	protein-coding
18529	chr15	81094548	81095048	+	0	NA	intron (NM_001082536, intron 2 of 13)	B3|SINE|B2	10249	NM_153049	223701	Mm.439814	NM_153049	ENSMUSG00000042292	Mkl1	AMKL|Bsac|Mal|Mrtf-A	MKL (megakaryoblastic leukemia)/myocardin-like 1	protein-coding
17905	chr11	79663231	79663731	+	0	NA	intron (NM_175543, intron 3 of 14)	intron (NM_175543, intron 3 of 14)	11605	NR_045898	72218	Mm.443271	NR_045898	ENSMUSG00000086569	Rab11fip4os2	1700020F10Rik|4930542H20Rik|Rab11fib4os2	RAB11 family interacting protein 4 (class II), opposite strand 2	ncRNA
19339	chr2	33169426	33169926	+	0	NA	intron (NM_001290570, intron 9 of 16)	intron (NM_001290570, intron 9 of 16)	-46285	NM_011923	26360	Mm.208919	NM_011923	ENSMUSG00000004105	Angptl2	AI593246|AW260363|Arp2	angiopoietin-like 2	protein-coding
19545	chr9	65492950	65493450	+	0	NA	Intergenic	B3|SINE|B2	32263	NM_138584	27965	Mm.272475	NM_138584	ENSMUSG00000032388	Spg21	ACP33|BM-019|C78576|D9Wsu18e|GL010|MAST	spastic paraplegia 21 homolog (human)	protein-coding
18066	chr12	111224027	111224683	+	0	NA	intron (NM_011632, intron 2 of 11)	B3|SINE|B2	-46756	NM_033603	93835	Mm.197639	NM_033603	ENSMUSG00000021278	Amn	5033428N14Rik|AV002116	amnionless	protein-coding
17276	chr9	124066867	124067495	+	0	NA	Intergenic	Lx4A|LINE|L1	-35002	NM_009915	12772	Mm.6272	NM_009915	ENSMUSG00000049103	Ccr2	Cc-ckr-2|Ccr2a|Ccr2b|Ckr2|Ckr2a|Ckr2b|Cmkbr2|mJe-r	chemokine (C-C motif) receptor 2	protein-coding
19294	chrX	50932602	50933102	+	0	NA	intron (NM_001190332, intron 1 of 11)	intron (NM_001190332, intron 1 of 11)	9858	NM_001190332	385354	Mm.393050	NM_001190332		Frmd7	EG665849|Gm1533	FERM domain containing 7	protein-coding
19137	chr8	116102215	116102715	+	0	NA	Intergenic	Intergenic	-395571	NM_001025577	17132	Mm.275549	NM_001025577		Maf	2810401A20Rik|A230108G15Rik|AW047063|c-maf	avian musculoaponeurotic fibrosarcoma (v-maf) AS42 oncogene homolog	protein-coding
18895	chr10	96540535	96541035	+	0	NA	Intergenic	Intergenic	-76216	NM_007569	12226	Mm.23811	NM_007569	ENSMUSG00000036478	Btg1	AI426953|AW546738	B cell translocation gene 1, anti-proliferative	protein-coding
19894	chr7	83881414	83881914	+	0	NA	3' UTR (NM_030705, exon 1 of 1)	3' UTR (NM_030705, exon 1 of 1)	2677	NM_030705	80889	Mm.272998	NM_030705	ENSMUSG00000070462	Mesdc1	AW061151	mesoderm development candidate 1	protein-coding
