PeakID (cmd=annotatePeaks.pl enhancers_only_no_peptide.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
6435	chr10	39382341	39382841	+	0	NA	intron (NM_008054, intron 1 of 13)	intron (NM_008054, intron 1 of 13)	12792	NM_001122893	14360	Mm.4848	NM_008054	ENSMUSG00000019843	Fyn	AI448320|AW552119	Fyn proto-oncogene	protein-coding
7539	chr11	60034540	60035040	+	0	NA	intron (NM_001290012, intron 1 of 6)	intron (NM_001290012, intron 1 of 6)	2215	NM_008819	18618	Mm.2731	NM_008819	ENSMUSG00000000301	Pemt	PEAMT|PEMT2|Pempt|Pempt2	phosphatidylethanolamine N-methyltransferase	protein-coding
8523	chr4	8936882	8937382	+	0	NA	Intergenic	MLT1F1|LTR|ERVL-MaLR	246726	NM_001277149	320790	Mm.138792	NM_001033395	ENSMUSG00000041235	Chd7	A730019I05Rik|Cycn|Cyn|Dz|Edy|Flo|GENA 47|GENA 60|Gena 52|Lda|Mt|Obt|Todo|WBE1|Whi|metis	chromodomain helicase DNA binding protein 7	protein-coding
7356	chr3	145101608	145102108	+	0	NA	Intergenic	Intergenic	-2817	NM_178697	229933	Mm.331420	NM_178697	ENSMUSG00000036960	Clca5	4732440A06|AI586120|Clca2	chloride channel calcium activated 5	protein-coding
8729	chr5	140224108	140224608	+	0	NA	intron (NM_010752, intron 10 of 17)	MTEa|LTR|ERVL-MaLR	97194	NM_010752	17120	Mm.27250	NM_010752	ENSMUSG00000029554	Mad1l1	AI173502|AW550425|Mad1	MAD1 mitotic arrest deficient 1-like 1	protein-coding
6661	chr6	115697703	115698203	+	0	NA	Intergenic	Intergenic	-21318	NM_029780	110157	Mm.184163	NM_029780	ENSMUSG00000000441	Raf1	6430402F14Rik|AA990557|BB129353|Craf1|D830050J10Rik|Raf-1|c-Raf|v-Raf	v-raf-leukemia viral oncogene 1	protein-coding
5753	chr11	110918836	110919336	+	0	NA	Intergenic	Intergenic	-48947	NM_001252207	16517	Mm.30176	NM_010604	ENSMUSG00000051497	Kcnj16	6430410F18Rik|AI132396|Kir5.1	potassium inwardly-rectifying channel, subfamily J, member 16	protein-coding
7182	chr10	17827817	17828317	+	0	NA	intron (NM_138628, intron 5 of 9)	intron (NM_138628, intron 5 of 9)	31848	NM_138628	378431	Mm.283493	NM_138628	ENSMUSG00000039891	Txlnb	2310001N14Rik|Mdp77	taxilin beta	protein-coding
7165	chr8	122709817	122710317	+	0	NA	Intergenic	Intergenic	-10958	NM_009824	12398	Mm.194339	NM_009824	ENSMUSG00000006362	Cbfa2t3	A630044F12Rik|AI465270|AW229127|Cbfa2t3h|ETO-2|Eto2|MTGR2	core-binding factor, runt domain, alpha subunit 2, translocated to, 3 (human)	protein-coding
8212	chr2	152329251	152329751	+	0	NA	intron (NM_019705, intron 3 of 12)	PB1D7|SINE|Alu	2924	NM_001083921	24105	Mm.182145	NM_019705	ENSMUSG00000027466	Rbck1	AL033326|HOIL-1|HOIL-1L|UIP28|Ubce7ip3	RanBP-type and C3HC4-type zinc finger containing 1	protein-coding
8395	chr13	19433113	19433613	+	0	NA	Intergenic	Intergenic	-37611	NM_024270	76205	Mm.41940	NM_024270	ENSMUSG00000003062	Stard3nl	0610035N01Rik|6530409L22Rik|AW124774|MENTHO	STARD3 N-terminal like	protein-coding
5366	chr2	84481331	84481831	+	0	NA	Intergenic	RLTR42-int|LTR|ERVK	-4806	NM_001177320	21788	Mm.124316	NM_011576	ENSMUSG00000027082	Tfpi	A630013F22Rik|AW552122|EPI|LACI	tissue factor pathway inhibitor	protein-coding
6205	chr5	33122209	33122839	+	0	NA	intron (NM_019810, intron 2 of 14)	intron (NM_019810, intron 2 of 14)	18305	NM_019810	20537	Mm.25237	NM_019810	ENSMUSG00000011034	Slc5a1	Sglt1	solute carrier family 5 (sodium/glucose cotransporter), member 1	protein-coding
6594	chr2	153262293	153262793	+	0	NA	intron (NM_080463, intron 6 of 6)	B1_Mm|SINE|Alu	21011	NM_080463	140484	Mm.293761	NM_080463	ENSMUSG00000046020	Pofut1	O-FucT-1|mKIAA0180	protein O-fucosyltransferase 1	protein-coding
7490	chr9	62753911	62754611	+	0	NA	intron (NM_176922, intron 12 of 29)	B1_Mur2|SINE|Alu	57387	NM_010193	14155	Mm.24069	NM_010193	ENSMUSG00000032244	Fem1b	mKIAA0396	feminization 1 homolog b (C. elegans)	protein-coding
8958	chr16	96688898	96689398	+	0	NA	intron (NM_031174, intron 16 of 32)	intron (NM_031174, intron 16 of 32)	221542	NM_008791	18546	Mm.5023	NM_008791	ENSMUSG00000090223	Pcp4	P16Rimb19|Pcp-4|Pep19	Purkinje cell protein 4	protein-coding
6757	chr12	115741999	115742499	+	0	NA	Intergenic	Intergenic	-46455	NR_105810	102465205		NR_105810	miRBase:MI0021920	Mir6388	mmu-mir-6388	microRNA mir-6388	ncRNA
6424	chr9	97310335	97310835	+	0	NA	Intergenic	Intergenic	59373	NM_030219	78911	Mm.108347	NM_030219	ENSMUSG00000032451	Trim42	4930486B16Rik	tripartite motif-containing 42	protein-coding
8776	chr9	64089527	64090027	+	0	NA	Intergenic	Intergenic	9016	NR_040743	76814	Mm.243771	NR_040743		Scarletltr	2600006L11Rik	Scarletltr, erythroid developmental long intergenic non-protein coding transcript	ncRNA
8141	chr16	24877325	24877825	+	0	NA	intron (NM_001145952, intron 8 of 11)	intron (NM_001145952, intron 8 of 11)	155720	NM_001145954	210126	Mm.209385	NM_178665	ENSMUSG00000033306	Lpp	9430020K16Rik|AA959454|AU024130|B130055L10Rik|C79715|D630048H16	LIM domain containing preferred translocation partner in lipoma	protein-coding
5168	chr12	108622905	108623557	+	0	NA	intron (NM_001163395, intron 1 of 12)	L1MC1|LINE|L1	-12522	NM_001163396	14026	Mm.238841	NM_007965	ENSMUSG00000021262	Evl	AI528774	Ena-vasodilator stimulated phosphoprotein	protein-coding
7551	chr12	11178713	11179213	+	0	NA	Intergenic	Intergenic	-28121	NM_001168564	238076	Mm.113278	NM_173417	ENSMUSG00000043673	Kcns3	-	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3	protein-coding
5943	chr17	44893121	44893621	+	0	NA	intron (NM_178652, intron 2 of 11)	intron (NM_178652, intron 2 of 11)	-12486	NM_029257	75341	Mm.386821	NM_029257		4930564C03Rik	-	RIKEN cDNA 4930564C03 gene	protein-coding
6139	chr16	95283777	95284277	+	0	NA	intron (NM_001271687, intron 3 of 4)	intron (NM_001271687, intron 3 of 4)	26469	NM_019664	16516	Mm.272239	NM_019664	ENSMUSG00000062609	Kcnj15	4930414N08Rik|AI182284|AI267127|IRKK|Kir4.2	potassium inwardly-rectifying channel, subfamily J, member 15	protein-coding
6196	chr3	131195145	131195645	+	0	NA	intron (NM_001276402, intron 7 of 9)	intron (NM_001276402, intron 7 of 9)	76706	NM_008212	15107	Mm.260164	NM_008212	ENSMUSG00000027984	Hadh	AA409008|AU019341|AW742602|HCDH|Hadhsc|Schad	hydroxyacyl-Coenzyme A dehydrogenase	protein-coding
7332	chr2	71051806	71052306	+	0	NA	intron (NM_145524, intron 1 of 9)	RCHARR1|DNA|hAT-Charlie	3550	NM_145524	228019	Mm.490343	NM_145524	ENSMUSG00000041975	Mettl8	BC004636|Tip	methyltransferase like 8	protein-coding
4632	chr4	7364022	7364522	+	0	NA	Intergenic	Arthur1C|DNA|hAT-Tip100	-196416	NR_040645	71510	Mm.410775	NR_040645	ENSMUSG00000086070	8430436N08Rik	-	RIKEN cDNA 8430436N08 gene	ncRNA
6691	chr8	121570159	121570823	+	0	NA	intron (NM_133765, intron 1 of 8)	intron (NM_133765, intron 1 of 8)	8315	NM_133765	76454	Mm.24829	NM_133765	ENSMUSG00000052934	Fbxo31	1110003O08Rik|2310046N15Rik|Fbx14|Fbxo14	F-box protein 31	protein-coding
6715	chr9	122092121	122092621	+	0	NA	Intergenic	Intergenic	-24895	NM_001164572	20623	Mm.257989	NM_133741	ENSMUSG00000038145	Snrk	2010012F07Rik|AI448042|AW547029|E030034B15|R74830|mKIAA0096	SNF related kinase	protein-coding
6799	chr17	28876525	28877025	+	0	NA	intron (NM_001034885, intron 1 of 9)	intron (NM_001034885, intron 1 of 9)	18364	NM_001034885	433091	Mm.328925	NM_001034885	ENSMUSG00000043286	Pnpla1	-	patatin-like phospholipase domain containing 1	protein-coding
7844	chr9	75221269	75221769	+	0	NA	3' UTR (NM_010864, exon 41 of 41)	3' UTR (NM_010864, exon 41 of 41)	-10495	NM_001081322	208943	Mm.41339	NM_001081322	ENSMUSG00000033590	Myo5c	9130003O20Rik|BB085560|C330029I24	myosin VC	protein-coding
8677	chr2	6461049	6461549	+	0	NA	Intergenic	MT2A|LTR|ERVL	108563	NM_181399	98910	Mm.40673	NM_181399	ENSMUSG00000039046	Usp6nl	AI316785|RNTRE|TRE2NL|mKIAA0019	USP6 N-terminal like	protein-coding
8438	chr16	84814645	84815145	+	0	NA	intron (NM_023844, intron 5 of 9)	PB1D11|SINE|Alu	-20229	NM_008065	14390	Mm.18974	NM_008065	ENSMUSG00000008976	Gabpa	GABPalpha	GA repeat binding protein, alpha	protein-coding
8356	chr10	86167129	86167629	+	0	NA	intron (NM_013722, intron 6 of 13)	intron (NM_013722, intron 6 of 13)	71525	NR_038024	78170	Mm.444790	NR_038024		4930486F22Rik	-	RIKEN cDNA 4930486F22 gene	ncRNA
5707	chr6	99057174	99057674	+	0	NA	intron (NM_053202, intron 5 of 18)	intron (NM_053202, intron 5 of 18)	-29126	NM_001197322	108655	Mm.234965	NM_053202	ENSMUSG00000030067	Foxp1	3110052D19Rik|4932443N09Rik|AI461938|AW494214	forkhead box P1	protein-coding
8285	chr6	108795872	108796372	+	0	NA	intron (NM_026011, intron 1 of 6)	intron (NM_026011, intron 1 of 6)	13063	NM_026011	67166	Mm.271178	NM_026011	ENSMUSG00000030105	Arl8b	2610313E07Rik|3100002J04Rik|Arl10c|gie1	ADP-ribosylation factor-like 8B	protein-coding
8843	chr15	27993095	27993595	+	0	NA	intron (NM_001081302, intron 1 of 56)	intron (NM_001081302, intron 1 of 56)	32503	NM_001081302	223435	Mm.485422	NM_001081302	ENSMUSG00000022263	Trio	6720464I07Rik|AA408740|Solo	triple functional domain (PTPRF interacting)	protein-coding
7331	chr2	70628624	70629124	+	0	NA	Intergenic	Intergenic	-32635	NR_027343	70231	Mm.271950	NM_027352	ENSMUSG00000014959	Gorasp2	0610011A07Rik|2410043M02Rik|5730520M13Rik|9430094F20Rik|AW552058|GOLPH2|GRASP55|GRS2|p59	golgi reassembly stacking protein 2	protein-coding
7265	chr17	30028872	30029372	+	0	NA	intron (NM_148926, intron 1 of 4)	intron (NM_148926, intron 1 of 4)	24035	NM_148926	21769	Mm.220972	NM_148926	ENSMUSG00000044477	Zfand3	AW539211|TEG-27|Tex27	zinc finger, AN1-type domain 3	protein-coding
5487	chr1	131349211	131349711	+	0	NA	exon (NM_001081011, exon 8 of 23)	exon (NM_001081011, exon 8 of 23)	-69898	NM_019777	56489	Mm.386783	NM_019777	ENSMUSG00000042349	Ikbke	AW558201|IKK-i|IKKepsilon|Ikki	inhibitor of kappaB kinase epsilon	protein-coding
6879	chr4	149849798	149850298	+	0	NA	Intergenic	MTC|LTR|ERVL-MaLR	-75781	NM_027460	70556	Mm.41877	NM_027460	ENSMUSG00000028982	Slc25a33	5730438N18Rik|Pnc1	solute carrier family 25, member 33	protein-coding
8839	chr14	118001228	118001728	+	0	NA	Intergenic	Intergenic	-47631	NR_105747	102465148		NR_105747	miRBase:MI0021586	Mir6239	mmu-mir-6239	microRNA mir-6239	ncRNA
6644	chr5	115055969	115056469	+	0	NA	intron (NM_029012, intron 1 of 10)	B1_Mus1|SINE|Alu	44695	NM_029012	74585	Mm.355894	NM_029012	ENSMUSG00000029550	Sppl3	4833416I09Rik|Psl4|Usmg3	signal peptide peptidase 3	protein-coding
8242	chr4	88716291	88716791	+	0	NA	Intergenic	B3|SINE|B2	5967	NM_172871	242521	Mm.260601	NM_172871	ENSMUSG00000070923	Klhl9	8030469P05|C530050O22Rik|ENSMUSG00000070923|mKIAA1354	kelch-like 9	protein-coding
8881	chr18	36571531	36572031	+	0	NA	intron (NM_175375, intron 1 of 33)	B1F1|SINE|Alu	11178	NM_175375	108857	Mm.482287	NM_175375	ENSMUSG00000024483	Ankhd1	1110004O12Rik|4933432B13Rik|9130019P20Rik|A530027J04Rik|A630021B20Rik|AA571404|Mask|mFLJ00246|mKIAA1085	ankyrin repeat and KH domain containing 1	protein-coding
8793	chr11	3821537	3822037	+	0	NA	intron (NM_152818, intron 1 of 13)	RLTR13D3A1|LTR|ERVK	42116	NM_152818	74309	Mm.61022	NM_152818	ENSMUSG00000020435	Osbp2	1700095P05Rik|C630001G20Rik|Gm244|ORP-4|OSBPL1	oxysterol binding protein 2	protein-coding
6460	chr11	110463419	110463919	+	0	NA	intron (NM_011943, intron 1 of 11)	(TG)n|Simple_repeat|Simple_repeat	64547	NM_011943	26399	Mm.14487	NM_011943	ENSMUSG00000020623	Map2k6	MEK6|MKK6|Prkmk6|SAPKK3	mitogen-activated protein kinase kinase 6	protein-coding
8056	chr7	96476538	96477038	+	0	NA	intron (NM_011858, intron 3 of 32)	intron (NM_011858, intron 3 of 32)	-134824	NR_046043	670727	Mm.421352	NR_046043	ENSMUSG00000085751	Gm15412	OTTMUSG00000021245	predicted gene 15412	ncRNA
4536	chr4	95214731	95215639	+	0	NA	Intergenic	Intergenic	-162963	NM_010591	16476	Mm.275071	NM_010591	ENSMUSG00000052684	Jun	AP-1|Junc|c-jun	jun proto-oncogene	protein-coding
5486	chr1	125518803	125519433	+	0	NA	Intergenic	Intergenic	-41898	NM_028787	74150	Mm.28654	NM_028787	ENSMUSG00000026342	Slc35f5	1300003P13Rik|AI646727	solute carrier family 35, member F5	protein-coding
8782	chr9	122152384	122152884	+	0	NA	intron (NM_001164572, intron 2 of 5)	MTC|LTR|ERVL-MaLR	35368	NM_133741	20623	Mm.257989	NM_133741	ENSMUSG00000038145	Snrk	2010012F07Rik|AI448042|AW547029|E030034B15|R74830|mKIAA0096	SNF related kinase	protein-coding
8640	chr15	95467588	95468088	+	0	NA	intron (NM_001289653, intron 4 of 20)	intron (NM_001289653, intron 4 of 20)	60414	NM_001289653	54003	Mm.3959	NM_016743	ENSMUSG00000022454	Nell2	A330108N19Rik|R75516|mel91	NEL-like 2	protein-coding
7091	chr4	97590360	97590860	+	0	NA	intron (NM_001122952, intron 1 of 10)	intron (NM_001122952, intron 1 of 10)	-6019	NR_015513	319865	Mm.373807	NM_177023		E130114P18Rik	-	RIKEN cDNA E130114P18 gene	ncRNA
5107	chr3	100674734	100675362	+	0	NA	intron (NM_010763, intron 1 of 12)	intron (NM_010763, intron 1 of 12)	10425	NM_010763	17156	Mm.271617	NM_010763	ENSMUSG00000008763	Man1a2	AI428775|AI528764|AI854422|Man1b|PCR2	mannosidase, alpha, class 1A, member 2	protein-coding
7637	chr15	85909148	85909648	+	0	NA	intron (NM_009886, intron 24 of 34)	intron (NM_009886, intron 24 of 34)	30071	NM_028063	72026	Mm.158211	NM_028063	ENSMUSG00000022386	Trmu	1110005N20Rik|1600025P05Rik|AI314320|Trmt1	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	protein-coding
8192	chr2	19383603	19384103	+	0	NA	intron (NM_029619, intron 3 of 4)	intron (NM_029619, intron 3 of 4)	12217	NM_029619	76467	Mm.27166	NM_029619	ENSMUSG00000023094	Msrb2	2310050L06Rik|Mrsb|Msrb|Pilb	methionine sulfoxide reductase B2	protein-coding
8781	chr9	108155306	108155806	+	0	NA	intron (NM_007567, intron 1 of 11)	L1MB7|LINE|L1	34827	NM_007567	12217	Mm.20425	NM_007567	ENSMUSG00000032589	Bsn	-	bassoon	protein-coding
8422	chr15	64363393	64363893	+	0	NA	intron (NM_001276461, intron 1 of 28)	intron (NM_001276461, intron 1 of 28)	19276	NM_001276461	13196	Mm.277236	NM_010026	ENSMUSG00000022377	Asap1	AV239055|DEF-1|Ddef1|PAP|mKIAA1249|s19	ArfGAP with SH3 domain, ankyrin repeat and PH domain1	protein-coding
8601	chr10	62190410	62190910	+	0	NA	intron (NM_197996, intron 5 of 7)	intron (NM_197996, intron 5 of 7)	3567	NR_106122	102465767		NR_106122		Mir7662	mmu-mir-7662	microRNA mir-7662	ncRNA
7709	chr1	120032968	120033468	+	0	NA	intron (NM_001012322, intron 4 of 13)	intron (NM_001012322, intron 4 of 13)	26238	NM_001012322	319229	Mm.189223	NM_001012322	ENSMUSG00000026387	Sctr	6530402O03Rik	secretin receptor	protein-coding
6591	chr2	126602010	126602510	+	0	NA	intron (NM_008230, intron 7 of 11)	intron (NM_008230, intron 7 of 11)	16418	NM_008230	15186	Mm.18603	NM_008230	ENSMUSG00000027360	Hdc	AW108189|Hdc-a|Hdc-c|Hdc-e|Hdc-s	histidine decarboxylase	protein-coding
6701	chr9	45851656	45852156	+	0	NA	intron (NM_001145947, intron 1 of 7)	LTR31|LTR|ERV1	13377	NM_001145947	23821	Mm.24044	NM_011792	ENSMUSG00000032086	Bace1	C76936	beta-site APP cleaving enzyme 1	protein-coding
6953	chr11	121544708	121545208	+	0	NA	intron (NM_029878, intron 14 of 38)	intron (NM_029878, intron 14 of 38)	-25616	NM_178763	319530	Mm.11395	NM_178763	ENSMUSG00000039238	Zfp750	A030007D23Rik|Znf750	zinc finger protein 750	protein-coding
8185	chr1	165282254	165282754	+	0	NA	Intergenic	CpG	-13262	NM_001081126	240888	Mm.329929	NM_001081126		Gpr161	Gm208|Gm208Gpr|vl	G protein-coupled receptor 161	protein-coding
7081	chr3	108997830	108998330	+	0	NA	intron (NM_001163567, intron 2 of 10)	intron (NM_001163567, intron 2 of 10)	29527	NM_001163567	329739	Mm.69013	NM_001163567	ENSMUSG00000040339	Fam102b	1600010D10Rik|B430201A12Rik	family with sequence similarity 102, member B	protein-coding
4938	chr16	76219002	76219502	+	0	NA	Intergenic	Intergenic	96639	NR_040575	78215	Mm.243885	NR_040575		4930578N18Rik	-	RIKEN cDNA 4930578N18 gene	ncRNA
7466	chr8	81804751	81805251	+	0	NA	intron (NM_001024617, intron 7 of 24)	intron (NM_001024617, intron 7 of 24)	462439	NM_001024617	234515	Mm.324468	NM_001024617	ENSMUSG00000037940	Inpp4b	E130107I17Rik	inositol polyphosphate-4-phosphatase, type II	protein-coding
7483	chr8	128489632	128490132	+	0	NA	intron (NM_008737, intron 12 of 16)	B4|SINE|B4	130641	NR_035436	100316680		NR_035436	miRBase:MI0008317	Mir1903	Mirn1903|mmu-mir-1903	microRNA 1903	ncRNA
5655	chr17	87246876	87247376	+	0	NA	Intergenic	Intergenic	18821	NM_176808	193813	Mm.30251	NM_139295	ENSMUSG00000024150	Mcfd2	1810021C21Rik|F5f8d|Lman1ip|Sdnsf	multiple coagulation factor deficiency 2	protein-coding
5881	chr9	104339319	104339819	+	0	NA	Intergenic	Intergenic	-1847	NM_019807	56318	Mm.19941	NM_019807	ENSMUSG00000032561	Acpp	5'-NT|A030005E02Rik|FRAP|Lap|PAP|Ppal	acid phosphatase, prostate	protein-coding
5897	chr11	20192996	20193496	+	0	NA	Intergenic	Intergenic	-8356	NM_008996	19324	Mm.271944	NM_008996	ENSMUSG00000020149	Rab1	Gtbp|Rab-1|Rab1A|Ypt1|mKIAA3012	RAB1, member RAS oncogene family	protein-coding
6767	chr13	101739892	101740392	+	0	NA	intron (NM_001077495, intron 2 of 15)	intron (NM_001077495, intron 2 of 15)	28075	NM_001077495	18708	Mm.259333	NM_001024955	ENSMUSG00000041417	Pik3r1	PI3K|p50alpha|p55alpha|p85alpha	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)	protein-coding
7226	chr13	98807350	98807850	+	0	NA	intron (NM_172591, intron 1 of 25)	intron (NM_172591, intron 1 of 25)	7849	NM_172591	218503	Mm.23928	NM_172591	ENSMUSG00000041685	Fcho2	5832424M12Rik|AA387320	FCH domain only 2	protein-coding
6635	chr5	64801207	64801707	+	0	NA	Intergenic	Intergenic	-2066	NM_008453	16599	Mm.392759	NM_008453	ENSMUSG00000029178	Klf3	9930027G08Rik|AL024007|Bklf|Tef-2	Kruppel-like factor 3 (basic)	protein-coding
7754	chr4	34990903	34991403	+	0	NA	intron (NM_178061, intron 2 of 3)	intron (NM_178061, intron 2 of 3)	-79672	NR_040652	73696	Mm.1361	NR_040652	ENSMUSG00000085824	2410114N07Rik	-	RIKEN cDNA 2410114N07 gene	ncRNA
7788	chr6	17073827	17074327	+	0	NA	intron (NM_207176, intron 1 of 6)	intron (NM_207176, intron 1 of 6)	8928	NM_207176	21753	Mm.436548	NM_011570	ENSMUSG00000029552	Tes	D6Ertd352e|TESS|Tes1|Tes2|testin2	testis derived transcript	protein-coding
8108	chr12	28747059	28747559	+	0	NA	exon (NM_001161411, exon 2 of 7)	exon (NM_001161411, exon 2 of 7)	3085	NM_001161410	217449	Mm.132006	NM_178811	ENSMUSG00000020628	Trappc12	CGI-87|D930014A20Rik|Ttc15	trafficking protein particle complex 12	protein-coding
6187	chr3	14915769	14916269	+	0	NA	Intergenic	Intergenic	29593	NM_009801	12349	Mm.1186	NM_009801	ENSMUSG00000027562	Car2	AI131712|CAII|Ca2|Car-2|Ltw-5|Lvtw-5	carbonic anhydrase 2	protein-coding
5508	chr2	92199461	92199961	+	0	NA	intron (NM_001109691, intron 2 of 18)	intron (NM_001109691, intron 2 of 18)	7734	NR_035480	100316756		NR_035480	miRBase:MI0009950	Mir1955	mmu-mir-1955	microRNA 1955	ncRNA
8898	chrX	11239650	11240150	+	0	NA	Intergenic	MTEa|LTR|ERVL-MaLR	-59357	NM_001111037	100042922	Mm.374311	NM_001111037	ENSMUSG00000095208	Gm14483	OTTMUSG00000016789	predicted gene 14483	protein-coding
7900	chr13	112196303	112196803	+	0	NA	Intergenic	MIRb|SINE|MIR	-91898	NM_001168403	77318	Mm.159895	NM_029898	ENSMUSG00000049985	Ankrd55	C030011J08Rik	ankyrin repeat domain 55	protein-coding
6207	chr5	72349908	72350534	+	0	NA	intron (NM_016869, intron 10 of 21)	intron (NM_016869, intron 10 of 21)	146878	NM_153389	231287	Mm.32775	NM_153389	ENSMUSG00000046808	Atp10d	9830145H18Rik|ATPVD|D5Buc24e	ATPase, class V, type 10D	protein-coding
8168	chrX	75107990	75108490	+	0	NA	exon (NM_001030307, exon 14 of 15)	exon (NM_001030307, exon 14 of 15)	12386	NM_001030307	245474	Mm.291062	NM_001030307	ENSMUSG00000031403	Dkc1	BC068171	dyskeratosis congenita 1, dyskerin	protein-coding
6954	chr12	25011122	25011622	+	0	NA	intron (NM_001081378, intron 19 of 31)	ORR1D2|LTR|ERVL-MaLR	36440	NM_001081378	77480	Mm.250641	NM_001081378	ENSMUSG00000036333	Kidins220	3110039L19Rik|AI194387|AI316525|C330002I19Rik|mKIAA1250	kinase D-interacting substrate 220	protein-coding
7224	chr13	91468844	91469564	+	0	NA	intron (NM_024272, intron 1 of 16)	intron (NM_024272, intron 1 of 16)	8107	NM_024272	66970	Mm.343095	NM_024186	ENSMUSG00000003992	Ssbp2	1500004K09Rik|2310079I02Rik|9330163K02Rik|A830008M03Rik|AU067692|AW558684|Hspc116|SSDP2	single-stranded DNA binding protein 2	protein-coding
7434	chr7	38163183	38163683	+	0	NA	Intergenic	Intergenic	-19784	NM_001085385	72244	Mm.187554	NM_028166		1600014C10Rik	AI428873	RIKEN cDNA 1600014C10 gene	protein-coding
6971	chr13	101763269	101763769	+	0	NA	intron (NM_001077495, intron 1 of 15)	intron (NM_001077495, intron 1 of 15)	4698	NM_001077495	18708	Mm.259333	NM_001024955	ENSMUSG00000041417	Pik3r1	PI3K|p50alpha|p55alpha|p85alpha	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)	protein-coding
5277	chr7	139412582	139413288	+	0	NA	intron (NM_001127363, intron 1 of 15)	intron (NM_001127363, intron 1 of 15)	23826	NM_183144	212111	Mm.28308	NM_183144	ENSMUSG00000025477	Inpp5a	-	inositol polyphosphate-5-phosphatase A	protein-coding
8904	chrX	99582107	99582607	+	0	NA	Intergenic	Intergenic	-111622	NM_001083110	18744	Mm.8211	NM_008853	ENSMUSG00000034403	Pja1	praja-1	praja ring finger 1, E3 ubiquitin protein ligase	protein-coding
8902	chrX	77598710	77599210	+	0	NA	intron (NM_020601, intron 1 of 15)	intron (NM_020601, intron 1 of 15)	76492	NM_001101585	628893	Mm.477437	NM_001101585		Gm6927	EG628893	predicted pseudogene 6927	protein-coding
7181	chr10	6967358	6968110	+	0	NA	intron (NM_001033391, intron 2 of 7)	intron (NM_001033391, intron 2 of 7)	12731	NM_001170800	320495	Mm.331674	NM_001033391	ENSMUSG00000064065	Ipcef1	A130090K04Rik	interaction protein for cytohesin exchange factors 1	protein-coding
8566	chr7	73516931	73517431	+	0	NA	intron (NM_001081345, intron 3 of 38)	B1_Mur2|SINE|Alu	24565	NM_001081345	244059	Mm.34539	NM_001081345	ENSMUSG00000078671	Chd2	2810013C04Rik|2810040A01Rik|5630401D06Rik|AI851092|BC029703|CHD-2	chromodomain helicase DNA binding protein 2	protein-coding
8562	chr7	35176997	35177497	+	0	NA	Intergenic	Intergenic	-9138	NM_017394	53896	Mm.35567	NM_017394	ENSMUSG00000030495	Slc7a10	AL024237|Asc-1|D7Bwg0847e	solute carrier family 7 (cationic amino acid transporter, y+ system), member 10	protein-coding
6772	chr14	64268862	64269362	+	0	NA	intron (NM_001253715, intron 2 of 4)	L1MC2|LINE|L1	147844	NM_001253716	110265	Mm.26713	NM_026322	ENSMUSG00000054733	Msra	2310045J23Rik|6530413P12Rik|MSR-A	methionine sulfoxide reductase A	protein-coding
