PeakID (cmd=annotatePeaks.pl enhancers_only_10um_pcc.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
33480	chr13	96960161	96960799	+	0	NA	Intergenic	Intergenic	35791	NM_001166065	218476	Mm.483490	NM_001166065	ENSMUSG00000091387	Gcnt4	C2gnt3|Gm279|Gm73	glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase)	protein-coding
32675	chr10	22724864	22725364	+	0	NA	intron (NM_011603, intron 1 of 6)	intron (NM_011603, intron 1 of 6)	4318	NR_106123	102465768		NR_106123	miRBase:MI0025003	Mir7663	mmu-mir-7663	microRNA mir-7663	ncRNA
35480	chr10	61341703	61342203	+	0	NA	intron (NM_013753, intron 15 of 19)	intron (NM_013753, intron 15 of 19)	41570	NM_013753	27355	Mm.269699	NM_013753	ENSMUSG00000020092	Pald1	MMPAL|Pald|mKIAA1274	phosphatase domain containing, paladin 1	protein-coding
32855	chr10	17921657	17922157	+	0	NA	intron (NM_001033432, intron 1 of 3)	MIR|SINE|MIR	26160	NM_001033432	380629	Mm.276430	NM_001033432	ENSMUSG00000039879	Heca	Gm869|HDC|HDCL	headcase homolog (Drosophila)	protein-coding
30040	chr2	11615726	11616486	+	0	NA	Intergenic	Lx5c|LINE|L1	-12907	NM_152824	76938	Mm.182769	NM_152824	ENSMUSG00000037197	Rbm17	2700027J02Rik	RNA binding motif protein 17	protein-coding
34593	chr15	31333068	31333568	+	0	NA	intron (NM_027496, intron 1 of 3)	intron (NM_027496, intron 1 of 3)	34441	NM_026153	67434	Mm.102470	NM_026153	ENSMUSG00000022237	Ankrd33b	0610012A05Rik|3021401C12Rik|5730557B15Rik	ankyrin repeat domain 33B	protein-coding
34832	chr6	120155178	120155678	+	0	NA	intron (NM_016718, intron 1 of 3)	(TAGA)n|Simple_repeat|Simple_repeat	62048	NM_016718	29862	Mm.103668	NM_016718	ENSMUSG00000041377	Ninj2	-	ninjurin 2	protein-coding
31952	chr2	84712152	84712652	+	0	NA	intron (NM_144887, intron 1 of 11)	intron (NM_144887, intron 1 of 11)	2762	NM_144887	228136	Mm.288508	NM_144887	ENSMUSG00000034075	Zdhhc5	1110032A17Rik|AI451382|Zisp	zinc finger, DHHC domain containing 5	protein-coding
32764	chr2	19058960	19059460	+	0	NA	Intergenic	Intergenic	60891	NR_024323	74629	Mm.117687	NR_024323	ENSMUSG00000026736	4930426L09Rik	-	RIKEN cDNA 4930426L09 gene	ncRNA
35122	chr17	50534651	50535151	+	0	NA	intron (NM_013880, intron 1 of 5)	Lx7|LINE|L1	25354	NM_013880	224860	Mm.217362	NM_013880	ENSMUSG00000038910	Plcl2	PLC-L2|PRIP-2|Plce2|mKIAA1092	phospholipase C-like 2	protein-coding
34111	chr6	51633421	51633921	+	0	NA	Intergenic	LTR85b|LTR|Gypsy?	89148	NM_028035	71982	Mm.294166	NM_028035	ENSMUSG00000038301	Snx10	2410004M09Rik	sorting nexin 10	protein-coding
34649	chr19	29471305	29471805	+	0	NA	3' UTR (NM_021396, exon 6 of 6)	3' UTR (NM_021396, exon 6 of 6)	50432	NR_015567	77779	Mm.458738	NR_015567	ENSMUSG00000097855	A930007I19Rik	-	RIKEN cDNA A930007I19 gene	ncRNA
34581	chr14	56205687	56206187	+	0	NA	exon (NM_010374, exon 4 of 5)	exon (NM_010374, exon 4 of 5)	5470	NM_010374	14943	Mm.457976	NM_010374	ENSMUSG00000015441	Gzmf	CCP4|Ctla-7|Ctla7|MCSP-3	granzyme F	protein-coding
31598	chr16	32664543	32665043	+	0	NA	TTS (NR_033493)	TTS (NR_033493)	3404	NR_033493	675921	Mm.404316	NR_033493	ENSMUSG00000075265	Tnk2os	ENSMUSG00000075265|Gm10818	tyrosine kinase, non-receptor 2, opposite strand	ncRNA
33596	chr2	5187218	5187718	+	0	NA	intron (NM_028804, intron 2 of 2)	L1MCa|LINE|L1	49692	NM_028804	74186	Mm.274715	NM_028804	ENSMUSG00000026676	Ccdc3	2310045O21Rik	coiled-coil domain containing 3	protein-coding
35153	chr19	21773546	21774046	+	0	NA	Intergenic	Intergenic	-4544	NM_001033759	83921	Mm.329776	NM_031997	ENSMUSG00000024754	Tmem2	-	transmembrane protein 2	protein-coding
33546	chr18	35027101	35027601	+	0	NA	Intergenic	Intergenic	-73000	NM_010481	15526	Mm.209419	NM_010481	ENSMUSG00000024359	Hspa9	74kDa|Csa|Grp75|Hsc74|Hsp74|Hsp74a|Hspa9a|Mortalin|Mot-2|Mot2|Mthsp70|Pbp74	heat shock protein 9	protein-coding
34354	chr4	7015481	7015981	+	0	NA	Intergenic	Intergenic	-25008	NM_145711	252838	Mm.435828	NM_145711	ENSMUSG00000041272	Tox	1700007F02Rik	thymocyte selection-associated high mobility group box	protein-coding
32639	chr5	149433457	149433957	+	0	NA	Intergenic	MTEa|LTR|ERVL-MaLR	-5999	NM_029464	75860	Mm.159605	NM_029464	ENSMUSG00000029660	Tex26	4930588N13Rik	testis expressed 26	protein-coding
32654	chr7	98252406	98252906	+	0	NA	intron (NM_025408, intron 5 of 10)	intron (NM_025408, intron 5 of 10)	-53181	NM_001081167	272411	Mm.98333	NM_001081167	ENSMUSG00000074004	B3gnt6	BC039789|Core-3|Core3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 (core 3 synthase)	protein-coding
31867	chr9	63709838	63710338	+	0	NA	intron (NM_016769, intron 1 of 8)	intron (NM_016769, intron 1 of 8)	47906	NM_016769	17127	Mm.7320	NM_016769	ENSMUSG00000032402	Smad3	AU022421|Madh3	SMAD family member 3	protein-coding
32711	chr15	62287336	62288126	+	0	NA	Intergenic	Intergenic	-68280	NR_003523	67552	Mm.484027	NM_026230		H2afy3	4933432H23Rik	H2A histone family, member Y3	pseudo
34685	chr1	88210130	88210630	+	0	NA	intron (NM_013701, intron 1 of 4)	B4|SINE|B4	-1579	NM_201645	394436	Mm.300095	NM_201645		Ugt1a1	Gnt1|UDPGT 1-1|UGT1A01|Udpgt-1a|UgtBr1	UDP glucuronosyltransferase 1 family, polypeptide A1	protein-coding
33251	chr1	193214132	193214632	+	0	NA	Intergenic	ORR1E|LTR|ERVL-MaLR	-12836	NM_153137	215243	Mm.261259	NM_153137	ENSMUSG00000037318	Traf3ip3	6030423D04Rik|AI115021|T3jam	TRAF3 interacting protein 3	protein-coding
34645	chr19	10266179	10266679	+	0	NA	intron (NM_198114, intron 5 of 19)	intron (NM_198114, intron 5 of 19)	-25681	NM_001033481	225908	Mm.329716	NM_001033481	ENSMUSG00000036098	Myrf	6030439E18|Gm1804|Gm98|Mrf	myelin regulatory factor	protein-coding
34714	chr2	27673927	27674427	+	0	NA	Intergenic	Intergenic	-3024	NM_011305	20181	Mm.24624	NM_011305	ENSMUSG00000015846	Rxra	9530071D11Rik|Nr2b1|RXRalpha1	retinoid X receptor alpha	protein-coding
31650	chr4	102582717	102583217	+	0	NA	intron (NM_001177980, intron 1 of 9)	intron (NM_001177980, intron 1 of 9)	-4591	NM_001177982	18578	Mm.20181	NM_019840	ENSMUSG00000028525	Pde4b	Dpde4|R74983|dunce	phosphodiesterase 4B, cAMP specific	protein-coding
32327	chr12	107161497	107162161	+	0	NA	Intergenic	B3|SINE|B2	-445505	NR_015512	71033	Mm.159404	NR_015512	ENSMUSG00000085820	4933406K04Rik	4930426M03Rik|4930485I22Rik|4933427G14Rik	RIKEN cDNA 4933406K04 gene	ncRNA
32983	chr2	31090785	31091459	+	0	NA	intron (NM_001038700, intron 4 of 14)	intron (NM_001038700, intron 4 of 14)	5378	NM_001177650	14269	Mm.52297	NM_019406	ENSMUSG00000075415	Fnbp1	1110057E06Rik|2210010H06Rik|FBP1|Fbp17	formin binding protein 1	protein-coding
33871	chr12	32009566	32010066	+	0	NA	intron (NM_011158, intron 2 of 10)	intron (NM_011158, intron 2 of 10)	51463	NM_011158	19088	Mm.25594	NM_011158	ENSMUSG00000002997	Prkar2b	AI451071|AW061005|PKARIIbeta|Pkarb2|RII(beta)	protein kinase, cAMP dependent regulatory, type II beta	protein-coding
32597	chr19	47913550	47914190	+	0	NA	intron (NM_001001738, intron 1 of 1)	intron (NM_001001738, intron 1 of 1)	5429	NM_001001738	414801	Mm.29457	NM_001001738	ENSMUSG00000079254	Itprip	4833424O12Rik|DANGER|mKIAA1754	inositol 1,4,5-triphosphate receptor interacting protein	protein-coding
32628	chr4	95001187	95001811	+	0	NA	Intergenic	Intergenic	-22399	NM_177239	320713	Mm.208868	NM_177239	ENSMUSG00000062627	Mysm1	C130067A03Rik|C530050H10Rik	myb-like, SWIRM and MPN domains 1	protein-coding
33842	chr11	34733891	34734391	+	0	NA	intron (NM_033374, intron 2 of 51)	intron (NM_033374, intron 2 of 51)	49764	NM_033374	94176	Mm.380679	NM_033374	ENSMUSG00000020143	Dock2	AI662014|AW122239|CED-5|Hch|MBC	dedicator of cyto-kinesis 2	protein-coding
35100	chr16	38378424	38378924	+	0	NA	TTS (NM_001081984)	TTS (NM_001081984)	16464	NM_022318	64082	Mm.390856	NM_022318	ENSMUSG00000022803	Popdc2	AV006127|Pop2	popeye domain containing 2	protein-coding
31996	chr9	100703267	100703953	+	0	NA	intron (NM_009282, intron 1 of 33)	(TC)n|Simple_repeat|Simple_repeat	59987	NM_009282	20842	Mm.42135	NM_009282	ENSMUSG00000037286	Stag1	AU045003|SA-1|Scc3	stromal antigen 1	protein-coding
30403	chr9	61383407	61384071	+	0	NA	intron (NM_009389, intron 4 of 19)	intron (NM_009389, intron 4 of 19)	11373	NM_001083928	21887	Mm.24255	NM_009389	ENSMUSG00000032280	Tle3	2610103N05Rik|ESG|Grg3a|Grg3b|mKIAA1547	transducin-like enhancer of split 3, homolog of Drosophila E(spl)	protein-coding
33084	chr9	116116141	116116777	+	0	NA	intron (NM_029575, intron 3 of 6)	intron (NM_029575, intron 3 of 6)	58904	NM_009371	21813	Mm.172346	NM_009371	ENSMUSG00000032440	Tgfbr2	1110020H15Rik|AU042018|DNIIR|RIIDN|TBR-II|TbetaR-II|TbetaRII	transforming growth factor, beta receptor II	protein-coding
33771	chr8	84240102	84240602	+	0	NA	Intergenic	Intergenic	-3310	NM_172503	212168	Mm.117094	NM_172503	ENSMUSG00000035671	Zswim4	D330002I24|E130119J17Rik	zinc finger SWIM-type containing 4	protein-coding
35137	chr18	11974108	11974608	+	0	NA	Intergenic	(CA)n|Simple_repeat|Simple_repeat	-133920	NR_035447	100316686		NR_035447	miRBase:MI0008328	Mir1901	Mirn1901|mmu-mir-1901	microRNA 1901	ncRNA
34624	chr17	12778025	12778525	+	0	NA	intron (NR_027773, intron 1 of 2)	B1F1|SINE|Alu	-8569	NM_010515	16004	Mm.26553	NM_010515	ENSMUSG00000023830	Igf2r	AI661837|CD222|CI-MPR|M6P/IGF2R|Mpr300	insulin-like growth factor 2 receptor	protein-coding
34517	chr11	78159064	78159564	+	0	NA	3' UTR (NM_009423, exon 7 of 7)	3' UTR (NM_009423, exon 7 of 7)	6236	NM_009423	22032	Mm.390418	NM_009423		Traf4	A530032M13Rik|CART1|msp2	TNF receptor associated factor 4	protein-coding
31696	chr9	41075783	41076561	+	0	NA	intron (NM_176860, intron 1 of 13)	intron (NM_176860, intron 1 of 13)	-71544	NM_019465	54698	Mm.42791	NM_019465	ENSMUSG00000032021	Crtam	-	cytotoxic and regulatory T cell molecule	protein-coding
31900	chr13	49435351	49435851	+	0	NA	intron (NM_001276399, intron 5 of 12)	intron (NM_001276399, intron 5 of 12)	13987	NM_001276399	75678	Mm.390586	NM_199056	ENSMUSG00000021385	Ippk	1810043M15Rik|InsP6	inositol 1,3,4,5,6-pentakisphosphate 2-kinase	protein-coding
33662	chr4	63053296	63053796	+	0	NA	intron (NM_028326, intron 1 of 14)	intron (NM_028326, intron 1 of 14)	87972	NM_028326	72701	Mm.26479	NM_028326	ENSMUSG00000028358	Zfp618	2810031P15Rik|2810040O04Rik|AI415580|AI505139|D430033D05Rik|Nedd10|Znf618|bM257P7.1	zinc finger protein 618	protein-coding
32696	chr13	21185539	21186255	+	0	NA	intron (NM_009054, intron 3 of 7)	intron (NM_009054, intron 3 of 7)	5966	NM_009054	19720	Mm.314056	NM_009054	ENSMUSG00000021326	Trim27	AW538890|Gm19403|Rfp	tripartite motif-containing 27	protein-coding
34735	chr2	167293777	167294277	+	0	NA	Intergenic	Intergenic	-53490	NM_008968	19223	Mm.2339	NM_008968	ENSMUSG00000017969	Ptgis	Cyp8|Cyp8a1|Pgis	prostaglandin I2 (prostacyclin) synthase	protein-coding
35525	chr16	10516042	10516542	+	0	NA	intron (NM_007575, intron 12 of 18)	intron (NM_007575, intron 12 of 18)	26511	NM_001243761	12265	Mm.249560	NM_007575	ENSMUSG00000022504	Ciita	C2ta|EG669998|Gm9475	class II transactivator	protein-coding
33970	chr17	52130993	52131493	+	0	NA	Intergenic	MER44B|DNA|TcMar-Tigger	248516	NR_045095	100504169	Mm.417731	NR_045095		Gm20098	-	predicted gene, 20098	ncRNA
32885	chr13	34154137	34154637	+	0	NA	Intergenic	Intergenic	-8577	NM_001110515	69666	Mm.24788	NM_001101430	ENSMUSG00000071451	Psmg4	PAC-4|mPAC4	proteasome (prosome, macropain) assembly chaperone 4	protein-coding
34823	chr6	33769366	33769866	+	0	NA	intron (NM_009148, intron 11 of 17)	intron (NM_009148, intron 11 of 17)	-259832	NM_028886	74354	Mm.127952	NM_028886	ENSMUSG00000056215	Lrguk	4921528H16Rik	leucine-rich repeats and guanylate kinase domain containing	protein-coding
33497	chr14	79296120	79296620	+	0	NA	intron (NM_025427, intron 2 of 4)	intron (NM_025427, intron 2 of 4)	5265	NM_025427	66214	Mm.29811	NM_025427	ENSMUSG00000022018	Rgcc	1190002H23Rik|Rgc-32|Rgc32	regulator of cell cycle	protein-coding
35032	chr13	54222632	54223132	+	0	NA	TTS (NM_001010973)	TTS (NM_001010973)	30753	NM_001010973	15466	Mm.57243	NM_008286	ENSMUSG00000034987	Hrh2	-	histamine receptor H2	protein-coding
34901	chr9	46063002	46063502	+	0	NA	intron (NM_027498, intron 1 of 24)	PB1D7|SINE|Alu	50432	NM_027498	70661	Mm.219459	NM_027498	ENSMUSG00000034135	Sik3	5730525O22Rik|9030204A07Rik|AI447252|AI846254|AI849445|Qsk|SIK-3|mKIAA0999	SIK family kinase 3	protein-coding
35319	chr12	12267531	12268031	+	0	NA	intron (NM_001146119, intron 1 of 11)	intron (NM_001146119, intron 1 of 11)	5642	NM_029758	76820	Mm.440802	NM_029758	ENSMUSG00000020589	Fam49a	2410157M17Rik|9630047E15|D12Ertd553e	family with sequence similarity 49, member A	protein-coding
32563	chr16	19969673	19970297	+	0	NA	intron (NM_183390, intron 1 of 6)	(TTTCC)n|Simple_repeat|Simple_repeat	13064	NM_183390	239743	Mm.86699	NM_183390	ENSMUSG00000043008	Klhl6	-	kelch-like 6	protein-coding
31898	chr13	30637991	30638491	+	0	NA	Intergenic	L1MB4|LINE|L1	-21818	NM_001037955	105352	Mm.289646	NM_134068	ENSMUSG00000069255	Dusp22	JKAP|JSP1|LMW-DSP2|MKPX	dual specificity phosphatase 22	protein-coding
33898	chr14	27085814	27086314	+	0	NA	intron (NM_134437, intron 3 of 12)	intron (NM_134437, intron 3 of 12)	47063	NM_134437	171463	Mm.206726	NM_027265	ENSMUSG00000040717	Il17rd	2810004A10Rik|AI428510|Sef|Sef-S	interleukin 17 receptor D	protein-coding
32006	chr10	82894611	82895257	+	0	NA	intron (NM_001042513, intron 14 of 14)	PB1D7|SINE|Alu	28308	NM_025499	66341	Mm.443284	NM_025499		Eid3	1700027M21Rik|NS4EB	EP300 interacting inhibitor of differentiation 3	protein-coding
32730	chr17	51760881	51761511	+	0	NA	intron (NM_001163631, intron 9 of 10)	intron (NM_001163631, intron 9 of 10)	50858	NM_001163630	20230	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding
35189	chr1	153035825	153036325	+	0	NA	intron (NM_175460, intron 1 of 10)	intron (NM_175460, intron 1 of 10)	80974	NM_175460	226518	Mm.40548	NM_175460	ENSMUSG00000042751	Nmnat2	AI843915|D030041I09Rik|PNAT1|PNAT2	nicotinamide nucleotide adenylyltransferase 2	protein-coding
31797	chr1	180346055	180346685	+	0	NA	intron (NM_001081175, intron 2 of 7)	B1_Mus1|SINE|Alu	-15821	NR_003623	277333	Mm.389223	NM_199472		Gm5069	EG277333	glyceraldehyde-3-phosphate dehydrogenase pseudogene	pseudo
34386	chr5	89149891	89150391	+	0	NA	intron (NM_018760, intron 13 of 25)	intron (NM_018760, intron 13 of 25)	262881	NM_001136260	54403	Mm.41044	NM_018760	ENSMUSG00000060961	Slc4a4	AI835705|NBC|NBC1	solute carrier family 4 (anion exchanger), member 4	protein-coding
32611	chr1	131190333	131190833	+	0	NA	intron (NM_018750, intron 2 of 5)	B1_Mus2|SINE|Alu	37376	NM_001136070	16865	Mm.276294	NM_010709	ENSMUSG00000026427	Eif2d	D1Ertd5e|Lgtn	eukaryotic translation initiation factor 2D	protein-coding
34171	chr9	88477301	88477801	+	0	NA	intron (NM_001284328, intron 4 of 11)	MT2B|LTR|ERVL	4846	NM_001284328	56403	Mm.260545	NM_019666	ENSMUSG00000032423	Syncrip	2610109K23Rik|4632417O19Rik|GRY-RBP|Nsap1|Nsap1l|pp68	synaptotagmin binding, cytoplasmic RNA interacting protein	protein-coding
34488	chr10	78385833	78386333	+	0	NA	Intergenic	ORR1A2|LTR|ERVL-MaLR	22462	NR_105872	102465547		NR_105872		Mir6907	mmu-mir-6907	microRNA mir-6907	ncRNA
34375	chr4	155166256	155166756	+	0	NA	intron (NM_011385, intron 1 of 6)	intron (NM_011385, intron 1 of 6)	56029	NM_011385	20481	Mm.28520	NM_011385	ENSMUSG00000029050	Ski	2310012I02Rik|2610001A11Rik|AA062172|AA589460|BC004088	ski sarcoma viral oncogene homolog (avian)	protein-coding
32304	chr10	80914174	80914674	+	0	NA	intron (NM_010722, intron 1 of 11)	intron (NM_010722, intron 1 of 11)	3821	NM_010722	16907	Mm.7362	NM_010722	ENSMUSG00000062075	Lmnb2	-	lamin B2	protein-coding
30833	chr13	89401433	89401933	+	0	NA	Intergenic	Intergenic	-138953	NM_013500	12950	Mm.266790	NM_013500	ENSMUSG00000021613	Hapln1	BB099155|CLP|Crtl1|Crtl1l|LP|LP-1	hyaluronan and proteoglycan link protein 1	protein-coding
33135	chr12	33017080	33017580	+	0	NA	Intergenic	Intergenic	63144	NM_198710	19027	Mm.246304	NM_013635	ENSMUSG00000020570	Sypl	AI314763|AI604763|D12Ertd446e|PanI|Pphn|Sypl1	synaptophysin-like protein	protein-coding
34796	chr4	152345361	152345861	+	0	NA	intron (NM_001081376, intron 1 of 41)	intron (NM_001081376, intron 1 of 41)	6960	NM_001081376	269610	Mm.40192	NM_029216	ENSMUSG00000005045	Chd5	4930532L22Rik|AW060752|B230399N07Rik|CHD-5	chromodomain helicase DNA binding protein 5	protein-coding
31641	chr3	107093768	107094268	+	0	NA	Intergenic	Intergenic	-7549	NM_008417	16490	Mm.39285	NM_008417		Kcna2	Akr6a4|ENSMUSG00000074335|Gm10672|Kca1-2|Kv1.2|Mk-2	potassium voltage-gated channel, shaker-related subfamily, member 2	protein-coding
33260	chr2	33314099	33314733	+	0	NA	intron (NM_001290570, intron 3 of 16)	intron (NM_001290570, intron 3 of 16)	57078	NM_001290572	241308	Mm.274249	NM_175211	ENSMUSG00000038831	Ralgps1	5830418G11Rik|AI853783|AI854138|RALGEF2|RALGPS1A|RalGEF 2|mKIAA0351	Ral GEF with PH domain and SH3 binding motif 1	protein-coding
33789	chr9	22672813	22673313	+	0	NA	intron (NM_178415, intron 18 of 22)	RSINE1|SINE|B4	197348	NM_181316	319845	Mm.176725	NM_178415	ENSMUSG00000035919	Bbs9	E130103I17Rik	Bardet-Biedl syndrome 9 (human)	protein-coding
32626	chr3	79173759	79174259	+	0	NA	Intergenic	B1_Mus2|SINE|Alu	-28134	NM_001099624	76089	Mm.31220	NM_001099624	ENSMUSG00000062232	Rapgef2	5830453M24Rik|CNRasGEF|Pdzgef1|RA-GEF-1|mKIAA0313|nRapGEP	Rap guanine nucleotide exchange factor (GEF) 2	protein-coding
34620	chr16	93733235	93733735	+	0	NA	intron (NM_027293, intron 2 of 36)	intron (NM_027293, intron 2 of 36)	21578	NM_027293	70028	Mm.23230	NM_026700	ENSMUSG00000022946	Dopey2	0610038M01Rik|2610510B01Rik|AI503246|C21orf5|mKIAA0933	dopey family member 2	protein-coding
33337	chr5	117101708	117102208	+	0	NA	intron (NM_001122666, intron 6 of 12)	intron (NM_001122666, intron 6 of 12)	14035	NM_001122666	71954	Mm.34456	NM_178622	ENSMUSG00000066900	Suds3	2400003N08Rik|2410008L21Rik|AU067672|mSds3	suppressor of defective silencing 3 homolog (S. cerevisiae)	protein-coding
33458	chr12	51824684	51825184	+	0	NA	intron (NM_144788, intron 2 of 42)	intron (NM_144788, intron 2 of 42)	4602	NM_144788	207304	Mm.249391	NM_144788	ENSMUSG00000035247	Hectd1	A630086P08Rik|AI844876|b2b327Clo|opm	HECT domain containing 1	protein-coding
33880	chr12	117959242	117959742	+	0	NA	intron (NM_010060, intron 63 of 81)	intron (NM_010060, intron 63 of 81)	115631	NM_146040	217946	Mm.281149	NM_146040	ENSMUSG00000021175	Cdca7l	BC006933|JPO2	cell division cycle associated 7 like	protein-coding
35422	chr2	60861156	60861656	+	0	NA	intron (NM_020296, intron 1 of 13)	RMER15-int|LTR|ERVL	20032	NM_001141932	56878	Mm.259667	NM_020296	ENSMUSG00000026970	Rbms1	2600014B10Rik|AI255215|MSSP-1|MSSP-2|MSSP-3|YC1	RNA binding motif, single stranded interacting protein 1	protein-coding
30201	chr9	101060973	101061725	+	0	NA	Intergenic	Intergenic	-13413	NM_001100451	77853	Mm.326206	NM_001100451		Msl2	E130103E02Rik|Msl2l1|Rnf184	male-specific lethal 2 homolog (Drosophila)	protein-coding
32781	chr2	157071866	157072366	+	0	NA	intron (NM_001164663, intron 1 of 14)	intron (NM_001164663, intron 1 of 14)	7149	NM_001164663	320706	Mm.79466	NM_001164663		Soga1	9830001H06Rik|AI426038|D430036N24Rik|Soga	suppressor of glucose, autophagy associated 1	protein-coding
34394	chr5	124828414	124828914	+	0	NA	intron (NM_019536, intron 71 of 78)	intron (NM_019536, intron 71 of 78)	33557	NM_144819	215707	Mm.389693	NM_144819	ENSMUSG00000037979	Ccdc92	AW050178|D5Bwg0834e	coiled-coil domain containing 92	protein-coding
34972	chr11	88516643	88517143	+	0	NA	intron (NM_054043, intron 6 of 13)	intron (NM_054043, intron 6 of 13)	164120	NR_039545	100628571		NR_039545	miRBase:MI0016973	Mir378b	mmu-mir-378b	microRNA 378b	ncRNA
33229	chr1	15882751	15883251	+	0	NA	intron (NM_001033288, intron 2 of 4)	intron (NM_001033288, intron 2 of 4)	9721	NM_001033288	226866	Mm.131665	NM_001033288	ENSMUSG00000032719	Sbspon	Gm106|Rpesp	somatomedin B and thrombospondin, type 1 domain containing	protein-coding
34580	chr14	54960879	54961379	+	0	NA	intron (NM_010856, intron 11 of 38)	intron (NM_010856, intron 11 of 38)	5478	NM_010856	17888	Mm.290003	NM_010856	ENSMUSG00000040752	Myh6	A830009F23Rik|AA517445|Myhc-a|Myhca|alpha-MHC	myosin, heavy polypeptide 6, cardiac muscle, alpha	protein-coding
33000	chr3	107047743	107048243	+	0	NA	intron (NR_033498, intron 1 of 1)	intron (NR_033498, intron 1 of 1)	8489	NR_033498	229694	Mm.347584	NM_173787	ENSMUSG00000056145	AI504432	A230102G19	expressed sequence AI504432	ncRNA
35178	chrX	142959291	142959791	+	0	NA	intron (NM_019496, intron 1 of 5)	intron (NM_019496, intron 1 of 5)	7187	NM_019496	56068	Mm.143724	NM_019496		Ammecr1	6230420G18Rik	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1	protein-coding
35474	chr8	117344961	117345461	+	0	NA	intron (NM_001163262, intron 1 of 20)	intron (NM_001163262, intron 1 of 20)	-3959	NM_028941	74440	Mm.233181	NM_028941	ENSMUSG00000034390	Cmip	4933407C03Rik|5830471E12Rik|AI314065|AI464126	c-Maf inducing protein	protein-coding
34259	chr17	86283426	86284068	+	0	NA	intron (NM_011104, intron 1 of 14)	intron (NM_011104, intron 1 of 14)	3431	NR_045435	72104	Mm.443401	NR_045435		2010106C02Rik	-	RIKEN cDNA 2010106C02 gene	ncRNA
31300	chr6	99418406	99419046	+	0	NA	intron (NM_053202, intron 1 of 18)	intron (NM_053202, intron 1 of 18)	16619	NM_053202	108655	Mm.234965	NM_053202	ENSMUSG00000030067	Foxp1	3110052D19Rik|4932443N09Rik|AI461938|AW494214	forkhead box P1	protein-coding
32620	chr2	128473805	128474305	+	0	NA	Intergenic	Intergenic	-44704	NR_028589	100043424	Mm.297222	NR_028589		Gm14005	OTTMUSG00000015351	predicted gene 14005	ncRNA
33256	chr2	27199995	27200495	+	0	NA	intron (NM_138665, intron 17 of 20)	RSINE1|SINE|B4	34738	NM_138942	13166	Mm.167781	NM_138942	ENSMUSG00000000889	Dbh	-	dopamine beta hydroxylase	protein-coding
