PeakID (cmd=annotatePeaks.pl enhancers_only_0_1um_pcc.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
24320	chr1	43768106	43768606	+	0	NA	intron (NM_026430, intron 9 of 14)	MER44A|DNA|TcMar-Tigger	37754	NM_024283	78896	Mm.50109	NM_024283	ENSMUSG00000026051	1500015O10Rik	Ecrg4	RIKEN cDNA 1500015O10 gene	protein-coding
24168	chr2	90565779	90566531	+	0	NA	intron (NM_008982, intron 1 of 23)	intron (NM_008982, intron 1 of 23)	14492	NM_008982	19271	Mm.330393	NM_008982	ENSMUSG00000025314	Ptprj	AI450271|BET|Byp|CD148|DEP-1|PTPbeta2|Ptpb2|RPTPJ|Scc-1|Scc1	protein tyrosine phosphatase, receptor type, J	protein-coding
26177	chr5	105623292	105623792	+	0	NA	Intergenic	MIRb|SINE|MIR	-76427	NM_001122768	231549	Mm.23837	NM_178701	ENSMUSG00000046079	Lrrc8d	2810473G09Rik|4930525N13Rik|A930019F03|Lrrc5	leucine rich repeat containing 8D	protein-coding
25539	chr13	74845632	74846132	+	0	NA	Intergenic	RMER2|LTR|ERV1	-37122	NM_001301153	12380	Mm.29163	NM_009817	ENSMUSG00000021585	Cast	-	calpastatin	protein-coding
25520	chr11	100555506	100556006	+	0	NA	intron (NM_028918, intron 7 of 11)	ORR1E|LTR|ERVL-MaLR	10124	NM_028918	74407	Mm.31590	NM_028918	ENSMUSG00000006784	Ttc25	4933404O19Rik	tetratricopeptide repeat domain 25	protein-coding
28757	chr6	97013980	97014480	+	0	NA	intron (NM_177233, intron 3 of 5)	intron (NM_177233, intron 3 of 5)	46181	NM_177233	320701	Mm.131700	NM_177233	ENSMUSG00000046500	Fam19a4	C130034I18Rik|Fam19a4 Tafa-4|Tafa-4	family with sequence similarity 19, member A4	protein-coding
26020	chr6	119630158	119630658	+	0	NA	intron (NR_104484, intron 17 of 20)	intron (NR_104484, intron 17 of 20)	-86061	NM_009525	22419	Mm.321818	NM_009525	ENSMUSG00000030170	Wnt5b	AW545702|Wnt-5b	wingless-type MMTV integration site family, member 5B	protein-coding
26517	chr12	83555455	83555955	+	0	NA	exon (NM_183154, exon 6 of 12)	exon (NM_183154, exon 6 of 12)	29656	NM_001165256	73828	Mm.38238	NM_030246	ENSMUSG00000021222	Dcaf4	1110018E21Rik|Wdr21	DDB1 and CUL4 associated factor 4	protein-coding
28525	chr6	39289659	39290159	+	0	NA	Intergenic	MLT1J|LTR|ERVL-MaLR	-83136	NM_001033430	338523	Mm.293175	NM_001033430	ENSMUSG00000042599	Kdm7a	A630082K20Rik|BB041802|ENSMUSG00000073143|Jhdm1d|mKIAA1718	lysine (K)-specific demethylase 7A	protein-coding
25325	chr7	114355926	114356426	+	0	NA	intron (NR_029438, intron 3 of 4)	intron (NR_029438, intron 3 of 4)	58985	NR_029438	71045	Mm.235682	NR_029437	ENSMUSG00000087475	4933406I18Rik	4933403D24Rik	RIKEN cDNA 4933406I18 gene	ncRNA
25546	chr15	58165241	58165741	+	0	NA	Intergenic	MTD|LTR|ERVL-MaLR	24055	NM_029734	76773	Mm.26771	NM_029734	ENSMUSG00000022359	Wdyhv1	2410187C16Rik|AU014961|AW550036|Ntaq1	WDYHV motif containing 1	protein-coding
27283	chr11	94687258	94687758	+	0	NA	Intergenic	Intergenic	-10015	NM_145828	217119	Mm.100638	NM_145828	ENSMUSG00000020868	Xylt2	E030002B02Rik|XT-II|XT2|xylT-II	xylosyltransferase II	protein-coding
27117	chr3	9666312	9666812	+	0	NA	Intergenic	Intergenic	-56477	NM_133218	170753	Mm.212908	NM_133218	ENSMUSG00000040209	Zfp704	C030026M03|C030034L19Rik|Gig1|Znf704	zinc finger protein 704	protein-coding
25649	chr7	78794551	78795051	+	0	NA	Intergenic	Intergenic	11670	NM_026498	67994	Mm.297033	NM_026498	ENSMUSG00000030611	Mrps11	0710005I03Rik|C79873	mitochondrial ribosomal protein S11	protein-coding
28652	chr18	39800354	39800854	+	0	NA	Intergenic	Intergenic	27107	NM_011033	18459	Mm.9493	NM_011033	ENSMUSG00000051732	Pabpc2	Pabp|Pabp+|Pabp2	poly(A) binding protein, cytoplasmic 2	protein-coding
25383	chr16	64824135	64824635	+	0	NA	Intergenic	Intergenic	-27700	NM_178647	106143	Mm.10160	NM_178647	ENSMUSG00000054604	Cggbp1	AA960172|AL023996|AW045841	CGG triplet repeat binding protein 1	protein-coding
27405	chr1	106061413	106061913	+	0	NA	Intergenic	Intergenic	71257	NM_001122676	227449	Mm.210188	NM_001122675	ENSMUSG00000038866	Zcchc2	9930114B20Rik|AW212015	zinc finger, CCHC domain containing 2	protein-coding
27918	chr7	80940375	80940875	+	0	NA	intron (NM_019951, intron 1 of 5)	ORR1B1|LTR|ERVL-MaLR	6925	NM_019951	56529	Mm.43760	NM_019951	ENSMUSG00000025724	Sec11a	1810012E07Rik|18kDa|Sec11l1|Sid2895p|Spc18|sid2895	SEC11 homolog A (S. cerevisiae)	protein-coding
26088	chr14	27227088	27227588	+	0	NA	intron (NM_001289686, intron 3 of 12)	intron (NM_001289686, intron 3 of 12)	-10672	NM_027871	71704	Mm.248606	NM_027871	ENSMUSG00000021895	Arhgef3	1200004I24Rik|9830169H03Rik|C76747|Xpln	Rho guanine nucleotide exchange factor (GEF) 3	protein-coding
26856	chr4	122878978	122879478	+	0	NA	intron (NM_007598, intron 1 of 12)	intron (NM_007598, intron 1 of 12)	6829	NM_001301067	12331	Mm.8687	NM_007598	ENSMUSG00000028656	Cap1	-	CAP, adenylate cyclase-associated protein 1 (yeast)	protein-coding
25080	chr8	79160678	79161178	+	0	NA	intron (NM_001294279, intron 8 of 14)	intron (NM_001294279, intron 8 of 14)	87655	NM_026315	67687	Mm.178707	NM_026315	ENSMUSG00000031682	1700011L22Rik	-	RIKEN cDNA 1700011L22 gene	protein-coding
27227	chr8	128320237	128320737	+	0	NA	Intergenic	Intergenic	-38586	NM_008737	18186	Mm.271745	NM_008737	ENSMUSG00000025810	Nrp1	C530029I03|NP-1|NPN-1|Npn1|Nrp	neuropilin 1	protein-coding
26736	chr12	98250022	98250522	+	0	NA	intron (NM_008079, intron 5 of 16)	Lx9|LINE|L1	9065	NM_008079	14420	Mm.5120	NM_008079	ENSMUSG00000021003	Galc	2310068B06Rik|A930008M05Rik|AW212969|AW413532|Gacy|twi|twitcher	galactosylceramidase	protein-coding
27309	chr13	55430765	55431265	+	0	NA	Intergenic	RMER4B|LTR|ERVK	-4213	NM_021489	58992	Mm.42224	NM_021489	ENSMUSG00000021492	F12	FXII|HAF	coagulation factor XII (Hageman factor)	protein-coding
24493	chr1	189608290	189608790	+	0	NA	Intergenic	Intergenic	79546	NM_001081363	108000	Mm.129746	NM_001081363	ENSMUSG00000026605	Cenpf	6530404A22Rik|AI325968|CENF|Lek1|PRO1779|mitosin	centromere protein F	protein-coding
26345	chr1	193349650	193350150	+	0	NA	intron (NM_144817, intron 9 of 12)	intron (NM_144817, intron 9 of 12)	20382	NM_144817	215303	Mm.40329	NM_144817	ENSMUSG00000016179	Camk1g	CLICK-III|CaMKIgamma	calcium/calmodulin-dependent protein kinase I gamma	protein-coding
25307	chr5	112971774	112972274	+	0	NA	intron (NM_001285806, intron 3 of 20)	BGLII_B2|LTR|ERVK	43514	NM_001285806	320129	Mm.285619	NM_177078	ENSMUSG00000042249	Adrbk2	4833444A01Rik|AI851927|AW551196|Adrbk-2|Bark-2|GRK3	adrenergic receptor kinase, beta 2	protein-coding
27651	chr11	46507240	46507740	+	0	NA	intron (NR_105955, intron 2 of 4)	intron (NR_105955, intron 2 of 4)	-16761	NM_001163357	210535	Mm.173153	NM_001163357	ENSMUSG00000078924	Gm12169	OTTMUSG00000005497	predicted gene 12169	protein-coding
26840	chr3	116892749	116893249	+	0	NA	intron (NM_001113478, intron 9 of 16)	MTD|LTR|ERVL-MaLR	31319	NM_009146	20321	Mm.66293	NM_009146	ENSMUSG00000033386	Frrs1	AI131732|Sdfr2	ferric-chelate reductase 1	protein-coding
28718	chr4	89162259	89162759	+	0	NA	intron (NM_024433, intron 4 of 7)	intron (NM_024433, intron 4 of 7)	25139	NM_024433	66902	Mm.28500	NM_024433	ENSMUSG00000062937	Mtap	1300019I21Rik|MSAP	methylthioadenosine phosphorylase	protein-coding
28203	chr6	51549067	51549567	+	0	NA	intron (NM_028035, intron 1 of 6)	intron (NM_028035, intron 1 of 6)	4794	NM_001127348	71982	Mm.294166	NM_028035	ENSMUSG00000038301	Snx10	2410004M09Rik	sorting nexin 10	protein-coding
25195	chr6	97459608	97460378	+	0	NA	intron (NM_145148, intron 2 of 23)	intron (NM_145148, intron 2 of 23)	157664	NM_145148	232288	Mm.27789	NM_145148	ENSMUSG00000030064	Frmd4b	6030440G05Rik|C87375|GOBLIN|GRSP1|R74720|mKIAA1013	FERM domain containing 4B	protein-coding
28811	chr10	60225437	60225937	+	0	NA	Intergenic	(GA)n|Simple_repeat|Simple_repeat	-6427	NM_016803	53374	Mm.12866	NM_016803	ENSMUSG00000057337	Chst3	C6ST|C6ST-1|GST-0	carbohydrate (chondroitin 6/keratan) sulfotransferase 3	protein-coding
27075	chr1	120306077	120306577	+	0	NA	Intergenic	RLTR40|LTR|ERVK	-34255	NM_207233	226359	Mm.337409	NM_207233	ENSMUSG00000036907	C1ql2	BC040774|CTRP10	complement component 1, q subcomponent-like 2	protein-coding
26601	chrX	142928600	142929300	+	0	NA	intron (NM_019496, intron 1 of 5)	intron (NM_019496, intron 1 of 5)	37778	NM_019496	56068	Mm.143724	NM_019496		Ammecr1	6230420G18Rik	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1	protein-coding
26908	chr8	70034807	70035307	+	0	NA	intron (NM_028993, intron 1 of 18)	intron (NM_028993, intron 1 of 18)	7677	NM_028993	74549	Mm.269061	NM_028993	ENSMUSG00000031858	Mau2	9130404D08Rik|A930019L04Rik|C77863|C79014|Mau-2|mKIAA0892	MAU2 chromatid cohesion factor homolog (C. elegans)	protein-coding
27617	chr9	92374644	92375144	+	0	NA	Intergenic	C-rich|Low_complexity|Low_complexity	65517	NM_001033184	78459	Mm.179195	NM_001033184	ENSMUSG00000074139	1700057G04Rik	-	RIKEN cDNA 1700057G04 gene	protein-coding
25411	chr1	106562175	106562675	+	0	NA	intron (NM_009741, intron 1 of 1)	intron (NM_009741, intron 1 of 1)	151865	NM_009741	12043	Mm.257460	NM_009741	ENSMUSG00000057329	Bcl2	AW986256|Bcl-2|C430015F12Rik|D630044D05Rik|D830018M01Rik	B cell leukemia/lymphoma 2	protein-coding
28653	chr18	62037958	62038458	+	0	NA	Intergenic	ORR1F|LTR|ERVL-MaLR	85133	NM_172628	225608	Mm.262320	NM_172628	ENSMUSG00000045629	Sh3tc2	D430044G18Rik	SH3 domain and tetratricopeptide repeats 2	protein-coding
27324	chr14	32167463	32167963	+	0	NA	intron (NM_019744, intron 1 of 9)	intron (NM_019744, intron 1 of 9)	1924	NM_019744	27057	Mm.371598	NM_019744	ENSMUSG00000056234	Ncoa4	ARA70|Rfg	nuclear receptor coactivator 4	protein-coding
28758	chr6	114746127	114746627	+	0	NA	intron (NM_001253717, intron 18 of 19)	intron (NM_001253717, intron 18 of 19)	103280	NM_001253717	74244	Mm.275332	NM_028835	ENSMUSG00000030314	Atg7	1810013K23Rik|Agp7|Apg7l|Atg7l|Gm21553	autophagy related 7	protein-coding
26030	chr8	70679687	70680469	+	0	NA	Intergenic	Intergenic	6847	NM_015816	50783	Mm.248188	NM_015816	ENSMUSG00000031848	Lsm4	-	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)	protein-coding
28727	chr4	137325095	137325595	+	0	NA	intron (NM_001243769, intron 5 of 5)	MTE2b|LTR|ERVL-MaLR	32414	NM_001243769	12540	Mm.1022	NM_009861	ENSMUSG00000006699	Cdc42	AI747189|AU018915	cell division cycle 42	protein-coding
28055	chr18	60628315	60628977	+	0	NA	Intergenic	Intergenic	-4341	NM_177340	104027	Mm.252321	NM_177340	ENSMUSG00000043079	Synpo	9030217H17Rik|9130229N11|9330140I15Rik|AW046661	synaptopodin	protein-coding
27666	chr11	100804888	100805388	+	0	NA	intron (NM_001113563, intron 2 of 18)	intron (NM_001113563, intron 2 of 18)	17432	NM_011489	20851	Mm.34064	NM_011489	ENSMUSG00000020919	Stat5b	-	signal transducer and activator of transcription 5B	protein-coding
27277	chr11	60027262	60027762	+	0	NA	intron (NM_001290014, intron 2 of 4)	intron (NM_001290014, intron 2 of 4)	9493	NM_008819	18618	Mm.2731	NM_008819	ENSMUSG00000000301	Pemt	PEAMT|PEMT2|Pempt|Pempt2	phosphatidylethanolamine N-methyltransferase	protein-coding
26678	chr7	16838797	16839297	+	0	NA	intron (NM_001039878, intron 16 of 17)	intron (NM_001039878, intron 16 of 17)	-3855	NM_001252458	101540	Mm.1881	NM_178900	ENSMUSG00000041187	Prkd2	AI325941|PKD2	protein kinase D2	protein-coding
28493	chr3	95989840	95990340	+	0	NA	intron (NM_023320, intron 5 of 5)	B3|SINE|B2	4580	NR_045872	668224	Mm.357766	NR_045872		Gm9054	EG668224	predicted gene 9054	ncRNA
28086	chr1	71974326	71974826	+	0	NA	intron (NR_040454, intron 1 of 2)	Lx8|LINE|L1	30619	NR_040454	71134	Mm.370574	NR_040454		4933417E11Rik	-	RIKEN cDNA 4933417E11 gene	ncRNA
24734	chr5	67230446	67231076	+	0	NA	Intergenic	CpG	-29804	NM_028975	67878	Mm.23217	NM_028975	ENSMUSG00000037720	Tmem33	1110006G02Rik|1600019D15Rik|2410089A21Rik|2700052H22Rik|5430406L04Rik|AA388285|AI314185|AI426615|db83	transmembrane protein 33	protein-coding
27648	chr11	20609255	20609755	+	0	NA	intron (NM_021372, intron 1 of 1)	intron (NM_021372, intron 1 of 1)	-22472	NM_001038625	58172	Mm.339676	NM_021372	ENSMUSG00000049800	Sertad2	AB041541|AU021878|Kiaa0127|SEI-2|Sei2|TRIP-Br2|mKIAA0127	SERTA domain containing 2	protein-coding
26902	chr7	123132959	123133459	+	0	NA	intron (NM_144925, intron 2 of 23)	L1MB8|LINE|L1	9324	NM_144925	233833	Mm.102305	NM_144925	ENSMUSG00000052707	Tnrc6a	2010321I05Rik|3110054G10Rik|AW557223|CAGH26|D130023A07Rik|GW182|Tnrc6	trinucleotide repeat containing 6a	protein-coding
26814	chr1	160842778	160843278	+	0	NA	Intergenic	Intergenic	-50090	NM_013862	29809	Mm.25833	NM_013862	ENSMUSG00000026721	Rabgap1l	5830411O09Rik|8430421H08Rik|9630005B12Rik|AW049894|HHL|Hh1|mKIAA0471	RAB GTPase activating protein 1-like	protein-coding
25294	chr4	34857957	34858725	+	0	NA	intron (NM_013889, intron 1 of 7)	intron (NM_013889, intron 1 of 7)	24607	NM_013889	30046	Mm.38193	NM_013889	ENSMUSG00000039967	Zfp292	5730450D02Rik|5830493J20Rik|9430062L07Rik|AI449016|Krox-10|Zfp-15|Zfp15|Zn-15|Zn-16|mKIAA0530	zinc finger protein 292	protein-coding
26130	chr1	89130695	89131195	+	0	NA	intron (NM_133816, intron 2 of 5)	intron (NM_133816, intron 2 of 5)	60483	NM_133816	98402	Mm.170983	NM_133816		Sh3bp4	AI594717|AW227605|BOG25	SH3-domain binding protein 4	protein-coding
24111	chr9	55388212	55388712	+	0	NA	intron (NM_172923, intron 3 of 10)	intron (NM_172923, intron 3 of 10)	61513	NM_172923	244886	Mm.24361	NM_172923	ENSMUSG00000032313	AI118078	9630029F15	expressed sequence AI118078	protein-coding
27624	chr9	118284941	118285441	+	0	NA	Intergenic	Intergenic	-134995	NM_026442	67899	Mm.9953	NM_026442	ENSMUSG00000039163	Cmc1	2010110K16Rik|2010312P05Rik|AI596001	COX assembly mitochondrial protein 1	protein-coding
28547	chr7	119893128	119893628	+	0	NA	intron (NM_001163703, intron 1 of 2)	intron (NM_001163703, intron 1 of 2)	2080	NM_173408	233805	Mm.31539	NM_173408	ENSMUSG00000048787	Dcun1d3	1700020A13Rik|BC030335	DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae)	protein-coding
27263	chr10	115332304	115332804	+	0	NA	Intergenic	Intergenic	-16963	NM_024454	216344	Mm.21936	NM_024454	ENSMUSG00000020132	Rab21	9630024B22	RAB21, member RAS oncogene family	protein-coding
26415	chr6	66471706	66472206	+	0	NA	Intergenic	Intergenic	-63512	NM_019499	56150	Mm.489653	NM_019499	ENSMUSG00000029910	Mad2l1	AA673185|MAD2	MAD2 mitotic arrest deficient-like 1	protein-coding
25956	chr1	127978349	127978849	+	0	NA	intron (NM_027678, intron 12 of 20)	intron (NM_027678, intron 12 of 20)	109826	NM_178690	226407	Mm.489713	NM_178690	ENSMUSG00000036104	Rab3gap1	1700003B17Rik|4732493F09Rik|AL117896|Rab3gap|p130	RAB3 GTPase activating protein subunit 1	protein-coding
28737	chr5	92219902	92220402	+	0	NA	Intergenic	Intergenic	-4744	NR_033483	57425	Mm.2548	NM_020562	ENSMUSG00000029409	U90926	-	cDNA sequence U90926	ncRNA
28798	chr9	75222218	75222718	+	0	NA	3' UTR (NM_010864, exon 41 of 41)	3' UTR (NM_010864, exon 41 of 41)	-9546	NM_001081322	208943	Mm.41339	NM_001081322	ENSMUSG00000033590	Myo5c	9130003O20Rik|BB085560|C330029I24	myosin VC	protein-coding
27463	chr3	68706662	68707162	+	0	NA	Intergenic	Intergenic	15488	NM_008351	16159	Mm.103783	NM_008351	ENSMUSG00000027776	Il12a	IL-12p35|Il-12a|Ll12a|p35	interleukin 12a	protein-coding
28085	chr1	66649732	66650232	+	0	NA	intron (NM_175510, intron 47 of 64)	intron (NM_175510, intron 47 of 64)	-50911	NM_025683	66646	Mm.240912	NM_025683	ENSMUSG00000026005	Rpe	2810429B02Rik|5730518J08Rik	ribulose-5-phosphate-3-epimerase	protein-coding
24820	chr5	99339565	99340065	+	0	NA	intron (NR_030692, intron 3 of 3)	intron (NR_030692, intron 3 of 3)	-86888	NM_181318	320292	Mm.259074	NM_145839	ENSMUSG00000029333	Rasgef1b	4732452O09Rik|GPIgamma4|Gpig4	RasGEF domain family, member 1B	protein-coding
24447	chr9	70242961	70243869	+	0	NA	intron (NM_181072, intron 1 of 27)	intron (NM_181072, intron 1 of 27)	36065	NM_181072	71602	Mm.249311	NM_181072	ENSMUSG00000032220	Myo1e	2310020N23Rik|9130023P14Rik|AA407778|myosin-1e|myr 3	myosin IE	protein-coding
27591	chr8	117008605	117009105	+	0	NA	intron (NM_029686, intron 39 of 42)	ID_B1|SINE|B4	-15406	NM_026572	68133	Mm.258462	NM_026572	ENSMUSG00000034424	Gcsh	1100001L02Rik|5730591C18Rik	glycine cleavage system protein H (aminomethyl carrier)	protein-coding
28741	chr5	122178623	122179123	+	0	NA	Intergenic	Intergenic	20594	NM_013636	19047	Mm.280784	NM_013636	ENSMUSG00000004455	Ppp1cc	PP-1G|PP1|dis2m1	protein phosphatase 1, catalytic subunit, gamma isoform	protein-coding
28920	chr19	25311262	25311762	+	0	NA	intron (NM_181404, intron 2 of 13)	intron (NM_181404, intron 2 of 13)	74310	NM_181404	107351	Mm.260722	NM_181404	ENSMUSG00000032702	Kank1	A930031B09Rik|AU015049|AW121052|Ankrd15|D330024H06Rik|mKIAA0172	KN motif and ankyrin repeat domains 1	protein-coding
25922	chr17	26146558	26147058	+	0	NA	intron (NM_001159598, intron 2 of 9)	B1_Mur1|SINE|Alu	8122	NM_001159598	12005	Mm.23684	NM_009733	ENSMUSG00000024182	Axin1	AI316800|Axin|Fu|Kb|Ki|fused|kinky|knobbly	axin 1	protein-coding
26462	chr9	50835903	50836403	+	0	NA	intron (NR_045601, intron 13 of 13)	intron (NR_045601, intron 13 of 13)	-20771	NM_028614	73699	Mm.7726	NM_028614	ENSMUSG00000032058	Ppp2r1b	2410091N08Rik|AI790395	protein phosphatase 2, regulatory subunit A, beta	protein-coding
24827	chr6	99810847	99811819	+	0	NA	Intergenic	ORR1D2-int|LTR|ERVL-MaLR	-84941	NM_015768	50501	Mm.87365	NM_015768	ENSMUSG00000030069	Prok2	Bv8|PK2|Prok1	prokineticin 2	protein-coding
28213	chr6	112575845	112576345	+	0	NA	Intergenic	BGLII|LTR|ERVK	-86287	NM_001081147	18430	Mm.333310	NM_001081147	ENSMUSG00000049112	Oxtr	OTR	oxytocin receptor	protein-coding
25773	chr18	80624850	80625350	+	0	NA	intron (NM_198429, intron 9 of 9)	intron (NM_198429, intron 9 of 9)	-80554	NR_028424	100039348	Mm.254722	NR_028424		Gm2176	A430076E10Rik	glucosamine-6-phosphate deaminase 1 pseudogene	pseudo
26599	chrX	94409061	94409695	+	0	NA	intron (NM_001199337, intron 7 of 8)	MLT1D|LTR|ERVL-MaLR	-33354	NR_045323	100503393	Mm.402891	NR_045323	ENSMUSG00000084904	Gm14827	OTTMUSG00000018126	predicted gene 14827	ncRNA
27315	chr13	98422875	98423375	+	0	NA	TTS (NR_045498)	TTS (NR_045498)	11940	NR_045498	70090	Mm.410857	NR_045498		2310005E17Rik	-	RIKEN cDNA 2310005E17 gene	ncRNA
25690	chr10	62556236	62556736	+	0	NA	Intergenic	B3|SINE|B2	21971	NM_028197	72320	Mm.258955	NM_028197	ENSMUSG00000036955	2510003E04Rik	0710007C18Rik|KBP|mKIAA1279	RIKEN cDNA 2510003E04 gene	protein-coding
28999	chr9	70640100	70640600	+	0	NA	intron (NM_172772, intron 2 of 8)	intron (NM_172772, intron 2 of 8)	16824	NM_172772	235461	Mm.170855	NM_172772	ENSMUSG00000042444	Fam63b	AI465301|B230380D07Rik|mKIAA1164	family with sequence similarity 63, member B	protein-coding
26655	chr5	122303993	122304493	+	0	NA	intron (NM_177242, intron 1 of 5)	intron (NM_177242, intron 1 of 5)	19845	NM_177242	320717	Mm.489670	NM_177242	ENSMUSG00000038582	Pptc7	9130017A15Rik|AA672638|AI848390|TA-PP2C	PTC7 protein phosphatase homolog (S. cerevisiae)	protein-coding
26290	chr16	20145172	20145672	+	0	NA	intron (NM_001033237, intron 1 of 29)	intron (NM_001033237, intron 1 of 29)	4359	NM_001145931	208146	Mm.390895	NM_001033237	ENSMUSG00000041215	Yeats2	BC042768|mKIAA1197	YEATS domain containing 2	protein-coding
25892	chr13	37008171	37008671	+	0	NA	intron (NM_028784, intron 3 of 14)	MLT1A0|LTR|ERVL-MaLR	40792	NM_028784	74145	Mm.235105	NM_028784	ENSMUSG00000039109	F13a1	1200014I03Rik|AI462306|F13a	coagulation factor XIII, A1 subunit	protein-coding
26046	chr9	70692681	70693311	+	0	NA	intron (NM_007399, intron 1 of 15)	intron (NM_007399, intron 1 of 15)	13995	NM_007399	11487	Mm.3037	NM_007399	ENSMUSG00000054693	Adam10	1700031C13Rik|MADM|kuz|kuzbanian	a disintegrin and metallopeptidase domain 10	protein-coding
26870	chr5	115193164	115193664	+	0	NA	Intergenic	CpG	-7293	NM_013879	29867	Mm.38551	NM_013879	ENSMUSG00000029544	Cabp1	caldendrin	calcium binding protein 1	protein-coding
27865	chr3	144330875	144331375	+	0	NA	Intergenic	Intergenic	-125870	NM_010723	16911	Mm.29187	NM_010723	ENSMUSG00000028266	Lmo4	A730077C12Rik|Crp3|Etohi4	LIM domain only 4	protein-coding
27445	chr2	156870719	156871219	+	0	NA	intron (NM_026124, intron 2 of 3)	intron (NM_026124, intron 2 of 3)	7847	NM_026124	67388	Mm.29264	NM_026124	ENSMUSG00000027637	1110008F13Rik	AI316789	RIKEN cDNA 1110008F13 gene	protein-coding
23540	chr15	66974127	66974783	+	0	NA	Intergenic	CT-rich|Low_complexity|Low_complexity	-4814	NM_008681	17988	Mm.30837	NM_008681	ENSMUSG00000005125	Ndrg1	CAP43|CMT4D|DRG1|HMSNL|NMSL|Ndr1|Ndrl|PROXY1|RTP|TDD5	N-myc downstream regulated gene 1	protein-coding
22645	chr13	109926189	109926941	+	0	NA	intron (NM_011056, intron 8 of 16)	intron (NM_011056, intron 8 of 16)	22756	NR_035442	100316683		NR_035442		Mir1904	Mirn1904|mmu-mir-1904	microRNA 1904	ncRNA
27570	chr7	83361674	83362174	+	0	NA	Intergenic	Intergenic	-223007	NM_177695	233424	Mm.486619	NM_177695		Tmc3	9030203A06	transmembrane channel-like gene family 3	protein-coding
28422	chr18	15015968	15016468	+	0	NA	intron (NM_134112, intron 1 of 4)	intron (NM_134112, intron 1 of 4)	27223	NR_045372	74456	Mm.391075	NR_045372		4933424G05Rik	-	RIKEN cDNA 4933424G05 gene	ncRNA
27454	chr2	180693687	180694187	+	0	NA	intron (NM_001291432, intron 1 of 5)	intron (NM_001291432, intron 1 of 5)	-1889	NR_111965	23856	Mm.253836	NM_011805	ENSMUSG00000038914	Dido1	6720461J16Rik|D130048F08Rik|DATF-1|DIO-1|Datf1	death inducer-obliterator 1	protein-coding
25348	chr11	5179581	5180081	+	0	NA	Intergenic	Intergenic	-27609	NM_080595	140703	Mm.840	NM_080595	ENSMUSG00000034164	Emid1	AW122071|CO-5|Emu1	EMI domain containing 1	protein-coding
27245	chr9	108790236	108790736	+	0	NA	Intergenic	Intergenic	-5508	NM_029634	76500	Mm.276336	NM_029634	ENSMUSG00000032599	Ip6k2	1500005N04Rik|AW050208|Ihpk2	inositol hexaphosphate kinase 2	protein-coding
28425	chr18	35708760	35709260	+	0	NA	Intergenic	ID_B1|SINE|B4	-5866	NM_029669	76594	Mm.108596	NM_029669	ENSMUSG00000024350	Dnajc18	2700075B01Rik|AU041129	DnaJ (Hsp40) homolog, subfamily C, member 18	protein-coding
26859	chr4	140566628	140567262	+	0	NA	intron (NM_001112722, intron 17 of 27)	intron (NM_001112722, intron 17 of 27)	81811	NM_172415	72754	Mm.29329	NM_172415	ENSMUSG00000040964	Arhgef10l	2810441C07Rik	Rho guanine nucleotide exchange factor (GEF) 10-like	protein-coding
