PeakID (cmd=annotatePeaks.pl /data/mm10/CD4/ChIP/H3K27Ac/AND-CD4TCell-H3K27Ac-1uM-24h-MNase-All-Conditions/regions.txt mm10 -size given -d AND-CD4TCell-H3K27Ac-1uM-K99A-24h-MNase-Combined AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	1uM K99A	1uM PCC	No Peptide
chr18-12401	chr18	89252335	89252961	+	8.27	18.102999999999998	intron (NM_178687, intron 4 of 6)	intron (NM_178687, intron 4 of 6)	55221.0	NM_001039149	225825.0	Mm.139293	NM_178687	ENSMUSG00000034028	Cd226	BC051526|DNAM-1|DNAM1|Pta1|TLiSA1	CD226 antigen	protein-coding	8.76	10.76	4.19
chr17-19950	chr17	65939554	65940054	+	8.27	30.017	intron (NM_023053, intron 2 of 4)	intron (NM_023053, intron 2 of 4)	11383.0	NM_023053	65960.0	Mm.10153	NM_023053	ENSMUSG00000024098	Twsg1	1810013J15Rik|9030422N06Rik|AW552143|D17Ertd403e|Tsg|Twg	twisted gastrulation homolog 1 (Drosophila)	protein-coding	8.93	22.18	7.12
chr4-23864	chr4	109726969	109727469	+	8.27	18.97	intron (NM_007983, intron 3 of 18)	intron (NM_007983, intron 3 of 18)	50592.0	NM_007983	14084.0	Mm.318259	NM_007983	ENSMUSG00000010517	Faf1	AA408698|Dffrx|Fam	Fas-associated factor 1	protein-coding	6.53	22.18	3.35
chr8-25312	chr8	25122407	25123031	+	8.2	15.11	Intergenic	MMERGLN_LTR|LTR|ERV1	-20908.0	NM_031257	83436.0	Mm.261122	NM_031257	ENSMUSG00000031557	Plekha2	6430512N22Rik|AI851530|AU041791|TAPP2|W91773	pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2	protein-coding	8.07	16.15	7.54
chr3-20639	chr3	121490792	121491292	+	8.2	36.137	intron (NM_145394, intron 10 of 14)	intron (NM_145394, intron 10 of 14)	41302.0	NM_145394	213603.0	Mm.33062	NM_145394	ENSMUSG00000039865	Slc44a3	BC010552	solute carrier family 44, member 3	protein-coding	7.56	25.41	8.17
chr5-23298	chr5	23219306	23219806	+	8.2	12.527000000000001	intron (NM_029990, intron 2 of 2)	intron (NM_029990, intron 2 of 2)	214797.0	NR_040469	269630.0	Mm.425231	NR_040469	ENSMUSG00000073147	5031425E22Rik	-	RIKEN cDNA 5031425E22 gene	ncRNA	6.7	15.72	3.56
chrX-6837	chrX	167175051	167175551	+	8.14	27.86	Intergenic	ID|SINE|ID	33917.0	NM_021278	19241.0	Mm.142729	NM_021278	ENSMUSG00000049775	Tmsb4x	Ptmb4|Tb4	thymosin, beta 4, X chromosome	protein-coding	5.5	16.36	6.49
chrX-5372	chrX	107158926	107159552	+	8.14	12.993	intron (NM_175442, intron 1 of 1)	intron (NM_175442, intron 1 of 1)	9624.0	NM_175442	213438.0	Mm.265244	NM_175442	ENSMUSG00000054293	A630033H20Rik	AI662791|P2ry10	RIKEN cDNA A630033H20 gene	protein-coding	10.82	7.97	4.19
chr2-36098	chr2	29676696	29677322	+	8.14	12.207	intron (NM_001039086, intron 1 of 25)	L1MB8|LINE|L1	57289.0	NM_001039086	107746.0	Mm.298274	NM_054050	ENSMUSG00000039844	Rapgef1	4932418O06Rik|C3G|Grf2	Rap guanine nucleotide exchange factor (GEF) 1	protein-coding	10.65	6.89	5.24
chr5-24595	chr5	120644176	120644676	+	8.14	16.19	Intergenic	Intergenic	-4386.0	NM_013832	19415.0	Mm.41209	NM_013832	ENSMUSG00000029602	Rasal1	MRASAL	RAS protein activator like 1 (GAP1 like)	protein-coding	8.25	19.16	5.24
chr14-62314	chr14	76152674	76153174	+	8.14	22.68	Intergenic	Intergenic	42033.0	NM_013745	27275.0	Mm.21138	NM_013745	ENSMUSG00000022009	Nufip1	Nufip	nuclear fragile X mental retardation protein interacting protein 1	protein-coding	17.01	23.25	10.47
chr13-16351	chr13	21384919	21385419	+	8.14	27.533	Intergenic	MERV1_LTR|LTR|ERV1	11469.0	NR_105907	102465568.0	0	NR_105907	miRBase:MI0022789	Mir6942	mmu-mir-6942	microRNA mir-6942	ncRNA	4.98	21.31	5.45
chr11-124808	chr11	51843047	51843689	+	8.07	44.85	intron (NM_199299, intron 3 of 11)	intron (NM_199299, intron 3 of 11)	14113.0	NM_199299	76901.0	Mm.259996	NM_199299	ENSMUSG00000020387	Jade2	1200017K05Rik|AI480685|Phf15|mKIAA0239	jade family PHD finger 2	protein-coding	19.59	41.98	14.66
chr11-43677	chr11	48820607	48821107	+	8.07	12.637	Intergenic	Intergenic	-3466.0	NM_145377	211007.0	Mm.794	NM_145377	ENSMUSG00000040365	Trim41	AW552703|BC020156|R75223|RINCK	tripartite motif-containing 41	protein-coding	6.53	15.29	6.7
chr11-37575	chr11	110463903	110464403	+	8.07	10.137	intron (NM_011943, intron 1 of 11)	MTE2a|LTR|ERVL-MaLR	65031.0	NM_011943	26399.0	Mm.14487	NM_011943	ENSMUSG00000020623	Map2k6	MEK6|MKK6|Prkmk6|SAPKK3	mitogen-activated protein kinase kinase 6	protein-coding	9.62	17.01	6.07
chr17-20300	chr17	57197769	57198269	+	8.07	16.107	Intergenic	MTE2b|LTR|ERVL-MaLR	-3838.0	NM_019418	50930.0	Mm.483369	NM_019418	ENSMUSG00000005824	Tnfsf14	HVEM-L|HVEML|LIGHT|LTg|Ly113	tumor necrosis factor (ligand) superfamily, member 14	protein-coding	6.53	23.25	6.07
chr3-28958	chr3	32420824	32421324	+	8.01	15.827	Intergenic	Intergenic	-15077.0	NM_008839	18706.0	Mm.260521	NM_008839	ENSMUSG00000027665	Pik3ca	6330412C24Rik|caPI3K|p110|p110alpha	phosphatidylinositol 3-kinase, catalytic, alpha polypeptide	protein-coding	9.28	15.5	7.33
chr13-18889	chr13	32980247	32980747	+	8.01	17.66	Intergenic	Intergenic	14984.0	NM_011454	20708.0	Mm.36526	NM_011454	ENSMUSG00000042842	Serpinb6b	NK13|Spi12|ovalbumin	serine (or cysteine) peptidase inhibitor, clade B, member 6b	protein-coding	6.36	17.65	4.4
chr7-117893	chr7	51860774	51861274	+	8.01	22.443	3' UTR (NM_001115087, exon 1 of 1)	3' UTR (NM_001115087, exon 1 of 1)	1243.0	NM_001115087	100040608.0	Mm.322643	NM_001115087	ENSMUSG00000092118	Fancf	A730016A17	Fanconi anemia, complementation group F	protein-coding	5.15	11.84	3.56
chrX-4286	chrX	151951141	151951641	+	8.01	15.24	Intergenic	Intergenic	38177.0	NR_029753	723947.0	0	NR_029753	0	Mir98	Mirn98|mmu-mir-98	microRNA 98	ncRNA	4.98	10.76	3.14
chr2-48241	chr2	18518771	18519271	+	8.01	20.53	Intergenic	Intergenic	-126191.0	NM_007869	13418.0	Mm.246674	NM_007869	ENSMUSG00000026740	Dnajc1	4733401K02Rik|AA960110|D230036H06Rik|Dnajl1|ERdj1|ERj1p|MTJ1	DnaJ (Hsp40) homolog, subfamily C, member 1	protein-coding	8.42	21.1	6.49
chr19-15650	chr19	9082397	9082897	+	7.94	19.942999999999998	TTS (NM_011681)	TTS (NM_011681)	5309.0	NM_011681	22287.0	Mm.2258	NM_011681	ENSMUSG00000024653	Scgb1a1	CC10|CC16|CCSP|PCB-BP|UG|UGB|Utg	secretoglobin, family 1A, member 1 (uteroglobin)	protein-coding	7.73	15.93	7.12
chr7-115891	chr7	114274076	114274844	+	7.94	19.073	exon (NM_011965, exon 2 of 10)	exon (NM_011965, exon 2 of 10)	1656.0	NM_011965	26440.0	Mm.121265	NM_011965	ENSMUSG00000030751	Psma1	C2|HC2|Pros-30|alpha-type	proteasome (prosome, macropain) subunit, alpha type 1	protein-coding	10.82	16.79	8.17
chr1-34524	chr1	95593827	95594327	+	7.94	10.91	intron (NM_009183, intron 4 of 4)	Lx8b|LINE|L1	73517.0	NM_001159745	20452.0	Mm.306228	NM_009183	ENSMUSG00000040710	St8sia4	PST|PST-1|SIAT8-D|ST8SiaIV|Siat8d	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	protein-coding	10.65	6.24	4.82
chr4-26145	chr4	108638359	108638859	+	7.94	18.607	TTS (NM_183300)	TTS (NM_183300)	18653.0	NM_177045	319965.0	Mm.151129	NM_177045	ENSMUSG00000028582	Cc2d1b	A830039B04Rik|Freud2	coiled-coil and C2 domain containing 1B	protein-coding	12.2	9.47	5.65
chr9-44536	chr9	103474076	103474576	+	7.94	16.89	intron (NM_001002896, intron 1 of 6)	intron (NM_001002896, intron 1 of 6)	6002.0	NM_001002896	107993.0	Mm.335403	NM_001002896	ENSMUSG00000032556	Bfsp2	AI448593|CP49	beaded filament structural protein 2, phakinin	protein-coding	9.79	18.95	7.54
chr9-31765	chr9	13652197	13652697	+	7.94	14.222999999999999	intron (NM_001013813, intron 1 of 3)	intron (NM_001013813, intron 1 of 3)	-10013.0	NM_173776	270118.0	Mm.116898	NM_173776	ENSMUSG00000031925	Maml2	5930431H10|BC032967	mastermind like 2 (Drosophila)	protein-coding	7.9	20.24	6.07
chr10-26161	chr10	13475288	13475788	+	7.87	35.503	Intergenic	Intergenic	-1142.0	NM_001195065	215789.0	Mm.283359	NM_001033257	ENSMUSG00000062866	Phactr2	AV158170|BC012871	phosphatase and actin regulator 2	protein-coding	8.76	10.33	5.03
chr9-35034	chr9	78022646	78023146	+	7.81	23.026999999999997	Intergenic	B2_Mm1t|SINE|B2	-29062.0	NM_008103	14531.0	Mm.1400	NM_008103	ENSMUSG00000023333	Gcm1	GCMa|Gcm-rs2|Gcm1-rs1|glide	glial cells missing homolog 1 (Drosophila)	protein-coding	6.87	12.7	3.98
chr12-20284	chr12	33040814	33041314	+	7.81	25.296999999999997	intron (NM_001024478, intron 15 of 19)	intron (NM_001024478, intron 15 of 19)	51811.0	NM_001024478	68764.0	Mm.60083	NM_001024478	ENSMUSG00000035860	Cdhr3	1110049B09Rik|BB172694|Cdh28	cadherin-related family member 3	protein-coding	4.81	14.43	3.35
chr10-50595	chr10	75435495	75435995	+	7.74	27.943	intron (NM_133995, intron 6 of 9)	B2_Mm1t|SINE|B2	-13765.0	NR_045841	71125.0	Mm.399516	NR_045841	0	4933407G14Rik	-	RIKEN cDNA 4933407G14 gene	ncRNA	7.39	14.64	6.28
chr2-39107	chr2	11608913	11609413	+	7.74	12.31	Intergenic	Intergenic	-5964.0	NM_152824	76938.0	Mm.182769	NM_152824	ENSMUSG00000037197	Rbm17	2700027J02Rik	RNA binding motif protein 17	protein-coding	6.53	11.41	5.03
chr8-21981	chr8	122956679	122957179	+	7.74	11.69	intron (NR_037865, intron 2 of 13)	intron (NR_037865, intron 2 of 13)	85355.0	NR_037865	77087.0	Mm.31567	NM_001081379	ENSMUSG00000035569	Ankrd11	2410104C19Rik|3010027A04Rik|6330578C09Rik|9530048I21Rik|AA930108|Gm176|Yod	ankyrin repeat domain 11	protein-coding	9.62	20.67	10.05
chr13-20665	chr13	51646991	51647491	+	7.74	10.423	intron (NM_025415, intron 1 of 2)	intron (NM_025415, intron 1 of 2)	2009.0	NM_025415	66197.0	Mm.222228	NM_025415	ENSMUSG00000062248	Cks2	1110038L14Rik|CKSHS2	CDC28 protein kinase regulatory subunit 2	protein-coding	6.7	11.41	5.03
chr12-23583	chr12	73294659	73295159	+	7.74	18.56	intron (NM_001037717, intron 3 of 15)	B2_Mm2|SINE|B2	8061.0	NM_001037717	625098.0	Mm.32075	NM_001037717	ENSMUSG00000044712	Slc38a6	AW322671|EG625098	solute carrier family 38, member 6	protein-coding	4.81	15.07	3.98
chr2-37982	chr2	38509068	38509568	+	7.68	16.0	Intergenic	Intergenic	-2379.0	NM_021606	59126.0	Mm.143818	NM_021606	ENSMUSG00000026749	Nek6	1300007C09Rik	NIMA (never in mitosis gene a)-related expressed kinase 6	protein-coding	5.5	17.44	7.54
chr12-22064	chr12	70826589	70827089	+	7.68	18.223	intron (NM_028127, intron 1 of 13)	intron (NM_028127, intron 1 of 13)	1325.0	NM_028127	319710.0	Mm.2962	NM_028127	ENSMUSG00000048285	Frmd6	2610019M19Rik|4930488L10Rik|AW212977	FERM domain containing 6	protein-coding	9.28	12.27	5.65
chr16-17013	chr16	49975590	49976090	+	7.68	17.123	Intergenic	Lx3_Mus|LINE|L1	-4620.0	NR_045001	628951.0	Mm.428032	NR_045001	0	Gm6936	-	predicted gene 6936	ncRNA	4.98	15.07	3.77
chr9-31668	chr9	114417842	114418342	+	7.55	32.217	intron (NM_009752, intron 2 of 15)	intron (NM_009752, intron 2 of 15)	16997.0	NM_001200002	100504715.0	Mm.290516	NM_001200002	ENSMUSG00000079260	Tmppe	-	transmembrane protein with metallophosphoesterase domain	protein-coding	6.19	11.2	4.4
chr8-23164	chr8	11452317	11452817	+	7.55	13.793	Intergenic	Intergenic	25932.0	NM_011227	19332.0	Mm.37632	NM_011227	0	Rab20	AA536966|D8Ertd350e	RAB20, member RAS oncogene family	protein-coding	16.15	24.54	9.42
chrX-9706	chrX	7672873	7673499	+	7.55	19.42	TTS (NM_018832)	TTS (NM_018832)	-1908.0	NM_019755	18824.0	Mm.18565	NM_019755	0	Plp2	mIMA4	proteolipid protein 2	protein-coding	6.19	12.92	4.82
chr11-38997	chr11	46453021	46453521	+	7.55	20.893	intron (NR_105955, intron 2 of 4)	intron (NR_105955, intron 2 of 4)	-1660.0	NM_134250	171285.0	Mm.72168	NM_134250	ENSMUSG00000020399	Havcr2	TIM-3|Tim3|Timd3	hepatitis A virus cellular receptor 2	protein-coding	7.39	12.27	3.56
chr2-79519	chr2	11141489	11141989	+	7.55	15.68	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-30643.0	NM_008859	18761.0	Mm.329993	NM_008859	ENSMUSG00000026778	Prkcq	A130035A12Rik|AW494342|PKC-0|PKC-theta|PKCtheta|Pkcq	protein kinase C, theta	protein-coding	6.7	13.78	3.56
chr4-70560	chr4	133468236	133468736	+	7.48	32.453	Intergenic	Intergenic	-11647.0	NM_175307	100342.0	Mm.204656	NM_175307	ENSMUSG00000046694	Fam46b	4732473B16Rik|AU045678|AU046069	family with sequence similarity 46, member B	protein-coding	6.7	11.2	5.03
chrX-5426	chrX	57222149	57222649	+	7.48	29.053	intron (NM_011616, intron 4 of 4)	intron (NM_011616, intron 4 of 4)	10256.0	NM_011616	21947.0	Mm.4861	NM_011616	ENSMUSG00000031132	Cd40lg	CD154|CD40-L|Cd40l|HIGM1|IGM|IMD3|Ly-62|Ly62|T-BAM|TRAP|Tnfsf5|gp39	CD40 ligand	protein-coding	11.68	15.72	4.82
chr7-29463	chr7	84136541	84137041	+	7.48	27.89	intron (NM_133722, intron 1 of 2)	intron (NM_133722, intron 1 of 2)	15102.0	NM_133722	70178.0	Mm.23914	NM_133722	ENSMUSG00000038459	Abhd17c	2210412D01Rik|AL023007|Fam108c|Fam108c1	abhydrolase domain containing 17C	protein-coding	7.22	16.15	6.49
chrX-5060	chrX	20817376	20817876	+	7.48	33.34	Intergenic	Intergenic	-30917.0	NM_001159645	11836.0	Mm.220946	NM_009703	ENSMUSG00000001127	Araf	1200013E08Rik|A-Raf|AW495444|Araf1	v-raf murine sarcoma 3611 viral oncogene homolog	protein-coding	5.33	11.84	4.61
chr8-42430	chr8	34781916	34782540	+	7.41	7.662999999999999	Intergenic	Intergenic	-25382.0	NM_176933	319520.0	Mm.170276	NM_176933	ENSMUSG00000031530	Dusp4	2700078F24Rik|AI844617|BB104621|E130306H24Rik|MKP2	dual specificity phosphatase 4	protein-coding	18.04	29.07	10.68
chr5-43361	chr5	118040362	118040986	+	7.41	21.156999999999996	intron (NM_021344, intron 1 of 7)	B2_Mm2|SINE|B2	12850.0	NM_021344	57816.0	Mm.273285	NM_021344	ENSMUSG00000029359	Tesc	1010001A17Rik|2410011K10Rik|TE-1	tescalcin	protein-coding	5.67	12.49	4.19
chr17-24907	chr17	35214690	35215190	+	7.41	14.263	Intergenic	Intergenic	-9589.0	NM_010735	16992.0	Mm.87787	NM_010735	ENSMUSG00000024402	Lta	LT|LT-[a]|LT-alpha|LT[a]|LTalpha|Ltx|TNF-beta|TNFSF1|Tnfb|Tnfsf1b|hlb382	lymphotoxin A	protein-coding	5.84	10.33	4.61
chr2-39677	chr2	6598918	6599418	+	7.41	29.92	intron (NM_001110232, intron 10 of 15)	intron (NM_001110232, intron 10 of 15)	246432.0	NM_181399	98910.0	Mm.40673	NM_181399	ENSMUSG00000039046	Usp6nl	AI316785|RNTRE|TRE2NL|mKIAA0019	USP6 N-terminal like	protein-coding	8.25	18.09	7.75
chr2-46572	chr2	31027242	31027742	+	7.41	9.29	3' UTR (NM_001177650, exon 14 of 14)	3' UTR (NM_001177650, exon 14 of 14)	45213.0	NM_028846	74270.0	Mm.346654	NM_028846	ENSMUSG00000026854	Usp20	1700055M05Rik|AI467231|Vdu2	ubiquitin specific peptidase 20	protein-coding	12.37	18.09	7.75
chr2-41617	chr2	167066762	167067262	+	7.35	8.32	Intergenic	Intergenic	1719.0	NR_028540	100217443.0	0	NR_028540	0	Snord12	MBII-99	small nucleolar RNA, C/D box 12	snoRNA	6.19	10.12	5.03
chr11-39924	chr11	98982385	98982885	+	7.35	20.8	exon (NM_178596, exon 1 of 1)	exon (NM_178596, exon 1 of 1)	381.0	NM_178596	353155.0	Mm.453253	NM_178596	ENSMUSG00000047197	Gjd3	Gja11|Gjc1|cx30.2	gap junction protein, delta 3	protein-coding	4.3	10.12	3.77
chr5-31011	chr5	107284260	107284760	+	7.22	23.083000000000002	intron (NM_011578, intron 1 of 16)	intron (NM_011578, intron 1 of 16)	5085.0	NM_011578	21814.0	Mm.200775	NM_011578	ENSMUSG00000029287	Tgfbr3	1110036H20Rik|AU015626|AW215636|TBRIII	transforming growth factor, beta receptor III	protein-coding	6.53	12.49	5.65
chr15-27160	chr15	59416193	59416693	+	7.22	12.26	intron (NM_026746, intron 3 of 6)	intron (NM_026746, intron 3 of 6)	42245.0	NM_001164604	68501.0	Mm.27762	NM_026746	ENSMUSG00000059586	Nsmce2	1110014D18Rik|AI661537	non-SMC element 2 homolog (MMS21, S. cerevisiae)	protein-coding	6.87	10.55	3.77
chr9-30749	chr9	13460403	13460903	+	7.22	31.49	Intergenic	Intergenic	29292.0	NR_028271	18689.0	Mm.41972	NM_008835	0	Phxr4	Sp5	per-hexamer repeat gene 4	ncRNA	8.42	16.58	6.07
chr16-43372	chr16	64800679	64801179	+	7.22	17.563	Intergenic	Intergenic	-14608.0	NM_028059	72020.0	Mm.25960	NM_028059	ENSMUSG00000047141	Zfp654	1600021C16Rik|1810008K20Rik|Znf654	zinc finger protein 654	protein-coding	10.48	5.81	5.03
chr14-47171	chr14	53545584	53546228	+	7.15	8.097000000000001	Intergenic	Intergenic	-120034.0	NM_001205242	100568452.0	Mm.213248	NM_001205242	0	A430107P09Rik	Va10	RIKEN cDNA A430107P09 gene	protein-coding	15.81	8.61	7.54
chr10-32790	chr10	121457809	121458309	+	7.15	9.13	intron (NM_138956, intron 1 of 4)	intron (NM_138956, intron 1 of 4)	18191.0	NM_138956	192678.0	Mm.41265	NM_138956	ENSMUSG00000025795	Rassf3	AW212023|AW322379	Ras association (RalGDS/AF-6) domain family member 3	protein-coding	11.0	16.58	5.45
chr17-26436	chr17	57113255	57113755	+	7.09	13.03	Intergenic	PB1D10|SINE|Alu	-7563.0	NR_033508	100169874.0	Mm.76700	NR_033508	ENSMUSG00000079414	Gm11110	ENSMUSG00000079414	predicted gene 11110	ncRNA	8.25	12.27	5.03
chr18-13234	chr18	73548211	73548711	+	7.09	42.763000000000005	Intergenic	L1MA4A|LINE|L1	-24244.0	NM_001039214	240396.0	Mm.24131	NM_001039214	ENSMUSG00000037253	Mex3c	A130001D14Rik|BC035207|BM-013|Rkhd2	mex3 homolog C (C. elegans)	protein-coding	8.93	20.67	5.86
chr4-30852	chr4	83354766	83355266	+	7.02	23.256999999999998	Intergenic	Intergenic	-30827.0	NM_027238	69863.0	Mm.5540	NM_025782	ENSMUSG00000038172	Ttc39b	1810054D07Rik|9130422G05Rik|AI450603|AV103077|AW215585	tetratricopeptide repeat domain 39B	protein-coding	12.71	21.53	9.21
chr2-46326	chr2	167919476	167919976	+	7.02	14.187000000000001	Intergenic	(CAGA)n|Simple_repeat|Simple_repeat	-12601.0	NM_011201	19246.0	Mm.277916	NM_011201	ENSMUSG00000027540	Ptpn1	PTP-1B|PTP-HA2|PTP1B	protein tyrosine phosphatase, non-receptor type 1	protein-coding	5.67	11.41	5.24
chr3-58080	chr3	144432805	144433305	+	7.02	18.6	3' UTR (NM_011828, exon 7 of 7)	3' UTR (NM_011828, exon 7 of 7)	137161.0	NM_011828	23908.0	Mm.12863	NM_011828	ENSMUSG00000040151	Hs2st1	AW214369|Hs2st|mKIAA0448	heparan sulfate 2-O-sulfotransferase 1	protein-coding	8.93	22.61	8.8
chr7-36947	chr7	118239379	118239879	+	7.02	16.977	intron (NM_001031814, intron 1 of 62)	intron (NM_001031814, intron 1 of 62)	4008.0	NM_001031814	233789.0	Mm.309053	NM_177180	ENSMUSG00000030655	Smg1	2610207I05Rik|5430435M13Rik|C130002K18Rik|mKIAA0421	SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)	protein-coding	12.2	8.61	6.07
chr2-45751	chr2	31039079	31039579	+	7.02	14.957	intron (NM_001038700, intron 10 of 14)	intron (NM_001038700, intron 10 of 14)	57050.0	NM_028846	74270.0	Mm.346654	NM_028846	ENSMUSG00000026854	Usp20	1700055M05Rik|AI467231|Vdu2	ubiquitin specific peptidase 20	protein-coding	6.01	11.2	5.24
chrX-10468	chrX	73921289	73921789	+	6.96	16.683	TTS (NM_001164704)	TTS (NM_001164704)	405.0	NM_001177965	56292.0	Mm.246654	NM_019870	ENSMUSG00000031388	Naa10	2310039H09Rik|Ard1|Ard1a|Te2	N(alpha)-acetyltransferase 10, NatA catalytic subunit	protein-coding	15.63	16.58	7.54
chr16-28950	chr16	84711452	84711952	+	6.96	22.51	Intergenic	(TATG)n|Simple_repeat|Simple_repeat	-2438.0	NR_029565	387173.0	0	NR_029565	miRBase:MI0000177	Mir155	Mirn155|mmu-mir-155	microRNA 155	ncRNA	6.36	19.59	4.19
chr4-45215	chr4	150040444	150041070	+	6.89	12.763	Intergenic	MIRb|SINE|MIR	-27697.0	NR_029751	723848.0	0	NR_029751	miRBase:MI0000584	Mir34a	Mirn34a|mmu-mir-34a	microRNA 34a	ncRNA	6.36	17.44	6.49
chr3-29312	chr3	133076578	133077078	+	6.89	14.703	intron (NM_026231, intron 3 of 11)	intron (NM_026231, intron 3 of 11)	14912.0	NM_026231	67553.0	Mm.304899	NM_026231	ENSMUSG00000028018	Gstcd	4933434L15Rik	glutathione S-transferase, C-terminal domain containing	protein-coding	4.98	11.41	4.19
chr8-26336	chr8	36163422	36163922	+	6.89	13.857000000000001	Intergenic	Intergenic	68844.0	NM_172911	244418.0	Mm.244971	NM_172911	ENSMUSG00000050271	D8Ertd82e	9830148H23|Sgk223|mFLJ00269	DNA segment, Chr 8, ERATO Doi 82, expressed	protein-coding	7.22	11.84	3.56
chr7-79513	chr7	74495209	74495839	+	6.82	11.82	intron (NM_001038643, intron 2 of 10)	intron (NM_001038643, intron 2 of 10)	59256.0	NM_023908	108116.0	Mm.425467	NM_023908	ENSMUSG00000025790	Slco3a1	5830414C08Rik|Anr1|MJAM|OATP-D|R75096|Slc21a11	solute carrier organic anion transporter family, member 3a1	protein-coding	11.34	24.33	7.96
chr9-58396	chr9	68965965	68966749	+	6.82	10.263	intron (NM_013646, intron 1 of 10)	intron (NM_013646, intron 1 of 10)	201011.0	NR_033299	320440.0	Mm.483129	NM_177159	0	9530091C08Rik	-	RIKEN cDNA 9530091C08 gene	ncRNA	6.36	10.98	4.19
chr8-24876	chr8	46647331	46647831	+	6.82	24.093000000000004	Intergenic	Intergenic	30290.0	NM_009810	12367.0	Mm.34405	NM_009810	0	Casp3	A830040C14Rik|AC-3|Apopain|CASP-3|CC3|CPP-32|CPP32|Caspase-3|Lice|SCA-1|Yama|mldy	caspase 3	protein-coding	5.67	10.12	4.82
chr9-37706	chr9	69940702	69941202	+	6.82	35.507	Intergenic	Intergenic	-48514.0	NM_001008238	12175.0	Mm.159777	NM_016787	0	Bnip2	5730523P12Rik|BNIP2beta|Nip21	BCL2/adenovirus E1B interacting protein 2	protein-coding	26.11	50.38	13.82
chr14-23491	chr14	69979388	69979888	+	6.82	32.663000000000004	intron (NM_028560, intron 4 of 6)	intron (NM_028560, intron 4 of 6)	-97807.0	NM_001289925	13655.0	Mm.103737	NM_018781	ENSMUSG00000033730	Egr3	Pilot	early growth response 3	protein-coding	5.84	10.33	4.61
chr11-88542	chr11	86380046	86380546	+	6.82	19.437	Intergenic	Intergenic	-22771.0	NM_001080931	327987.0	Mm.341886	NM_001080931	ENSMUSG00000034297	Med13	1110067M05Rik|D030023K18|Thrap1|Trap240	mediator complex subunit 13	protein-coding	2.92	14.86	2.93
chr11-76285	chr11	61122582	61123082	+	6.82	22.613000000000003	Intergenic	Intergenic	-18003.0	NM_021349	57916.0	Mm.265915	NM_021349	ENSMUSG00000010142	Tnfrsf13b	1200009E08Rik|Taci	tumor necrosis factor receptor superfamily, member 13b	protein-coding	4.3	19.16	5.45
chr11-120737	chr11	11820400	11820900	+	6.82	17.683	intron (NM_001190448, intron 12 of 14)	intron (NM_001190448, intron 12 of 14)	-11688.0	NM_001163359	60530.0	Mm.236114	NM_021891	ENSMUSG00000035455	Fignl1	-	fidgetin-like 1	protein-coding	12.03	22.18	8.8
chr1-67397	chr1	38723350	38723850	+	6.82	15.687000000000001	Intergenic	(CA)n|Simple_repeat|Simple_repeat	-96356.0	NM_001290814	16764.0	Mm.336679	NM_010678	ENSMUSG00000037138	Aff3	3222402O04Rik|A730046J16|LAF-4|Laf4	AF4/FMR2 family, member 3	protein-coding	10.48	24.76	11.1
chr4-57271	chr4	148592046	148592546	+	6.82	15.237	intron (NM_009272, intron 2 of 6)	intron (NM_009272, intron 2 of 6)	783.0	NM_009272	20810.0	Mm.10	NM_009272	ENSMUSG00000006442	Srm	AA407669|SpdST|SpdSy	spermidine synthase	protein-coding	9.45	16.58	8.17
chr3-36567	chr3	139064053	139064553	+	6.76	22.386999999999997	intron (NM_001286759, intron 1 of 14)	MLT1G|LTR|ERVL-MaLR	10898.0	NM_001040690	229877.0	Mm.28893	NM_145544	ENSMUSG00000028149	Rap1gds1	BC011279|GDS1	RAP1, GTP-GDP dissociation stimulator 1	protein-coding	12.71	23.9	10.68
chr17-28444	chr17	45631734	45632234	+	6.76	21.326999999999998	intron (NM_001013767, intron 19 of 21)	intron (NM_001013767, intron 19 of 21)	27325.0	NM_001013767	268958.0	Mm.426026	NM_001013767	ENSMUSG00000058626	Capn11	-	calpain 11	protein-coding	6.36	13.13	3.77
chrX-6819	chrX	142681811	142682311	+	6.76	8.827	intron (NM_001199360, intron 1 of 6)	intron (NM_001199360, intron 1 of 6)	335.0	NM_001199360	209497.0	Mm.249648	NM_177592	ENSMUSG00000047045	Tmem164	AI316850|AI852450|AW547186|F730011B02	transmembrane protein 164	protein-coding	6.53	14.21	5.24
chr13-31017	chr13	30602449	30602949	+	6.76	31.013	Intergenic	Intergenic	-12344.0	NR_045975	75090.0	Mm.292232	NR_045975	ENSMUSG00000086263	4930519D14Rik	-	RIKEN cDNA 4930519D14 gene	ncRNA	4.3	17.65	4.82
