PeakID (cmd=annotatePeaks.pl /data/mm10/CD4/ChIP/H3K27Ac/AND-CD4TCell-H3K27Ac-1uM-24h-MNase-All-Conditions/regions.txt mm10 -size given -d AND-CD4TCell-H3K27Ac-1uM-K99A-24h-MNase-Combined AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	1uM K99A	1uM PCC	No Peptide
chr12-67855	chr12	73852433	73852933	+	4.92	14.1	Intergenic	Intergenic	-55184.0	NM_010431	15251.0	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	6.36	4.31	3.14
chr15-58196	chr15	78490318	78490818	+	4.86	21.673000000000002	intron (NM_008368, intron 3 of 9)	(TA)n|Simple_repeat|Simple_repeat	4498.0	NM_008368	16185.0	Mm.35287	NM_008368	ENSMUSG00000068227	Il2rb	CD122|IL-15Rbeta|IL15Rbeta|Il-2/15Rbeta|Il-2Rbeta|p70	interleukin 2 receptor, beta chain	protein-coding	4.64	4.95	7.33
chr16-47767	chr16	10695458	10695958	+	4.86	16.083	intron (NM_177562, intron 21 of 22)	(TA)n|Simple_repeat|Simple_repeat	89828.0	NM_009896	12703.0	Mm.130	NM_009896	ENSMUSG00000038037	Socs1	Cish1|Cish7|JAB|SOCS-1|SSI-1	suppressor of cytokine signaling 1	protein-coding	5.33	5.81	3.14
chr17-86488	chr17	51764001	51764635	+	4.86	7.8870000000000005	intron (NM_001163631, intron 9 of 10)	intron (NM_001163631, intron 9 of 10)	47736.0	NM_001163630	20230.0	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	6.87	3.01	5.65
chr16-75139	chr16	51884378	51884878	+	4.86	6.327000000000001	Intergenic	Lx9|LINE|L1	-146921.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	3.26	4.31	1.88
chr7-121229	chr7	46829000	46829500	+	4.86	19.35	Intergenic	Intergenic	-16554.0	NR_102727	16828.0	Mm.29324	NM_010699	ENSMUSG00000063229	Ldha	Ldh1|Ldhm|l7R2	lactate dehydrogenase A	protein-coding	8.42	5.81	7.96
chr11-91160	chr11	100878185	100878685	+	4.86	8.607000000000001	intron (NM_001164062, intron 11 of 17)	intron (NM_001164062, intron 11 of 17)	17951.0	NM_001164062	20850.0	Mm.277403	NM_011488	ENSMUSG00000004043	Stat5a	AA959963|STAT5	signal transducer and activator of transcription 5A	protein-coding	3.61	1.72	4.19
chr2-106245	chr2	151556493	151556993	+	4.79	12.747	intron (NM_008019, intron 2 of 4)	B2_Mm2|SINE|B2	14244.0	NM_008019	14225.0	Mm.278458	NM_008019	ENSMUSG00000032966	Fkbp1a	12kDa|FKBP12|FKBP12-T1|FKBP12-T2|Fkbp|Fkbp1|mFKBP1|mFKBP12	FK506 binding protein 1a	protein-coding	5.33	5.17	5.03
chr7-76066	chr7	114304829	114305329	+	4.79	12.523	Intergenic	L1_Mus2|LINE|L1	-28963.0	NM_011965	26440.0	Mm.121265	NM_011965	ENSMUSG00000030751	Psma1	C2|HC2|Pros-30|alpha-type	proteasome (prosome, macropain) subunit, alpha type 1	protein-coding	4.64	2.15	6.7
chr19-37010	chr19	53563969	53564469	+	4.79	7.367000000000001	Intergenic	Intergenic	34901.0	NM_001085390	240672.0	Mm.482424	NM_001085390	0	Dusp5	Gm337	dual specificity phosphatase 5	protein-coding	5.5	6.24	3.56
chr17-91976	chr17	51838892	51839392	+	4.79	10.067	Intergenic	Intergenic	-5852.0	NM_001163632	20230.0	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	5.33	3.88	5.03
chr11-132449	chr11	57956214	57956714	+	4.79	24.18	Intergenic	T-rich|Low_complexity|Low_complexity	-52600.0	NM_028451	73158.0	Mm.248843	NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein domain family, member 1	protein-coding	5.33	4.74	3.98
chr11-91161	chr11	100895271	100895771	+	4.79	9.173	intron (NM_213659, intron 15 of 23)	B2_Mm2|SINE|B2	35037.0	NM_001164062	20850.0	Mm.277403	NM_011488	ENSMUSG00000004043	Stat5a	AA959963|STAT5	signal transducer and activator of transcription 5A	protein-coding	4.3	3.23	6.91
chr14-43904	chr14	78419546	78420046	+	4.79	38.653	Intergenic	Intergenic	-111753.0	NM_011613	21943.0	Mm.249221	NM_011613	ENSMUSG00000022015	Tnfsf11	Ly109l|ODF|OPG|OPGL|RANKL|Trance	tumor necrosis factor (ligand) superfamily, member 11	protein-coding	8.42	13.56	7.33
chr15-78276	chr15	67063392	67063892	+	4.72	11.457	Intergenic	B1_Mus1|SINE|Alu	-94001.0	NM_008681	17988.0	Mm.30837	NM_008681	ENSMUSG00000005125	Ndrg1	CAP43|CMT4D|DRG1|HMSNL|NMSL|Ndr1|Ndrl|PROXY1|RTP|TDD5	N-myc downstream regulated gene 1	protein-coding	2.58	6.03	2.93
chr17-56102	chr17	29465559	29466059	+	4.72	13.75	Intergenic	Intergenic	-25236.0	NM_008842	18712.0	Mm.405293	NM_008842	0	Pim1	Pim-1	proviral integration site 1	protein-coding	4.3	5.38	5.65
chr10-73536	chr10	117073161	117073661	+	4.66	6.687	3' UTR (NM_177798, exon 10 of 10)	3' UTR (NM_177798, exon 10 of 10)	-9597.0	NM_007636	12461.0	Mm.247788	NM_007636	ENSMUSG00000034024	Cct2	Cctb	chaperonin containing Tcp1, subunit 2 (beta)	protein-coding	4.3	3.66	5.24
chr13-53677	chr13	98311102	98311602	+	4.66	13.837	intron (NM_001170540, intron 4 of 5)	PB1D9|SINE|Alu	5615.0	NM_145455	218490.0	Mm.371688	NM_145455	ENSMUSG00000021660	Btf3	1700054E11Rik	basic transcription factor 3	protein-coding	4.3	4.09	4.61
chr3-75892	chr3	37653374	37653874	+	4.66	6.853	Intergenic	Intergenic	13674.0	NM_011896	24063.0	Mm.330986	NM_011896	ENSMUSG00000037211	Spry1	sprouty1	sprouty homolog 1 (Drosophila)	protein-coding	6.19	15.29	8.17
chr11-132249	chr11	51598273	51598773	+	4.66	9.232999999999999	intron (NM_028398, intron 9 of 12)	intron (NM_028398, intron 9 of 12)	8358.0	NM_010448	15384.0	Mm.256875	NM_010448	ENSMUSG00000020358	Hnrnpab	3010025C11Rik|CBF-A|Cgbfa|Hnrpab	heterogeneous nuclear ribonucleoprotein A/B	protein-coding	6.53	5.38	3.77
chr17-74634	chr17	51779124	51779624	+	4.66	10.04	intron (NM_001163631, intron 7 of 10)	intron (NM_001163631, intron 7 of 10)	32680.0	NM_001163630	20230.0	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	4.81	5.17	4.61
chr19-36344	chr19	10806603	10807103	+	4.66	7.86	intron (NM_009852, intron 1 of 12)	intron (NM_009852, intron 1 of 12)	23205.0	NM_001037801	12511.0	Mm.290897	NM_009852	ENSMUSG00000024670	Cd6	-	CD6 antigen	protein-coding	4.98	4.52	4.82
chr16-44538	chr16	51677754	51678254	+	4.66	30.456999999999997	Intergenic	B4A|SINE|B4	-353545.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	8.07	15.07	5.24
chr11-105476	chr11	49072184	49072684	+	4.59	7.32	intron (NM_010999, intron 1 of 5)	Lx9|LINE|L1	-4153.0	NM_001271677	15953.0	Mm.24769	NM_008330	ENSMUSG00000078920	Ifi47	47kDa|IRG-47|Ifggc1|Igrd|Iigp4|Iipg4|Irgd	interferon gamma inducible protein 47	protein-coding	3.78	3.88	5.24
chr19-38017	chr19	53540909	53541409	+	4.59	5.803	exon (NM_001085390, exon 4 of 4)	exon (NM_001085390, exon 4 of 4)	11841.0	NM_001085390	240672.0	Mm.482424	NM_001085390	0	Dusp5	Gm337	dual specificity phosphatase 5	protein-coding	2.75	4.52	4.4
chr12-93386	chr12	73895546	73896046	+	4.59	19.893	Intergenic	Intergenic	-12071.0	NM_010431	15251.0	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	6.87	8.4	6.49
chr4-101246	chr4	135239772	135240272	+	4.59	11.377	intron (NM_013885, intron 1 of 5)	intron (NM_013885, intron 1 of 5)	32738.0	NM_013885	29876.0	Mm.257765	NM_013885	ENSMUSG00000037242	Clic4	D0Jmb3|TU-74|mc3s5|mtCLIC	chloride intracellular channel 4 (mitochondrial)	protein-coding	4.12	2.8	4.82
chr4-89700	chr4	140695027	140695527	+	4.59	7.027	Intergenic	MIR|SINE|MIR	-6196.0	NM_173867	108911.0	Mm.253	NM_173867	ENSMUSG00000040945	Rcc2	2610510H01Rik|2610529N02Rik|AA536646|AA675016|Td60|mKIAA1470	regulator of chromosome condensation 2	protein-coding	5.5	2.58	6.49
chr16-56094	chr16	32613703	32614203	+	4.59	12.812999999999999	intron (NM_011638, intron 2 of 18)	intron (NM_011638, intron 2 of 18)	5057.0	NM_011638	22042.0	Mm.28683	NM_011638	ENSMUSG00000022797	Tfrc	2610028K12Rik|AI195355|AI426448|AU015758|CD71|E430033M20Rik|Mtvr-1|Mtvr1|TFR|TFR1|TR|Trfr|p90	transferrin receptor	protein-coding	5.67	3.66	5.45
chr10-85415	chr10	30712033	30712533	+	4.53	10.27	intron (NM_172495, intron 3 of 15)	Lx5|LINE|L1	-56416.0	NM_001111267	211329.0	Mm.297903	NM_172495	ENSMUSG00000039697	Ncoa7	9030406N13Rik	nuclear receptor coactivator 7	protein-coding	4.47	4.95	4.82
chr1-105409	chr1	61066172	61066672	+	4.53	14.81	Intergenic	Intergenic	88508.0	NM_017480	54167.0	Mm.42044	NM_017480	ENSMUSG00000026009	Icos	AILIM|CCLP|CRP-1|H4|Ly115	inducible T cell co-stimulator	protein-coding	5.84	4.52	6.07
chr13-55832	chr13	30840067	30840567	+	4.53	14.38	intron (NM_025588, intron 23 of 27)	intron (NM_025588, intron 23 of 27)	91059.0	NM_013674	16364.0	Mm.4677	NM_013674	ENSMUSG00000021356	Irf4	AI385587|IRF-4|LSIRF|Spip	interferon regulatory factor 4	protein-coding	4.81	5.38	3.35
chr2-145742	chr2	34777809	34778309	+	4.53	9.443	TTS (NM_145522)	TTS (NM_145522)	5969.0	NM_001163434	14828.0	Mm.330160	NM_022310	ENSMUSG00000026864	Hspa5	AL022860|AU019543|Bip|D2Wsu141e|D2Wsu17e|Grp78|Hsce70|SEZ-7|Sez7|baffled|mBiP	heat shock protein 5	protein-coding	2.41	3.88	4.4
chr7-97520	chr7	114319542	114320042	+	4.53	20.192999999999998	intron (NR_029437, intron 2 of 3)	intron (NR_029437, intron 2 of 3)	-43676.0	NM_011965	26440.0	Mm.121265	NM_011965	ENSMUSG00000030751	Psma1	C2|HC2|Pros-30|alpha-type	proteasome (prosome, macropain) subunit, alpha type 1	protein-coding	7.39	4.74	5.45
chr15-59701	chr15	77886434	77886934	+	4.53	22.733	Intergenic	(GGA)n|Simple_repeat|Simple_repeat	42310.0	NM_019913	56551.0	Mm.291917	NM_019913	ENSMUSG00000005354	Txn2	2510006J11Rik|AI788873|Trx2	thioredoxin 2	protein-coding	6.36	4.52	7.54
chr4-84768	chr4	156016781	156017281	+	4.53	14.56	TTS (NM_011659)	TTS (NM_011659)	3336.0	NM_011659	22163.0	Mm.13885	NM_011659	ENSMUSG00000029075	Tnfrsf4	ACT35|CD134|Ly-70|Ox40|TXGP1L|Txgp1	tumor necrosis factor receptor superfamily, member 4	protein-coding	5.67	6.89	5.45
chr17-91639	chr17	45580585	45581085	+	4.46	9.877	Intergenic	Intergenic	-7574.0	NM_008302	15516.0	Mm.2180	NM_008302	ENSMUSG00000023944	Hsp90ab1	90kDa|AL022974|C81438|Hsp84|Hsp84-1|Hsp90|Hspcb	heat shock protein 90 alpha (cytosolic), class B member 1	protein-coding	1.89	1.08	4.19
chr16-50086	chr16	52103782	52104282	+	4.46	10.062999999999999	intron (NM_001033238, intron 3 of 17)	intron (NM_001033238, intron 3 of 17)	72483.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	6.7	3.01	4.61
chr3-66399	chr3	106779595	106780095	+	4.46	12.69	intron (NM_007651, intron 1 of 7)	L1Md_F2|LINE|L1	10304.0	NM_007651	12508.0	Mm.316861	NM_007651	ENSMUSG00000040747	Cd53	AI323659|Ox-44|Tspan25	CD53 antigen	protein-coding	1.72	3.01	2.3
chr1-133931	chr1	61143092	61143592	+	4.46	7.88	Intergenic	Intergenic	165428.0	NM_017480	54167.0	Mm.42044	NM_017480	ENSMUSG00000026009	Icos	AILIM|CCLP|CRP-1|H4|Ly115	inducible T cell co-stimulator	protein-coding	5.5	6.03	6.07
chr7-83623	chr7	44980641	44981141	+	4.46	8.487	intron (NM_001252476, intron 4 of 9)	B1_Mus1|SINE|Alu	5529.0	NM_001252477	15469.0	Mm.27545	NM_019830	ENSMUSG00000052429	Prmt1	6720434D09Rik|AW214366|Hrmt1l2|Mrmt1	protein arginine N-methyltransferase 1	protein-coding	2.23	2.8	4.4
chr10-71084	chr10	75857350	75857850	+	4.46	8.763	Intergenic	Intergenic	2650.0	NM_010798	17319.0	Mm.2326	NM_010798	ENSMUSG00000033307	Mif	GIF|Glif	macrophage migration inhibitory factor	protein-coding	6.01	4.95	5.24
chr6-95301	chr6	124694955	124695455	+	4.46	14.88	intron (NM_145130, intron 1 of 12)	intron (NM_145130, intron 1 of 12)	16973.0	NM_013536	14791.0	Mm.6390	NM_013536	ENSMUSG00000004268	Emg1	C2f|Grcc2f	EMG1 nucleolar protein homolog (S. cerevisiae)	protein-coding	3.26	2.8	5.86
chr6-96034	chr6	11904623	11905123	+	4.4	11.133	intron (NM_010886, intron 3 of 3)	intron (NM_010886, intron 3 of 3)	2573.0	NM_010886	17992.0	Mm.415865	NM_010886	ENSMUSG00000029632	Ndufa4	MLRQ	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4	protein-coding	4.81	4.52	4.19
chr2-124825	chr2	32284093	32284593	+	4.4	13.982999999999999	intron (NM_175190, intron 2 of 4)	B3A|SINE|B2	3726.0	NM_175190	72931.0	Mm.27344	NM_175190	ENSMUSG00000044627	Swi5	1500019F05Rik|2900010J23Rik|AI046671	SWI5 recombination repair homolog (yeast)	protein-coding	4.64	3.23	5.24
chr6-98608	chr6	140717312	140717812	+	4.4	5.687	Intergenic	MTC|LTR|ERVL-MaLR	93264.0	NM_009637	11569.0	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	5.15	3.01	5.45
chr18-56071	chr18	38397058	38397558	+	4.4	16.233	Intergenic	B2_Mm2|SINE|B2	-21667.0	NM_022996	65113.0	Mm.102496	NM_022996	ENSMUSG00000024425	Ndfip1	0610010M22Rik|N4wbp5	Nedd4 family interacting protein 1	protein-coding	4.3	3.01	5.24
chr12-73821	chr12	73893425	73893925	+	4.4	10.877	Intergenic	Intergenic	-14192.0	NM_010431	15251.0	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	4.12	3.66	6.7
chr6-90295	chr6	140578325	140578825	+	4.4	16.457	intron (NM_144920, intron 22 of 30)	GC_rich|Low_complexity|Low_complexity	-44088.0	NM_178803	11569.0	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	3.44	5.17	3.35
chr6-84074	chr6	67289056	67289556	+	4.4	6.297000000000001	TTS (NM_025814)	TTS (NM_025814)	22327.0	NM_025814	66870.0	Mm.240490	NM_025814	ENSMUSG00000036371	Serbp1	1200009K13Rik|9330147J08Rik|AL022786|Pairbp1	serpine1 mRNA binding protein 1	protein-coding	6.36	1.94	4.61
chr11-114131	chr11	17203827	17204327	+	4.4	8.103	intron (NM_025443, intron 6 of 6)	intron (NM_025443, intron 6 of 6)	7512.0	NM_025443	66249.0	Mm.27831	NM_025443	ENSMUSG00000020116	Pno1	1810003N24Rik|AA407421|AU015468|AU019495|AU042323|Emi3|Imi3	partner of NOB1 homolog (S. cerevisiae)	protein-coding	4.81	3.01	4.61
chr7-106290	chr7	114280182	114280682	+	4.4	14.907	Intergenic	Intergenic	-4316.0	NM_011965	26440.0	Mm.121265	NM_011965	ENSMUSG00000030751	Psma1	C2|HC2|Pros-30|alpha-type	proteasome (prosome, macropain) subunit, alpha type 1	protein-coding	4.98	1.72	7.96
chr13-61749	chr13	69613968	69614468	+	4.4	5.697	intron (NM_145354, intron 3 of 18)	intron (NM_145354, intron 3 of 18)	2202.0	NM_145354	28114.0	Mm.260009	NM_145354	ENSMUSG00000021595	Nsun2	D13Wsu123e|Misu	NOL1/NOP2/Sun domain family member 2	protein-coding	3.61	3.01	3.56
chr11-105720	chr11	57986487	57986987	+	4.4	10.38	Intergenic	Intergenic	-22327.0	NM_028451	73158.0	Mm.248843	NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein domain family, member 1	protein-coding	3.78	6.89	3.35
chr16-54812	chr16	51762436	51762936	+	4.4	6.947	Intergenic	Intergenic	-268863.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	4.81	4.74	1.88
chr5-120480	chr5	147868070	147868570	+	4.33	4.643	intron (NM_025624, intron 2 of 5)	intron (NM_025624, intron 2 of 5)	7692.0	NM_025624	66537.0	Mm.332855	NM_025624	ENSMUSG00000029649	Pomp	2510048O06Rik|Ump1	proteasome maturation protein	protein-coding	3.61	3.23	3.14
chr6-95678	chr6	140547915	140548415	+	4.33	17.942999999999998	intron (NM_144920, intron 11 of 30)	intron (NM_144920, intron 11 of 30)	-74498.0	NM_178803	11569.0	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	12.54	23.9	16.75
chr12-69605	chr12	55450347	55450847	+	4.33	8.607000000000001	intron (NR_035430, intron 1 of 3)	intron (NR_035430, intron 1 of 3)	42050.0	NM_010907	18035.0	Mm.170515	NM_010907	ENSMUSG00000021025	Nfkbia	AI462015|Nfkbi	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha	protein-coding	8.76	7.54	6.91
chr10-93124	chr10	30708969	30709469	+	4.33	10.633	intron (NM_172495, intron 3 of 15)	intron (NM_172495, intron 3 of 15)	-53352.0	NM_001111267	211329.0	Mm.297903	NM_172495	ENSMUSG00000039697	Ncoa7	9030406N13Rik	nuclear receptor coactivator 7	protein-coding	6.01	3.01	3.98
chr17-76882	chr17	51850774	51851274	+	4.27	11.297	Intergenic	Intergenic	-17734.0	NM_001163632	20230.0	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	4.47	3.44	4.4
chr12-80581	chr12	73833235	73833735	+	4.27	10.66	Intergenic	Intergenic	-74382.0	NM_010431	15251.0	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	4.98	4.74	4.82
chr19-39223	chr19	60787284	60787784	+	4.27	12.02	intron (NM_010123, intron 1 of 21)	intron (NM_010123, intron 1 of 21)	3159.0	NM_010123	13669.0	Mm.2238	NM_010123	ENSMUSG00000024991	Eif3a	A830012B05Rik|Csma|Eif3|Eif3s10|mKIAA0139	eukaryotic translation initiation factor 3, subunit A	protein-coding	4.64	5.17	2.09
chr1-114532	chr1	36809721	36810221	+	4.27	9.93	intron (NM_018872, intron 29 of 40)	intron (NM_018872, intron 29 of 40)	30987.0	NM_001289612	22637.0	Mm.8038	NM_009539	ENSMUSG00000026117	Zap70	Srk|ZAP-70|mrtle|mur	zeta-chain (TCR) associated protein kinase	protein-coding	4.81	3.44	2.93
chr17-76881	chr17	51791888	51792388	+	4.2	8.347000000000001	intron (NM_001163631, intron 5 of 10)	intron (NM_001163631, intron 5 of 10)	19916.0	NM_001163630	20230.0	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	6.36	2.58	4.19
chr16-63898	chr16	45372434	45372934	+	4.2	9.073	Intergenic	ORR1E|LTR|ERVL-MaLR	36369.0	NM_010818	17470.0	Mm.245851	NM_010818	ENSMUSG00000022661	Cd200	Mox2|OX2	CD200 antigen	protein-coding	9.96	21.75	7.54
chr6-110995	chr6	140671310	140671810	+	4.2	11.35	intron (NM_009637, intron 8 of 8)	(TATG)n|Simple_repeat|Simple_repeat	47262.0	NM_009637	11569.0	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	9.96	6.46	10.05
chr14-65353	chr14	37128695	37129195	+	4.13	15.96	intron (NM_078478, intron 5 of 8)	B2_Mm2|SINE|B2	6194.0	NM_001199122	66092.0	Mm.182912	NM_078478	ENSMUSG00000041028	Ghitm	1010001P14Rik|C77840|MICS1|PTD010|Tmbim5	growth hormone inducible transmembrane protein	protein-coding	5.15	2.58	2.72
chr10-92365	chr10	127308957	127309457	+	4.13	3.733	intron (NM_001171582, intron 4 of 21)	intron (NM_001171582, intron 4 of 21)	2579.0	NM_001171582	216443.0	Mm.28173	NM_001003913	ENSMUSG00000040354	Mars	Metrs|Mtrns	methionine-tRNA synthetase	protein-coding	4.47	3.44	5.24
chr2-140388	chr2	11667647	11668147	+	4.13	6.397	intron (NM_008367, intron 1 of 7)	intron (NM_008367, intron 1 of 7)	25105.0	NM_008367	16184.0	Mm.915	NM_008367	ENSMUSG00000026770	Il2ra	CD25|Il2r|Ly-43	interleukin 2 receptor, alpha chain	protein-coding	1.2	3.01	2.09
chr9-95071	chr9	25267380	25267880	+	4.13	12.25	intron (NM_001205367, intron 2 of 12)	intron (NM_001205367, intron 2 of 12)	15191.0	NM_009859	235072.0	Mm.270259	NM_009859	ENSMUSG00000001833	Sept7	Cdc10|E430034N22	septin 7	protein-coding	3.26	4.95	4.61
chr1-138138	chr1	60987163	60987663	+	4.07	3.3169999999999997	intron (NM_017480, intron 1 of 4)	intron (NM_017480, intron 1 of 4)	9499.0	NM_017480	54167.0	Mm.42044	NM_017480	ENSMUSG00000026009	Icos	AILIM|CCLP|CRP-1|H4|Ly115	inducible T cell co-stimulator	protein-coding	3.95	4.31	4.19
chr11-128379	chr11	49071306	49071806	+	4.07	6.6770000000000005	intron (NM_010999, intron 1 of 5)	intron (NM_010999, intron 1 of 5)	-5031.0	NM_001271677	15953.0	Mm.24769	NM_008330	ENSMUSG00000078920	Ifi47	47kDa|IRG-47|Ifggc1|Igrd|Iigp4|Iipg4|Irgd	interferon gamma inducible protein 47	protein-coding	3.95	2.58	2.72
chr11-125708	chr11	75738069	75738569	+	4.07	14.597000000000001	intron (NM_009536, intron 1 of 5)	intron (NM_009536, intron 1 of 5)	5432.0	NM_009536	22627.0	Mm.234700	NM_009536	ENSMUSG00000020849	Ywhae	AU019196	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	protein-coding	12.03	12.27	8.59
chr16-70915	chr16	91962326	91962826	+	4.07	23.543000000000003	Intergenic	Intergenic	-30946.0	NM_138597	28080.0	Mm.41	NM_138597	ENSMUSG00000022956	Atp5o	ATPO|D12Wsu28e|OSCP	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	protein-coding	3.78	9.47	5.03
chr15-85505	chr15	78509262	78509762	+	4.07	9.423	Intergenic	Intergenic	-14446.0	NM_008368	16185.0	Mm.35287	NM_008368	ENSMUSG00000068227	Il2rb	CD122|IL-15Rbeta|IL15Rbeta|Il-2/15Rbeta|Il-2Rbeta|p70	interleukin 2 receptor, beta chain	protein-coding	4.12	5.38	5.03
chr11-140102	chr11	50321006	50321506	+	4.0	17.463	intron (NM_001110500, intron 1 of 14)	intron (NM_001110500, intron 1 of 14)	4417.0	NM_001110500	12330.0	Mm.248827	NM_007597	ENSMUSG00000020368	Canx	1110069N15Rik|AI988026|Cnx|D11Ertd153e	calnexin	protein-coding	6.36	5.17	6.07
chr6-103301	chr6	87845107	87845607	+	3.94	5.937	intron (NM_013493, intron 3 of 4)	intron (NM_013493, intron 3 of 4)	5749.0	NM_001109746	12785.0	Mm.290251	NM_013493	ENSMUSG00000030057	Cnbp	AA408710|Cnbp1|Znf9	cellular nucleic acid binding protein	protein-coding	3.26	3.88	5.45
chr8-86841	chr8	31163044	31163544	+	3.94	9.67	non-coding (NR_103719, exon 8 of 8)	non-coding (NR_103719, exon 8 of 8)	5430.0	NM_026453	67920.0	Mm.289818	NM_026453	ENSMUSG00000031578	Mak16	2600016B03Rik|AI314911|Rbm13	MAK16 homolog (S. cerevisiae)	protein-coding	3.95	3.44	2.93
chr1-136496	chr1	178330219	178330719	+	3.94	7.537000000000001	intron (NM_016805, intron 11 of 13)	intron (NM_016805, intron 11 of 13)	7315.0	NM_016805	51810.0	Mm.86589	NM_016805	ENSMUSG00000039630	Hnrnpu	AA408410|AI256620|AL024194|AL024437|AW557595|C86794|Hnrpu|SAFA|Sp120|hnRNP U	heterogeneous nuclear ribonucleoprotein U	protein-coding	4.98	3.66	6.28
chr8-88649	chr8	120723316	120723816	+	3.94	7.013	Intergenic	Intergenic	-12810.0	NM_008320	15900.0	Mm.334861	NM_008320	ENSMUSG00000041515	Irf8	AI893568|ICSBP|IRF-8|Icsbp1|Myls	interferon regulatory factor 8	protein-coding	3.26	3.88	2.3
chr16-72762	chr16	51877559	51878059	+	3.87	12.26	Intergenic	Intergenic	-153740.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	3.44	6.67	1.88
chr16-77614	chr16	52173388	52173888	+	3.87	17.067	intron (NM_001033238, intron 12 of 17)	intron (NM_001033238, intron 12 of 17)	142089.0	NM_001033238	208650.0	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	4.81	6.46	4.82
chr3-91337	chr3	37529891	37530391	+	3.87	6.46	intron (NM_001163511, intron 15 of 15)	intron (NM_001163511, intron 15 of 15)	-109809.0	NM_011896	24063.0	Mm.330986	NM_011896	ENSMUSG00000037211	Spry1	sprouty1	sprouty homolog 1 (Drosophila)	protein-coding	3.26	3.01	3.56
chr15-87975	chr15	77925464	77925964	+	3.87	12.273	intron (NM_019913, intron 2 of 3)	AT_rich|Low_complexity|Low_complexity	3280.0	NM_019913	56551.0	Mm.291917	NM_019913	ENSMUSG00000005354	Txn2	2510006J11Rik|AI788873|Trx2	thioredoxin 2	protein-coding	3.78	2.58	5.65
