PeakID (cmd=annotatePeaks.pl /data/mm10/CD4/ChIP/H3K4me2/AND-CD4TCell-ChIP-H3K4me2-All-Conditions-KAA-14-10-20/regions.txt mm10 -size given -d AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	0.1uM PCC	100uM K99A	10uM K99A	10uM PCC	No Peptide
chr4-28622	chr4	149163570	149164444	+	9.64	10.573	intron (NM_001081274, intron 3 of 12)	intron (NM_001081274, intron 3 of 12)	2700	NM_001081274	110208	Mm.252080	NM_025801	ENSMUSG00000028961	Pgd	0610042A05Rik|AU019875|C78335	phosphogluconate dehydrogenase	protein-coding	9.26	12.44	14.6	8.66	6.67
chr9-19805	chr9	21527139	21527639	+	9.52	5.66	intron (NM_001198794, intron 1 of 6)	B2_Mm1t|SINE|B2	1212	NM_001198794	382062	Mm.325205	NM_206536	ENSMUSG00000057191	AB124611	Gm1706	cDNA sequence AB124611	protein-coding	6.79	1.7	7.3	2.89	5.84
chr1-22792	chr1	39909540	39910040	+	9.4	10.327	intron (NM_008696, intron 2 of 30)	intron (NM_008696, intron 2 of 30)	8877	NM_001252200	26921	Mm.491139	NM_008696	ENSMUSG00000026074	Map4k4	9430080K19Rik|AU043147|AU045934|AW046177|HGK|Nik	mitogen-activated protein kinase kinase kinase kinase 4	protein-coding	4.94	7.92	9.12	10.4	9.18
chrX-10970	chrX	140501566	140502358	+	9.4	6.867000000000001	Intergenic	Intergenic	40706	NR_122039	14605	Mm.22216	NM_010286	ENSMUSG00000031431	Tsc22d3	DIP|Dsip1|Gilz|TSC-22R|Tilz3	TSC22 domain family, member 3	protein-coding	6.17	10.75	7.3	9.24	9.18
chr13-24076	chr13	52578280	52579238	+	9.17	7.513	Intergenic	Intergenic	-4678	NM_001198977	20963	Mm.375031	NM_011518	ENSMUSG00000021457	Syk	Sykb	spleen tyrosine kinase	protein-coding	8.03	9.05	7.76	9.82	16.69
chr18-10489	chr18	56336012	56336692	+	9.17	18.203	Intergenic	(CCA)n|Simple_repeat|Simple_repeat	-95780	NM_026240	107022	Mm.24356	NM_026240	ENSMUSG00000001700	Gramd3	9030613F08Rik|9130427A09Rik|AW061306|NS3TP2	GRAM domain containing 3	protein-coding	6.79	12.44	6.84	8.09	9.18
chr11-31274	chr11	76039734	76040234	+	9.17	6.747000000000001	Intergenic	Intergenic	-12202	NM_029658	76566	Mm.34131	NM_029658	ENSMUSG00000020846	Fam101b	1500005K14Rik|RefilinB|cfm	family with sequence similarity 101, member B	protein-coding	6.17	6.22	5.93	3.47	7.51
chr6-26557	chr6	125468078	125468724	+	9.17	8.243	intron (NM_007657, intron 2 of 7)	intron (NM_007657, intron 2 of 7)	26354	NM_007657	12527	Mm.210676	NM_007657	ENSMUSG00000030342	Cd9	Tspan29	CD9 antigen	protein-coding	8.03	7.92	8.21	16.75	3.34
chr15-19622	chr15	77850710	77851210	+	9.17	15.88	Intergenic	GA-rich|Low_complexity|Low_complexity	-8785	NM_022410	17886	Mm.29677	NM_022410	ENSMUSG00000022443	Myh9	Fltn|Myhn-1|Myhn1|NMHCIIA|NMMHC-A|NMMHC-IIA|TU72.6	myosin, heavy polypeptide 9, non-muscle	protein-coding	12.35	3.39	8.67	5.2	9.18
chr19-12017	chr19	57108049	57108549	+	9.17	9.457	intron (NM_001290813, intron 6 of 20)	B1_Mus2|SINE|Alu	10725	NM_001103178	226251	Mm.217161	NM_178688	ENSMUSG00000025085	Ablim1	2210411C18Rik|2610209L21Rik|4833406P10Rik|9330196J19Rik|AV079770|AW060987|AW215784|Limab1|mKIAA0059	actin-binding LIM protein 1	protein-coding	10.5	6.22	7.76	7.51	11.68
chr10-20982	chr10	5164024	5164524	+	8.93	11.74	intron (NM_001079686, intron 7 of 54)	AT_rich|Low_complexity|Low_complexity	30433	NM_001079686	64009	Mm.331626	NM_022027	ENSMUSG00000019769	Syne1	8B|A330049M09Rik|BE692247|C130039F11Rik|CPG2|Myne1|mKIAA1756	spectrin repeat containing, nuclear envelope 1	protein-coding	6.79	6.22	5.93	6.35	11.68
chr3-26906	chr3	115734966	115735594	+	8.93	17.573	Intergenic	(TTTA)n|Simple_repeat|Simple_repeat	-20225	NM_007901	13609	Mm.982	NM_007901	ENSMUSG00000045092	S1pr1	AI849002|Edg1|Lpb1|S1p|S1p1	sphingosine-1-phosphate receptor 1	protein-coding	7.41	11.31	10.49	10.98	5.84
chr19-12711	chr19	11526407	11526907	+	8.81	9.343	intron (NM_027209, intron 4 of 6)	intron (NM_027209, intron 4 of 6)	8098	NM_027209	69774	Mm.436639	NM_027209	ENSMUSG00000024677	Ms4a6b	1810027D10Rik	membrane-spanning 4-domains, subfamily A, member 6B	protein-coding	4.32	9.61	8.67	12.13	12.51
chr9-21775	chr9	110891308	110891808	+	8.7	10.74	intron (NM_001146060, intron 15 of 26)	intron (NM_001146060, intron 15 of 26)	11236	NM_001146060	235633	Mm.86338	NM_146228	ENSMUSG00000044037	Als2cl	79H19D|79H19E|BC022645|D930044G19Rik|mRn.49018	ALS2 C-terminal like	protein-coding	10.5	4.52	7.3	6.35	9.18
chr8-16961	chr8	119972752	119973252	+	8.7	5.527	Intergenic	Intergenic	-19468	NM_030209	78892	Mm.264680	NM_030209	ENSMUSG00000031825	Crispld2	1810049K24Rik|Lcrisp2|Lgl1|coffeecrisp	cysteine-rich secretory protein LCCL domain containing 2	protein-coding	3.7	10.75	7.76	1.73	5.84
chr7-25182	chr7	63981233	63981865	+	8.7	8.263	Intergenic	L1MB7|LINE|L1	-42634	NM_021366	50794	Mm.240473	NM_021366	ENSMUSG00000052040	Klf13	0610043C13Rik|9430029L20Rik|Bteb3|FKLF-2|FKLF2|NSLP1|RFLAT-1|RFLAT1	Kruppel-like factor 13	protein-coding	4.94	9.61	6.39	4.04	5.01
chr19-12476	chr19	53180556	53181056	+	8.7	13.203	intron (NM_013758, intron 1 of 15)	intron (NM_013758, intron 1 of 15)	36809	NM_013758	27360	Mm.426080	NM_013758	ENSMUSG00000025026	Add3	AI463285|R75380	adducin 3 (gamma)	protein-coding	9.88	5.66	8.21	9.24	16.69
chr19-12930	chr19	34515236	34515736	+	8.58	7.617000000000001	intron (NM_021460, intron 3 of 9)	intron (NM_021460, intron 3 of 9)	11988	NM_021460	16889	Mm.157545	NM_021460	ENSMUSG00000024781	Lipa	AA960673|Lal|Lip-1|Lip1	lysosomal acid lipase A	protein-coding	1.85	5.09	2.74	5.78	10.01
chr6-20049	chr6	120458119	120458619	+	8.58	4.66	Intergenic	Intergenic	-4828	NM_008359	16172	Mm.4481	NM_008359	ENSMUSG00000002897	Il17ra	AW538159|Cdw217|Il17r|VDw217	interleukin 17 receptor A	protein-coding	3.09	2.83	3.65	2.89	5.84
chr3-21149	chr3	90623256	90623892	+	8.58	9.44	Intergenic	Intergenic	10680	NM_011313	20200	Mm.100144	NM_011313	ENSMUSG00000001025	S100a6	2A9|5B10|CALCYCLIN|Cacy|PRA	S100 calcium binding protein A6 (calcyclin)	protein-coding	11.11	3.96	10.04	9.24	9.18
chr1-26462	chr1	134071248	134071748	+	8.46	7.367000000000001	Intergenic	Intergenic	7657	NM_007570	12227	Mm.392646	NM_007570	ENSMUSG00000020423	Btg2	AA959598|APRO1|Pc3|TIS21	B cell translocation gene 2, anti-proliferative	protein-coding	10.5	8.48	3.65	2.31	10.01
chr7-25691	chr7	121055243	121055743	+	8.46	7.187	intron (NM_021554, intron 3 of 4)	intron (NM_021554, intron 3 of 4)	19037	NM_030691	80719	Mm.160384	NM_030691	ENSMUSG00000035004	Igsf6	-	immunoglobulin superfamily, member 6	protein-coding	9.88	11.31	10.95	12.71	14.18
chr19-13205	chr19	9955040	9955540	+	8.46	7.047000000000001	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-25310	NR_073181	14319	Mm.1776	NM_010239	ENSMUSG00000024661	Fth1	FHC|Fth|HFt|MFH	ferritin heavy chain 1	protein-coding	2.47	5.66	6.84	3.47	5.84
chr8-21534	chr8	83799949	83800449	+	8.34	9.347000000000001	Intergenic	B4|SINE|B4	-58888	NM_001163031	26364	Mm.334648	NM_011925	ENSMUSG00000002885	Cd97	AA409984|TM7LN1	CD97 antigen	protein-coding	8.64	8.48	3.65	6.35	10.01
chr15-17923	chr15	75137937	75138437	+	8.34	8.22	Intergenic	Intergenic	-26238	NM_001099217	100041546	Mm.482110	NM_001099217	ENSMUSG00000022584	Ly6c2	Ly-6C.2|Ly-6C2	lymphocyte antigen 6 complex, locus C2	protein-coding	5.56	7.92	6.39	6.93	10.01
chr1-26544	chr1	165684234	165684734	+	8.34	18.06	intron (NM_001038846, intron 1 of 5)	intron (NM_001038846, intron 1 of 5)	23610	NM_178593	226594	Mm.265552	NM_178593	ENSMUSG00000040723	Rcsd1	A430105K13Rik|BC025872	RCSD domain containing 1	protein-coding	8.03	10.75	7.76	6.93	13.35
chr14-14260	chr14	30612442	30612942	+	8.34	14.383	intron (NM_011103, intron 1 of 17)	intron (NM_011103, intron 1 of 17)	13516	NM_011103	18753	Mm.2314	NM_011103	ENSMUSG00000021948	Prkcd	AI385711|D14Ertd420e|PKC[d]|PKCdelta|Pkcd	protein kinase C, delta	protein-coding	8.64	5.66	5.93	5.2	6.67
chr13-18476	chr13	117202914	117203414	+	8.34	13.56	Intergenic	Intergenic	-17409	NM_010330	13723	Mm.274926	NM_010330	ENSMUSG00000021728	Emb	AL022799|Gp70	embigin	protein-coding	16.05	14.14	11.86	8.09	14.18
chr17-19009	chr17	84190850	84191350	+	8.23	24.81	3' UTR (NM_183021, exon 38 of 38)	3' UTR (NM_183021, exon 38 of 38)	-3153	NM_001001806	12193	Mm.259321	NM_001001806	ENSMUSG00000045817	Zfp36l2	Brf2|ERF2|Tis11d	zinc finger protein 36, C3H type-like 2	protein-coding	11.11	10.75	6.84	12.13	14.18
chr2-38571	chr2	102897480	102897980	+	8.11	10.39	intron (NM_001177787, intron 1 of 10)	intron (NM_001177787, intron 1 of 10)	3935	NM_001177787	12505	Mm.423621	NM_009851	ENSMUSG00000005087	Cd44	AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1	CD44 antigen	protein-coding	6.17	10.75	7.3	6.93	6.67
chr15-18604	chr15	103252411	103252911	+	8.11	8.06	intron (NM_008685, intron 1 of 2)	intron (NM_008685, intron 1 of 2)	2755	NM_008685	18022	Mm.457989	NM_008685	ENSMUSG00000058794	Nfe2	45kDa|NF-E2|p45|p45NFE2|p45nf-e2	nuclear factor, erythroid derived 2	protein-coding	4.32	7.35	7.76	11.55	8.34
chr6-20914	chr6	88820577	88821077	+	8.11	6.83	intron (NM_001166249, intron 6 of 7)	intron (NM_001166249, intron 6 of 7)	21108	NM_030251	80283	Mm.166858	NM_030251	ENSMUSG00000030083	Abtb1	AI847549|BC003234|BPOZ|EF1ABP	ankyrin repeat and BTB (POZ) domain containing 1	protein-coding	7.41	7.35	3.19	8.66	4.17
chr1-27480	chr1	193193792	193194292	+	8.11	6.093	intron (NM_153137, intron 8 of 15)	intron (NM_153137, intron 8 of 15)	7504	NM_153137	215243	Mm.261259	NM_153137	ENSMUSG00000037318	Traf3ip3	6030423D04Rik|AI115021|T3jam	TRAF3 interacting protein 3	protein-coding	9.26	5.66	7.76	10.4	9.18
chr8-31065	chr8	72291294	72291794	+	8.11	15.503	Intergenic	(TTTC)n|Simple_repeat|Simple_repeat	-27518	NM_008452	16598	Mm.26938	NM_008452	ENSMUSG00000055148	Klf2	Lklf	Kruppel-like factor 2 (lung)	protein-coding	9.88	7.92	10.49	12.71	5.84
chr11-38681	chr11	83095490	83095990	+	8.11	8.142999999999999	Intergenic	Intergenic	-21105	NM_011407	20555	Mm.10948	NM_011407	ENSMUSG00000078763	Slfn1	AV316259	schlafen 1	protein-coding	21.61	16.97	15.97	15.02	19.19
chr7-28588	chr7	128088834	128089462	+	8.11	5.353	intron (NM_008401, intron 12 of 29)	L1M2|LINE|L1	26508	NM_008401	16409	Mm.262106	NM_008401	ENSMUSG00000030786	Itgam	CD11b/CD18|CR3|CR3A|Cd11b|F730045J24Rik|Ly-40|MAC1|Mac-1|Mac-1a	integrin alpha M	protein-coding	7.41	4.52	6.39	5.78	5.01
chr11-33122	chr11	17002412	17002912	+	8.11	6.82	intron (NM_019549, intron 1 of 9)	intron (NM_019549, intron 1 of 9)	6056	NM_019549	56193	Mm.98232	NM_019549	ENSMUSG00000020120	Plek	2010300B13Rik	pleckstrin	protein-coding	4.94	9.05	9.12	5.78	7.51
chr2-36540	chr2	35270583	35271217	+	7.99	12.457	intron (NM_001206367, intron 2 of 17)	B3|SINE|B2	4156	NM_001206369	227753	Mm.21109	NM_146120	ENSMUSG00000026879	Gsn	ADF	gelsolin	protein-coding	6.17	9.05	9.58	6.93	9.18
chr12-17107	chr12	102285845	102286345	+	7.99	5.553	intron (NM_001161365, intron 1 of 9)	intron (NM_001161365, intron 1 of 9)	2454	NM_001161365	217835	Mm.24145	NM_177620	ENSMUSG00000044456	Rin3	6430500K07|C86933	Ras and Rab interactor 3	protein-coding	6.17	7.92	8.67	7.51	2.5
chr2-43029	chr2	102893303	102893987	+	7.99	7.63	intron (NM_001177787, intron 1 of 10)	intron (NM_001177787, intron 1 of 10)	8020	NM_001177787	12505	Mm.423621	NM_009851	ENSMUSG00000005087	Cd44	AU023126|AW121933|AW146109|HERMES|Ly-24|Pgp-1	CD44 antigen	protein-coding	6.79	14.14	9.12	7.51	7.51
chr17-21317	chr17	23644452	23644952	+	7.99	15.97	exon (NM_001033339, exon 1 of 10)	exon (NM_001033339, exon 1 of 10)	567	NM_001033339	240047	Mm.235343	NM_001033339	ENSMUSG00000023903	Mmp25	F730048C11Rik|Leukolysin|MMP20|MT6-MMP	matrix metallopeptidase 25	protein-coding	8.64	2.26	8.21	3.47	15.85
chr9-27125	chr9	42150915	42151415	+	7.99	5.327000000000001	Intergenic	Intergenic	-26876	NM_011436	20660	Mm.121920	NM_011436	0	Sorl1	2900010L19Rik|AI596264|AW261561|LR11|SorLA|gp250|mSorLA	sortilin-related receptor, LDLR class A repeats-containing	protein-coding	3.7	6.79	2.28	4.04	4.17
chr2-36646	chr2	79173153	79173653	+	7.87	10.897	Intergenic	Intergenic	-82023	NM_010576	16401	Mm.31903	NM_010576	ENSMUSG00000027009	Itga4	CD49D|Itga4B	integrin alpha 4	protein-coding	14.82	12.44	13.23	16.17	17.52
chr5-25081	chr5	149252193	149252693	+	7.87	4.787	Intergenic	Intergenic	-12615	NM_009663	11690	Mm.19844	NM_009663	ENSMUSG00000060063	Alox5ap	Flap	arachidonate 5-lipoxygenase activating protein	protein-coding	2.47	2.26	6.39	5.2	1.67
chr7-25385	chr7	139990789	139991289	+	7.87	10.057	intron (NM_001291066, intron 2 of 23)	intron (NM_001291066, intron 2 of 23)	1449	NM_007403	11501	Mm.15969	NM_007403	ENSMUSG00000025473	Adam8	CD156|CD156a|E430039A18Rik|MS2	a disintegrin and metallopeptidase domain 8	protein-coding	7.41	7.92	10.49	8.66	8.34
chr14-25274	chr14	73400176	73400676	+	7.87	12.337	Intergenic	Intergenic	-15155	NM_008410	16432	Mm.4266	NM_008410	ENSMUSG00000022108	Itm2b	AI256040|Bri|Bri2|Bricd2b|D14Sel6|E25BMM|imBRI2	integral membrane protein 2B	protein-coding	4.94	5.09	8.67	5.78	5.84
chr7-25504	chr7	44572692	44573192	+	7.87	16.287	intron (NM_008437, intron 1 of 8)	(CA)n|Simple_repeat|Simple_repeat	497	NM_008437	16541	Mm.383181	NM_008437	ENSMUSG00000002204	Napsa	KAP|Kdap|NAP1|SNAPA|pronapsin	napsin A aspartic peptidase	protein-coding	9.26	6.22	7.76	5.2	6.67
chr8-27422	chr8	13655078	13655732	+	7.76	5.48	intron (NM_009025, intron 1 of 23)	intron (NM_009025, intron 1 of 23)	22182	NM_009025	19414	Mm.18517	NM_009025	ENSMUSG00000031453	Rasa3	AI326412|C86362|E130011G04|GAPIII|scat	RAS p21 protein activator 3	protein-coding	11.11	3.96	6.84	9.24	10.01
chr14-16979	chr14	30620338	30620966	+	7.76	4.963	intron (NM_011103, intron 1 of 17)	(TTC)n|Simple_repeat|Simple_repeat	5556	NM_011103	18753	Mm.2314	NM_011103	ENSMUSG00000021948	Prkcd	AI385711|D14Ertd420e|PKC[d]|PKCdelta|Pkcd	protein kinase C, delta	protein-coding	3.7	3.39	5.93	4.62	7.51
chr10-31272	chr10	4910108	4910608	+	7.76	6.73	intron (NM_007956, intron 5 of 8)	intron (NM_007956, intron 5 of 8)	158705	NM_022027	64009	Mm.331626	NM_022027	ENSMUSG00000019769	Syne1	8B|A330049M09Rik|BE692247|C130039F11Rik|CPG2|Myne1|mKIAA1756	spectrin repeat containing, nuclear envelope 1	protein-coding	10.5	5.09	8.67	6.35	7.51
chr7-32341	chr7	31043716	31044344	+	7.76	6.317	intron (NM_022007, intron 5 of 5)	ID_B1|SINE|B4	-1699	NM_008761	18301	Mm.1870	NM_008761	ENSMUSG00000009687	Fxyd5	EF-8|Oit2|RIC	FXYD domain-containing ion transport regulator 5	protein-coding	13.58	17.53	12.32	18.48	14.18
chr14-15225	chr14	64486716	64487216	+	7.76	10.737	Intergenic	Intergenic	-31063	NM_026322	110265	Mm.26713	NM_026322	ENSMUSG00000054733	Msra	2310045J23Rik|6530413P12Rik|MSR-A	methionine sulfoxide reductase A	protein-coding	7.41	8.48	4.56	6.35	8.34
chr10-37568	chr10	37135925	37136425	+	7.76	11.027000000000001	exon (NM_008538, exon 2 of 2)	exon (NM_008538, exon 2 of 2)	2751	NM_008538	17118	Mm.30059	NM_008538	ENSMUSG00000069662	Marcks	Macs|PKCSL	myristoylated alanine rich protein kinase C substrate	protein-coding	3.7	2.83	7.3	1.73	5.84
chr17-23239	chr17	33559861	33560361	+	7.76	13.417	intron (NM_053214, intron 1 of 27)	intron (NM_053214, intron 1 of 27)	4404	NM_053214	17916	Mm.42019	NM_053214	ENSMUSG00000024300	Myo1f	C330006B10Rik	myosin IF	protein-coding	11.11	5.09	13.69	7.51	10.01
chr8-19399	chr8	14982330	14982830	+	7.76	6.2	intron (NM_001037736, intron 24 of 27)	intron (NM_001037736, intron 24 of 27)	-28445	NM_029116	74901	Mm.46675	NM_029116	ENSMUSG00000055675	Kbtbd11	2900016B01Rik|4930465M17Rik|mKIAA0711	kelch repeat and BTB (POZ) domain containing 11	protein-coding	9.26	7.35	7.3	7.51	10.85
chr3-24063	chr3	103784243	103784743	+	7.76	13.562999999999999	intron (NR_106164, intron 4 of 4)	(TAAAA)n|Simple_repeat|Simple_repeat	6782	NM_001301306	15257	Mm.20827	NM_010432	ENSMUSG00000008730	Hipk1	1110062K04Rik|Myak	homeodomain interacting protein kinase 1	protein-coding	11.11	6.22	6.39	6.93	2.5
chr13-16878	chr13	55527996	55528496	+	7.64	3.58	intron (NM_013739, intron 1 of 4)	intron (NM_013739, intron 1 of 4)	292	NM_013739	27261	Mm.33910	NM_013739	ENSMUSG00000035711	Dok3	AI450713|Dokl	docking protein 3	protein-coding	4.94	6.22	4.56	2.89	3.34
chr8-19782	chr8	72284988	72285488	+	7.64	6.077000000000001	Intergenic	PB1D10|SINE|Alu	-33824	NM_008452	16598	Mm.26938	NM_008452	ENSMUSG00000055148	Klf2	Lklf	Kruppel-like factor 2 (lung)	protein-coding	5.56	4.52	8.67	7.51	6.67
chr12-18521	chr12	108617656	108618156	+	7.64	9.447000000000001	intron (NM_001163395, intron 1 of 12)	intron (NM_001163395, intron 1 of 12)	12140	NM_001163395	14026	Mm.238841	NM_007965	ENSMUSG00000021262	Evl	AI528774	Ena-vasodilator stimulated phosphoprotein	protein-coding	4.94	7.35	6.84	10.4	10.01
chr15-19763	chr15	6519829	6520329	+	7.64	8.687000000000001	Intergenic	Intergenic	-59768	NM_011815	23880	Mm.170905	NM_011815	0	Fyb	ADAP|B630013F22Rik|FYB-120/130|Slap130|p120/130|p120/p130	FYN binding protein	protein-coding	8.64	10.18	11.86	9.82	10.01
chr1-44972	chr1	165688785	165689421	+	7.64	6.7	intron (NM_001038846, intron 1 of 5)	B3|SINE|B2	18991	NM_178593	226594	Mm.265552	NM_178593	ENSMUSG00000040723	Rcsd1	A430105K13Rik|BC025872	RCSD domain containing 1	protein-coding	8.64	10.18	6.84	6.35	5.84
chr3-24006	chr3	93524770	93525270	+	7.64	4.1	intron (NM_016740, intron 2 of 2)	(TG)n|Simple_repeat|Simple_repeat	4524	NM_016740	20195	Mm.280038	NM_016740	ENSMUSG00000027907	S100a11	EMAPI|Emap1|S100a14|S100c|cal	S100 calcium binding protein A11 (calgizzarin)	protein-coding	5.56	3.39	5.02	5.78	4.17
chr11-37680	chr11	97812397	97812897	+	7.64	6.702999999999999	intron (NM_010688, intron 2 of 6)	intron (NM_010688, intron 2 of 6)	12975	NM_010688	16796	Mm.271967	NM_010688	ENSMUSG00000038366	Lasp1	AA408629|Def-4|SH3P6|Tg(Col1a1-lacZ)1Ngma	LIM and SH3 protein 1	protein-coding	7.41	9.05	5.47	5.2	4.17
chr10-26008	chr10	5079930	5080430	+	7.64	12.307	intron (NM_001079686, intron 37 of 54)	intron (NM_001079686, intron 37 of 54)	-11117	NM_022027	64009	Mm.331626	NM_022027	ENSMUSG00000019769	Syne1	8B|A330049M09Rik|BE692247|C130039F11Rik|CPG2|Myne1|mKIAA1756	spectrin repeat containing, nuclear envelope 1	protein-coding	17.91	16.4	14.14	16.75	13.35
chr12-23250	chr12	102355023	102355523	+	7.52	7.0729999999999995	intron (NM_177620, intron 4 of 9)	intron (NM_177620, intron 4 of 9)	71632	NM_001161365	217835	Mm.24145	NM_177620	ENSMUSG00000044456	Rin3	6430500K07|C86933	Ras and Rab interactor 3	protein-coding	7.41	3.96	1.82	5.2	5.01
chr19-14629	chr19	12463003	12463503	+	7.52	5.603	exon (NM_010821, exon 2 of 2)	exon (NM_010821, exon 2 of 2)	2474	NM_010821	17476	Mm.3999	NM_010821	ENSMUSG00000046805	Mpeg1	MPS1|Mpg-1	macrophage expressed gene 1	protein-coding	8.64	7.92	6.84	5.2	7.51
chr10-26061	chr10	19582978	19583478	+	7.52	7.537000000000001	Intergenic	Intergenic	-8730	NM_010511	15979	Mm.549	NM_010511	ENSMUSG00000020009	Ifngr1	CD119|IFN-gammaR|Ifgr|Ifngr|Nktar	interferon gamma receptor 1	protein-coding	12.97	9.61	15.51	9.82	14.18
chr2-34918	chr2	79238355	79238855	+	7.52	5.36	Intergenic	Intergenic	-16821	NM_010576	16401	Mm.31903	NM_010576	ENSMUSG00000027009	Itga4	CD49D|Itga4B	integrin alpha 4	protein-coding	3.7	4.52	3.65	4.62	6.67
chr6-23092	chr6	125510688	125511188	+	7.52	12.05	Intergenic	Intergenic	-16183	NM_007657	12527	Mm.210676	NM_007657	ENSMUSG00000030342	Cd9	Tspan29	CD9 antigen	protein-coding	6.17	10.18	6.39	8.66	3.34
chr12-25234	chr12	102377764	102378494	+	7.52	7.317	intron (NM_177620, intron 7 of 9)	intron (NM_177620, intron 7 of 9)	61568	NM_011175	19141	Mm.17185	NM_011175	ENSMUSG00000021190	Lgmn	AEP|AI746452|AU022324|Prsc1	legumain	protein-coding	9.26	9.05	10.04	5.78	8.34
chr7-30975	chr7	121064220	121064848	+	7.52	6.4	3' UTR (NM_030691, exon 6 of 6)	3' UTR (NM_030691, exon 6 of 6)	9996	NM_030691	80719	Mm.160384	NM_030691	ENSMUSG00000035004	Igsf6	-	immunoglobulin superfamily, member 6	protein-coding	8.03	5.09	9.12	5.2	9.18
chr2-34230	chr2	22815772	22816272	+	7.52	6.973	intron (NM_019456, intron 1 of 13)	intron (NM_019456, intron 1 of 13)	41695	NM_019456	54519	Mm.14255	NM_019456	ENSMUSG00000026786	Apbb1ip	9930118P07Rik|Prp48	amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein	protein-coding	4.32	9.05	10.49	8.66	8.34
chr19-20404	chr19	6345688	6346440	+	7.52	6.237	intron (NR_117093, intron 18 of 30)	intron (NR_117093, intron 18 of 30)	4904	NM_009006	26412	Mm.25860	NM_009006	0	Map4k2	AI385662|BL44|GCK|Rab8ip	mitogen-activated protein kinase kinase kinase kinase 2	protein-coding	5.56	5.66	10.04	4.04	5.84
chr17-19923	chr17	84238512	84239012	+	7.4	7.6370000000000005	intron (NM_183021, intron 31 of 37)	intron (NM_183021, intron 31 of 37)	-50815	NM_001001806	12193	Mm.259321	NM_001001806	ENSMUSG00000045817	Zfp36l2	Brf2|ERF2|Tis11d	zinc finger protein 36, C3H type-like 2	protein-coding	6.79	16.4	5.93	2.89	4.17
chr18-11030	chr18	56434756	56435256	+	7.4	8.093	intron (NM_026240, intron 1 of 13)	intron (NM_026240, intron 1 of 13)	2874	NM_026240	107022	Mm.24356	NM_026240	ENSMUSG00000001700	Gramd3	9030613F08Rik|9130427A09Rik|AW061306|NS3TP2	GRAM domain containing 3	protein-coding	14.82	7.35	13.23	10.98	22.53
chr8-17824	chr8	75081886	75082386	+	7.4	12.052999999999999	Intergenic	Intergenic	-11482	NM_010442	15368	Mm.276389	NM_010442	ENSMUSG00000005413	Hmox1	D8Wsu38e|HO-1|HO1|Hemox|Hmox|Hsp32	heme oxygenase (decycling) 1	protein-coding	8.03	6.79	7.3	7.51	8.34
chr13-24674	chr13	56611755	56612381	+	7.4	6.013	intron (NM_009369, intron 1 of 16)	intron (NM_009369, intron 1 of 16)	2465	NM_009369	21810	Mm.14455	NM_009369	ENSMUSG00000035493	Tgfbi	68kDa|AI181842|AI747162|Beta-ig|big-h3	transforming growth factor, beta induced	protein-coding	4.32	7.35	5.02	7.51	5.84
chr8-20048	chr8	33665142	33665642	+	7.4	6.372999999999999	intron (NM_010344, intron 1 of 12)	intron (NM_010344, intron 1 of 12)	12154	NM_010344	14782	Mm.283573	NM_010344	ENSMUSG00000031584	Gsr	AI325518|D8Ertd238e|Gr-1|Gr1	glutathione reductase	protein-coding	5.56	3.39	7.76	4.62	5.84
chr9-26505	chr9	110884499	110884999	+	7.29	8.193	intron (NM_001146060, intron 3 of 26)	intron (NM_001146060, intron 3 of 26)	4427	NM_001146060	235633	Mm.86338	NM_146228	ENSMUSG00000044037	Als2cl	79H19D|79H19E|BC022645|D930044G19Rik|mRn.49018	ALS2 C-terminal like	protein-coding	5.56	5.09	10.49	6.35	10.01
chr2-36052	chr2	79252538	79253038	+	7.29	7.0329999999999995	Intergenic	Intergenic	-2638	NM_010576	16401	Mm.31903	NM_010576	ENSMUSG00000027009	Itga4	CD49D|Itga4B	integrin alpha 4	protein-coding	5.56	5.09	8.21	7.51	6.67
chr2-46719	chr2	132051951	132052451	+	7.29	8.353	TTS (NM_018824)	TTS (NM_018824)	-22213	NM_175445	215653	Mm.204737	NM_175445	ENSMUSG00000027339	Rassf2	3830431H01Rik|9030412M04Rik|AI852669|AW495050	Ras association (RalGDS/AF-6) domain family member 2	protein-coding	8.03	6.79	6.84	5.78	4.17
