PeakID (cmd=annotatePeaks.pl /data/mm10/CD4/ChIP/H3K4me2/AND-CD4TCell-ChIP-H3K4me2-All-Conditions-KAA-14-10-20/regions.txt mm10 -size given -d AND-CD4TCell-ChIP-H3K4me2-0_1uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-100uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-K99A-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-10uM-PCC-24h-Rep1-KAA-14-10-20 AND-CD4TCell-ChIP-H3K4me2-No-Peptide-24h-Rep1-KAA-14-10-20)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	0.1uM PCC	100uM K99A	10uM K99A	10uM PCC	No Peptide
chrX-6237	chrX	140445680	140446180	+	8.11	13.72	Intergenic	Intergenic	-10673	NM_021463	19139	Mm.287178	NM_021463	ENSMUSG00000031432	Prps1	2310010D17Rik|C76571|C76678|PRS-I|Prps-1	phosphoribosyl pyrophosphate synthetase 1	protein-coding	11.11	9.05	6.39	6.93	18.36
chr3-19137	chr3	135611437	135611937	+	8.11	4.66	intron (NM_008689, intron 12 of 24)	intron (NM_008689, intron 12 of 24)	79860	NM_008689	18033	Mm.256765	NM_008689	ENSMUSG00000028163	Nfkb1	NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	protein-coding	7.41	1.7	6.39	8.09	5.01
chr14-19725	chr14	56291259	56291911	+	8.11	6.51	Intergenic	Lx6|LINE|L1	-29325	NM_013542	14939	Mm.14874	NM_013542	ENSMUSG00000015437	Gzmb	AI553453|CCP-1/C11|CCP1|Ctla-1|Ctla1|GZB	granzyme B	protein-coding	8.64	10.75	7.76	7.51	0.83
chr6-26321	chr6	67294828	67295454	+	8.11	16.413	intron (NM_008354, intron 15 of 15)	(TGGGGG)n|Simple_repeat|Simple_repeat	28162	NM_001113566	66870	Mm.240490	NM_025814	ENSMUSG00000036371	Serbp1	1200009K13Rik|9330147J08Rik|AL022786|Pairbp1	serpine1 mRNA binding protein 1	protein-coding	4.94	5.09	8.21	5.2	7.51
chr18-10108	chr18	34921561	34922061	+	8.11	7.763	intron (NM_144866, intron 2 of 10)	intron (NM_144866, intron 2 of 10)	10192	NM_144866	225363	Mm.329353	NM_144866	ENSMUSG00000024360	Etf1	AI463371|D6Ertd109e|ERF|ERF1|SUP45L1|TB3-1	eukaryotic translation termination factor 1	protein-coding	8.64	7.35	10.04	11.55	3.34
chr13-16773	chr13	30790806	30791306	+	8.11	11.433	Intergenic	Intergenic	41798	NM_013674	16364	Mm.4677	NM_013674	ENSMUSG00000021356	Irf4	AI385587|IRF-4|LSIRF|Spip	interferon regulatory factor 4	protein-coding	6.79	3.39	4.11	5.78	1.67
chr11-36392	chr11	46367700	46368200	+	7.99	4.377	intron (NM_001281966, intron 1 of 16)	intron (NM_001281966, intron 1 of 16)	21565	NM_001281965	16428	Mm.339927	NM_010583	ENSMUSG00000020395	Itk	Emt|Tcsk|Tsk	IL2 inducible T cell kinase	protein-coding	6.17	9.05	6.84	11.55	4.17
chr1-30665	chr1	51519479	51519979	+	7.99	5.8870000000000005	Intergenic	Intergenic	-41330	NM_028696	109019	Mm.196290	NM_028696	ENSMUSG00000026107	Nabp1	4930434H03Rik|4930442A21Rik|4930488J04Rik|4933440J18Rik|5830411E10Rik|AI852561|Nbp1|Obfc2a|Ssb2	nucleic acid binding protein 1	protein-coding	8.03	5.09	4.11	4.04	1.67
chr16-13896	chr16	52070330	52070830	+	7.87	8.652999999999999	intron (NM_001033238, intron 3 of 17)	intron (NM_001033238, intron 3 of 17)	39031	NM_001033238	208650	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	6.17	5.09	5.47	9.82	6.67
chr15-19628	chr15	78490312	78490812	+	7.87	18.96	intron (NM_008368, intron 3 of 9)	(TA)n|Simple_repeat|Simple_repeat	4504	NM_008368	16185	Mm.35287	NM_008368	ENSMUSG00000068227	Il2rb	CD122|IL-15Rbeta|IL15Rbeta|Il-2/15Rbeta|Il-2Rbeta|p70	interleukin 2 receptor, beta chain	protein-coding	10.5	5.66	10.95	6.35	6.67
chr14-16316	chr14	78302376	78302876	+	7.87	10.817	intron (NM_011613, intron 1 of 4)	intron (NM_011613, intron 1 of 4)	5417	NM_011613	21943	Mm.249221	NM_011613	ENSMUSG00000022015	Tnfsf11	Ly109l|ODF|OPG|OPGL|RANKL|Trance	tumor necrosis factor (ligand) superfamily, member 11	protein-coding	7.41	10.18	10.04	8.66	3.34
chr17-20780	chr17	51785264	51785764	+	7.76	12.357000000000001	intron (NM_001163631, intron 6 of 10)	T-rich|Low_complexity|Low_complexity	26540	NM_001163630	20230	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	8.03	6.22	7.76	3.47	5.01
chr4-23931	chr4	156035430	156035930	+	7.64	13.95	intron (NM_029264, intron 14 of 14)	intron (NM_029264, intron 14 of 14)	9338	NM_009400	21936	Mm.3180	NM_009400	ENSMUSG00000041954	Tnfrsf18	AITR|Gitr	tumor necrosis factor receptor superfamily, member 18	protein-coding	8.64	10.18	9.12	4.62	10.01
chr7-28561	chr7	125615163	125615663	+	7.64	9.263	intron (NM_021887, intron 1 of 8)	L1MA9|LINE|L1	11984	NM_021887	60504	Mm.155643	NM_021887	ENSMUSG00000030745	Il21r	NILR	interleukin 21 receptor	protein-coding	8.03	6.22	4.11	12.13	4.17
chr16-15823	chr16	10694642	10695142	+	7.64	6.037000000000001	intron (NM_177562, intron 21 of 22)	intron (NM_177562, intron 21 of 22)	90644	NM_009896	12703	Mm.130	NM_009896	ENSMUSG00000038037	Socs1	Cish1|Cish7|JAB|SOCS-1|SSI-1	suppressor of cytokine signaling 1	protein-coding	5.56	5.09	7.76	6.93	1.67
chr3-28236	chr3	37123556	37124218	+	7.64	5.75	intron (NM_008366, intron 2 of 3)	(CATA)n|Simple_repeat|Simple_repeat	2067	NM_008366	16183	Mm.14190	NM_008366	ENSMUSG00000027720	Il2	Il-2	interleukin 2	protein-coding	10.5	5.66	7.3	12.13	1.67
chr18-10803	chr18	34923132	34923632	+	7.64	5.393	intron (NM_144866, intron 2 of 10)	B3A|SINE|B2	8621	NM_144866	225363	Mm.329353	NM_144866	ENSMUSG00000024360	Etf1	AI463371|D6Ertd109e|ERF|ERF1|SUP45L1|TB3-1	eukaryotic translation termination factor 1	protein-coding	7.41	7.92	10.04	6.35	1.67
chr8-19333	chr8	121900811	121901311	+	7.64	5.05	intron (NM_011404, intron 1 of 9)	intron (NM_011404, intron 1 of 9)	6625	NM_011404	20539	Mm.27943	NM_011404	ENSMUSG00000040010	Slc7a5	4F2LC|D0H16S474E|LAT1|TA1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	protein-coding	12.97	7.35	7.76	8.66	0.83
chr5-32924	chr5	134633202	134633702	+	7.52	10.63	intron (NM_033561, intron 1 of 6)	intron (NM_033561, intron 1 of 6)	5876	NM_033561	22384	Mm.27955	NM_033561	ENSMUSG00000040731	Eif4h	AU018978|D5Ertd355e|E430026L18Rik|Ef4h|Wbscr1|Wscr1|mKIAA0038	eukaryotic translation initiation factor 4H	protein-coding	11.73	8.48	11.4	10.4	11.68
chr2-33169	chr2	11649466	11649966	+	7.52	20.613000000000003	intron (NM_008367, intron 1 of 7)	(TAA)n|Simple_repeat|Simple_repeat	6924	NM_008367	16184	Mm.915	NM_008367	ENSMUSG00000026770	Il2ra	CD25|Il2r|Ly-43	interleukin 2 receptor, alpha chain	protein-coding	10.5	10.75	9.58	8.66	4.17
chr1-28222	chr1	135814101	135814601	+	7.52	5.403	Intergenic	Intergenic	-4247	NM_133664	16763	Mm.36726	NM_133664	ENSMUSG00000041782	Lad1	-	ladinin	protein-coding	8.03	9.61	7.3	6.93	1.67
chr16-14922	chr16	52090736	52091236	+	7.52	11.21	intron (NM_001033238, intron 3 of 17)	intron (NM_001033238, intron 3 of 17)	59437	NM_001033238	208650	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	12.97	8.48	11.86	8.66	13.35
chr11-38015	chr11	54884043	54884543	+	7.52	4.853	Intergenic	B4|SINE|B4	17855	NM_008248	15254	Mm.425	NM_008248	ENSMUSG00000020267	Hint1	AA673479|Hint|Ipk1|PKCI-1|PRKCNH1	histidine triad nucleotide binding protein 1	protein-coding	9.26	8.48	8.21	5.78	10.01
chr11-48834	chr11	49076518	49077018	+	7.52	10.693	intron (NM_001271677, intron 1 of 2)	intron (NM_001271677, intron 1 of 2)	181	NM_001271677	15953	Mm.24769	NM_008330	ENSMUSG00000078920	Ifi47	47kDa|IRG-47|Ifggc1|Igrd|Iigp4|Iipg4|Irgd	interferon gamma inducible protein 47	protein-coding	8.03	9.61	4.56	4.62	10.85
chr15-25249	chr15	77931527	77932199	+	7.4	9.087	Intergenic	Intergenic	-2869	NM_019913	56551	Mm.291917	NM_019913	ENSMUSG00000005354	Txn2	2510006J11Rik|AI788873|Trx2	thioredoxin 2	protein-coding	7.41	6.22	5.47	10.98	7.51
chr18-11685	chr18	82530671	82531171	+	7.4	5.903	intron (NM_001025245, intron 3 of 3)	intron (NM_001025245, intron 3 of 3)	-23542	NM_001025255	17196	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|mld|shi	myelin basic protein	protein-coding	5.56	7.35	3.65	4.62	5.84
chr1-33250	chr1	185366550	185367050	+	7.29	8.052999999999999	intron (NM_029735, intron 1 of 31)	intron (NM_029735, intron 1 of 31)	3705	NM_029735	107508	Mm.154511	NM_029735	ENSMUSG00000026615	Eprs	2410081F06Rik|3010002K18Rik|C79379|Qprs	glutamyl-prolyl-tRNA synthetase	protein-coding	6.17	5.66	8.21	9.82	3.34
chr19-14739	chr19	53541000	53541500	+	7.29	9.697000000000001	TTS (NM_001085390)	TTS (NM_001085390)	11932	NM_001085390	240672	Mm.482424	NM_001085390	0	Dusp5	Gm337	dual specificity phosphatase 5	protein-coding	5.56	7.92	7.76	8.66	7.51
chr17-21308	chr17	20948469	20948969	+	7.29	6.843	intron (NM_016891, intron 1 of 14)	intron (NM_016891, intron 1 of 14)	3265	NM_016891	51792	Mm.294138	NM_016891	ENSMUSG00000007564	Ppp2r1a	6330556D22Rik|PP2A|PR65	protein phosphatase 2, regulatory subunit A, alpha	protein-coding	10.5	7.35	6.84	8.09	3.34
chr10-25744	chr10	61625564	61626064	+	7.17	17.843	exon (NM_001177511, exon 4 of 4)	exon (NM_001177511, exon 4 of 4)	-22807	NM_026438	67895	Mm.28897	NM_026438	ENSMUSG00000020089	Ppa1	2010317E03Rik|Pyp	pyrophosphatase (inorganic) 1	protein-coding	4.32	2.83	10.95	1.73	15.85
chr11-50695	chr11	53785223	53785723	+	7.17	20.417	TTS (NR_033332)	TTS (NR_033332)	15000	NM_001159396	16362	Mm.105218	NM_008390	ENSMUSG00000018899	Irf1	AU020929|Irf-1	interferon regulatory factor 1	protein-coding	11.11	9.61	8.67	11.55	13.35
chr17-20442	chr17	51789910	51790410	+	7.17	11.71	intron (NM_001163631, intron 5 of 10)	intron (NM_001163631, intron 5 of 10)	21894	NM_001163630	20230	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	1.85	6.79	6.84	10.4	5.01
chr1-32176	chr1	36772326	36772826	+	7.05	7.667000000000001	intron (NM_009539, intron 3 of 12)	intron (NM_009539, intron 3 of 12)	5642	NM_001289765	22637	Mm.8038	NM_009539	ENSMUSG00000026117	Zap70	Srk|ZAP-70|mrtle|mur	zeta-chain (TCR) associated protein kinase	protein-coding	6.17	9.05	7.3	8.09	2.5
chr4-31285	chr4	135221162	135221662	+	7.05	8.312999999999999	intron (NM_013885, intron 4 of 5)	(TCTCTG)n|Simple_repeat|Simple_repeat	51348	NM_013885	29876	Mm.257765	NM_013885	ENSMUSG00000037242	Clic4	D0Jmb3|TU-74|mc3s5|mtCLIC	chloride intracellular channel 4 (mitochondrial)	protein-coding	8.03	5.09	5.02	3.47	8.34
chr4-30367	chr4	47775318	47775962	+	7.05	4.987	Intergenic	Intergenic	-275608	NM_015743	18124	Mm.247261	NM_015743	ENSMUSG00000028341	Nr4a3	AI573420|CHN|CSMF|MINOR|NOR-1|Nor1|TEC	nuclear receptor subfamily 4, group A, member 3	protein-coding	6.17	9.61	7.3	5.2	4.17
chr18-15393	chr18	82496014	82496514	+	6.93	8.77	intron (NM_001025245, intron 1 of 3)	(GAAA)n|Simple_repeat|Simple_repeat	21141	NM_001025245	17196	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|mld|shi	myelin basic protein	protein-coding	6.79	3.96	5.02	4.62	1.67
chr3-23865	chr3	37642674	37643174	+	6.82	10.157	exon (NM_011896, exon 3 of 3)	exon (NM_011896, exon 3 of 3)	2974	NM_011896	24063	Mm.330986	NM_011896	ENSMUSG00000037211	Spry1	sprouty1	sprouty homolog 1 (Drosophila)	protein-coding	14.82	3.96	3.19	15.6	1.67
chr5-29544	chr5	149633259	149633759	+	6.7	6.727	intron (NM_013559, intron 2 of 17)	intron (NM_013559, intron 2 of 17)	2806	NM_013559	15505	Mm.270681	NM_013559	ENSMUSG00000029657	Hsph1	105kDa|AI790491|Hsp105|Hsp110|hsp-E7I	heat shock 105kDa/110kDa protein 1	protein-coding	12.97	3.39	5.02	9.82	2.5
chr19-15914	chr19	8701216	8701716	+	6.7	6.45	Intergenic	RSINE1|SINE|B4	12431	NM_008577	17254	Mm.4114	NM_008577	ENSMUSG00000010095	Slc3a2	4F2|4F2HC|AI314110|Cd98|Ly-10|Ly-m10|Ly10|Mdu1|Mgp-2hc|NACAE	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2	protein-coding	8.03	6.79	5.02	8.66	1.67
chr16-17510	chr16	51698477	51698977	+	6.58	8.94	Intergenic	AT_rich|Low_complexity|Low_complexity	-332822	NM_001033238	208650	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	4.94	6.79	8.21	6.93	6.67
chr18-13290	chr18	82500682	82501182	+	6.58	4.357	intron (NM_001025245, intron 2 of 3)	intron (NM_001025245, intron 2 of 3)	25809	NM_001025245	17196	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|mld|shi	myelin basic protein	protein-coding	5.56	11.88	3.65	6.93	1.67
chr3-30595	chr3	130881675	130882175	+	6.58	13.982999999999999	Intergenic	(TTTA)n|Simple_repeat|Simple_repeat	-151527	NM_001005859	68436	Mm.140568	NM_026724	ENSMUSG00000062006	Rpl34	1100001I22Rik	ribosomal protein L34	protein-coding	4.94	4.52	10.04	4.62	4.17
chr17-23327	chr17	51857541	51858041	+	6.58	8.19	Intergenic	Intergenic	-24501	NM_001163632	20230	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	6.17	6.22	7.76	6.93	14.18
chr3-35303	chr3	135637974	135638474	+	6.46	7.973	intron (NM_008689, intron 6 of 24)	intron (NM_008689, intron 6 of 24)	53323	NM_008689	18033	Mm.256765	NM_008689	ENSMUSG00000028163	Nfkb1	NF-KB1|NF-kappaB|NF-kappaB1|p105|p50|p50/p105	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	protein-coding	4.94	5.09	3.65	3.47	0.0
chr10-32971	chr10	80943910	80944538	+	6.46	4.94	Intergenic	Intergenic	14133	NM_008655	17873	Mm.1360	NM_008655	ENSMUSG00000015312	Gadd45b	AI323528|Myd118	growth arrest and DNA-damage-inducible 45 beta	protein-coding	4.94	6.22	3.19	10.4	5.01
chr17-24073	chr17	33675144	33675644	+	6.35	10.703	intron (NM_001109913, intron 2 of 16)	intron (NM_001109913, intron 2 of 16)	10064	NM_029804	76936	Mm.311439	NM_029804	ENSMUSG00000059208	Hnrnpm	2610023M21Rik|AA409009|Hnrpm|mKIAA4193	heterogeneous nuclear ribonucleoprotein M	protein-coding	5.56	6.22	5.93	8.66	7.51
chr6-26036	chr6	124708848	124709348	+	6.35	7.757000000000001	intron (NM_013536, intron 1 of 5)	intron (NM_013536, intron 1 of 5)	3080	NM_013536	14791	Mm.6390	NM_013536	ENSMUSG00000004268	Emg1	C2f|Grcc2f	EMG1 nucleolar protein homolog (S. cerevisiae)	protein-coding	8.03	7.92	7.76	8.66	8.34
chr11-42693	chr11	33159618	33160118	+	6.35	5.877000000000001	intron (NM_001252260, intron 6 of 10)	intron (NM_001252260, intron 6 of 10)	3338	NM_001252261	18148	Mm.485384	NM_008722	ENSMUSG00000057113	Npm1	B23|NO38|Npm	nucleophosmin 1	protein-coding	6.79	6.22	3.19	11.55	5.84
chr1-36450	chr1	178351341	178351841	+	6.23	7.933	Intergenic	HAL1|LINE|L1	-13807	NM_016805	51810	Mm.86589	NM_016805	ENSMUSG00000039630	Hnrnpu	AA408410|AI256620|AL024194|AL024437|AW557595|C86794|Hnrpu|SAFA|Sp120|hnRNP U	heterogeneous nuclear ribonucleoprotein U	protein-coding	3.09	5.09	5.93	5.78	11.68
chr15-22852	chr15	34440012	34440512	+	6.11	7.737	TTS (NR_028101)	TTS (NR_028101)	2963	NM_009083	19946	Mm.358632	NM_009083	ENSMUSG00000058600	Rpl30	-	ribosomal protein L30	protein-coding	8.64	6.79	5.02	5.2	3.34
chr1-34567	chr1	52144753	52145253	+	6.11	7.313	intron (NM_009283, intron 14 of 24)	intron (NM_009283, intron 14 of 24)	25381	NM_001205313	20846	Mm.277406	NM_009283	ENSMUSG00000026104	Stat1	2010005J02Rik|AA408197	signal transducer and activator of transcription 1	protein-coding	6.79	5.09	5.47	8.66	3.34
chr19-18845	chr19	10723937	10724437	+	5.99	5.757000000000001	intron (NM_007650, intron 5 of 10)	MER5A|DNA|hAT-Charlie	14787	NM_007650	12507	Mm.779	NM_007650	ENSMUSG00000024669	Cd5	Ly-1|Ly-12|Ly-A|Lyt-1	CD5 antigen	protein-coding	5.56	9.05	8.21	13.29	9.18
chr6-29421	chr6	140632372	140632872	+	5.99	5.952999999999999	intron (NM_001005605, intron 1 of 7)	B2_Mm1t|SINE|B2	8324	NM_009637	11569	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	3.7	2.83	3.19	4.04	2.5
chr3-27433	chr3	108439412	108439912	+	5.99	11.722999999999999	intron (NM_001204979, intron 1 of 10)	B1_Mur2|SINE|Alu	5597	NM_001204979	20226	Mm.28688	NM_011319	ENSMUSG00000068739	Sars	Sars1|Strs|serRS	seryl-aminoacyl-tRNA synthetase	protein-coding	5.56	6.79	3.65	6.35	1.67
chr7-34772	chr7	45464144	45464644	+	5.88	6.0729999999999995	intron (NM_007527, intron 4 of 5)	AT_rich|Low_complexity|Low_complexity	2504	NM_007527	12028	Mm.19904	NM_007527	ENSMUSG00000003873	Bax	-	BCL2-associated X protein	protein-coding	8.03	3.96	3.65	3.47	3.34
chr15-27901	chr15	67024703	67025203	+	5.88	6.662999999999999	Intergenic	Intergenic	-55312	NM_008681	17988	Mm.30837	NM_008681	ENSMUSG00000005125	Ndrg1	CAP43|CMT4D|DRG1|HMSNL|NMSL|Ndr1|Ndrl|PROXY1|RTP|TDD5	N-myc downstream regulated gene 1	protein-coding	8.64	6.79	5.02	6.35	8.34
chr3-27125	chr3	37160408	37160908	+	5.76	7.72	Intergenic	Intergenic	-34704	NM_008366	16183	Mm.14190	NM_008366	ENSMUSG00000027720	Il2	Il-2	interleukin 2	protein-coding	6.17	4.52	5.93	6.93	4.17
chr17-26042	chr17	35212770	35213270	+	5.76	5.227	Intergenic	Intergenic	-7669	NM_010735	16992	Mm.87787	NM_010735	ENSMUSG00000024402	Lta	LT|LT-[a]|LT-alpha|LT[a]|LTalpha|Ltx|TNF-beta|TNFSF1|Tnfb|Tnfsf1b|hlb382	lymphotoxin A	protein-coding	3.7	6.79	1.37	5.78	4.17
chr17-27195	chr17	51759670	51760170	+	5.76	6.207000000000001	intron (NM_001163631, intron 9 of 10)	intron (NM_001163631, intron 9 of 10)	52134	NM_001163630	20230	Mm.311655	NM_009122	ENSMUSG00000023927	Satb1	2610306G12Rik|AW413156	special AT-rich sequence binding protein 1	protein-coding	2.47	3.39	3.19	3.47	2.5
chr2-53208	chr2	61717335	61717993	+	5.76	3.2430000000000003	intron (NM_021526, intron 1 of 11)	Lx8b|LINE|L1	5970	NM_021526	59029	Mm.218198	NM_021526	ENSMUSG00000026914	Psmd14	2610312C03Rik|3200001M20Rik|AA986732|Pad1|Poh1|rpm11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	protein-coding	8.03	4.52	6.39	6.35	3.34
chr2-44687	chr2	93440574	93441074	+	5.76	7.027	intron (NM_001271431, intron 1 of 8)	intron (NM_001271431, intron 1 of 8)	11848	NM_001271462	12521	Mm.4261	NM_007656	ENSMUSG00000027215	Cd82	AA682076|AL023070|C33|IA4|Kai1|Tspan27	CD82 antigen	protein-coding	5.56	5.66	2.74	6.35	7.51
chr18-15753	chr18	82564862	82565362	+	5.76	6.267	intron (NM_001025256, intron 2 of 5)	intron (NM_001025256, intron 2 of 5)	10604	NM_001025254	17196	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|mld|shi	myelin basic protein	protein-coding	5.56	2.83	2.74	6.35	3.34
chr15-26823	chr15	79077069	79077569	+	5.76	5.9270000000000005	intron (NM_145139, intron 3 of 12)	URR1B|DNA|hAT-Charlie	2096	NM_145139	223691	Mm.206404	NM_145139	ENSMUSG00000033047	Eif3l	0610011H21Rik|D15N1e|Eif3eip|Eif3ip|Eif3s6ip|HSP-66Y|PAF67	eukaryotic translation initiation factor 3, subunit L	protein-coding	8.03	6.79	4.11	5.2	3.34
chr1-37707	chr1	135811202	135811702	+	5.76	10.337	TTS (NM_021467)	TTS (NM_021467)	-7146	NM_133664	16763	Mm.36726	NM_133664	ENSMUSG00000041782	Lad1	-	ladinin	protein-coding	10.5	14.14	7.76	7.51	8.34
chr18-15748	chr18	82498823	82499323	+	5.64	9.24	intron (NM_001025245, intron 1 of 3)	MTB_Mm|LTR|ERVL-MaLR	23950	NM_001025245	17196	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|mld|shi	myelin basic protein	protein-coding	6.17	6.79	5.93	5.2	3.34
chr1-39706	chr1	52131814	52132314	+	5.41	5.327000000000001	intron (NM_009283, intron 5 of 24)	intron (NM_009283, intron 5 of 24)	12442	NM_001205313	20846	Mm.277406	NM_009283	ENSMUSG00000026104	Stat1	2010005J02Rik|AA408197	signal transducer and activator of transcription 1	protein-coding	6.79	2.26	4.56	6.93	4.17
chr16-21089	chr16	51926320	51926820	+	5.41	5.083	Intergenic	Intergenic	-104979	NM_001033238	208650	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding	3.7	2.26	1.82	6.35	1.67
chr12-25585	chr12	73879958	73880458	+	5.41	10.66	Intergenic	(GA)n|Simple_repeat|Simple_repeat	-27659	NM_010431	15251	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	9.26	13.01	7.3	10.4	5.01
chr6-31328	chr6	140726744	140727244	+	5.41	11.327	Intergenic	Intergenic	102696	NM_009637	11569	Mm.86453	NM_009637	ENSMUSG00000030232	Aebp2	AU023766|B230313N05Rik	AE binding protein 2	protein-coding	4.94	5.66	6.39	5.2	5.01
chr14-22429	chr14	78352858	78353358	+	5.29	6.763	Intergenic	Lx4B|LINE|L1	-45065	NM_011613	21943	Mm.249221	NM_011613	ENSMUSG00000022015	Tnfsf11	Ly109l|ODF|OPG|OPGL|RANKL|Trance	tumor necrosis factor (ligand) superfamily, member 11	protein-coding	8.64	8.48	3.19	6.93	6.67
chr4-37720	chr4	135266468	135266968	+	5.17	5.813	intron (NM_013885, intron 1 of 5)	intron (NM_013885, intron 1 of 5)	6042	NM_013885	29876	Mm.257765	NM_013885	ENSMUSG00000037242	Clic4	D0Jmb3|TU-74|mc3s5|mtCLIC	chloride intracellular channel 4 (mitochondrial)	protein-coding	5.56	5.09	5.93	5.78	1.67
chr1-41314	chr1	36777094	36777594	+	5.17	3.187	intron (NM_009539, intron 3 of 12)	ORR1D1|LTR|ERVL-MaLR	-1640	NM_001289612	22637	Mm.8038	NM_009539	ENSMUSG00000026117	Zap70	Srk|ZAP-70|mrtle|mur	zeta-chain (TCR) associated protein kinase	protein-coding	3.7	0.57	1.82	4.04	3.34
chr16-22767	chr16	92104383	92104883	+	5.17	7.417000000000001	intron (NM_080456, intron 2 of 2)	intron (NM_080456, intron 2 of 2)	46297	NM_080456	121022	Mm.217354	NM_080456	ENSMUSG00000039680	Mrps6	AW046321	mitochondrial ribosomal protein S6	protein-coding	2.47	3.39	6.39	6.35	1.67
chr12-28748	chr12	73876381	73876881	+	5.05	10.193	Intergenic	ORR1D2|LTR|ERVL-MaLR	-31236	NM_010431	15251	Mm.3879	NM_010431	ENSMUSG00000021109	Hif1a	AA959795|HIF1alpha|MOP1|bHLHe78	hypoxia inducible factor 1, alpha subunit	protein-coding	9.26	6.22	4.56	6.93	2.5
chr16-23196	chr16	45334491	45334991	+	5.05	4.343	Intergenic	RMER1A|Other|Other	74312	NM_010818	17470	Mm.245851	NM_010818	ENSMUSG00000022661	Cd200	Mox2|OX2	CD200 antigen	protein-coding	3.09	2.83	4.11	3.47	4.17
chr17-31569	chr17	29484483	29484983	+	5.05	5.3870000000000005	Intergenic	Intergenic	-6312	NM_008842	18712	Mm.405293	NM_008842	0	Pim1	Pim-1	proviral integration site 1	protein-coding	4.32	6.22	4.56	4.04	2.5
chr2-57789	chr2	103787464	103787964	+	4.94	6.417000000000001	intron (NM_016739, intron 2 of 18)	intron (NM_016739, intron 2 of 18)	9364	NM_001111290	53872	Mm.427589	NM_016739	ENSMUSG00000027184	Caprin1	AL022980|Caprin-1|Gpiap|Gpiap1|Mmgpip137|P137|rng105	cell cycle associated protein 1	protein-coding	5.56	1.7	4.11	5.2	4.17
chr4-38110	chr4	46460599	46461099	+	4.82	8.523	intron (NM_130889, intron 2 of 6)	intron (NM_130889, intron 2 of 6)	9732	NM_130889	67628	Mm.263913	NM_130889	ENSMUSG00000028333	Anp32b	2410015B15Rik|PAL31|PHAPI2a|Ssp29	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B	protein-coding	4.94	4.52	3.19	8.66	4.17
chr15-30646	chr15	78483481	78483981	+	4.82	7.067	intron (NM_008368, intron 9 of 9)	MIR|SINE|MIR	11335	NM_008368	16185	Mm.35287	NM_008368	ENSMUSG00000068227	Il2rb	CD122|IL-15Rbeta|IL15Rbeta|Il-2/15Rbeta|Il-2Rbeta|p70	interleukin 2 receptor, beta chain	protein-coding	5.56	5.09	4.11	4.04	4.17
